DEPTH	BHC	GR	LLD	LLM	MLL	NPHI	PEF	RHOB	SP
1178.2	107.872	94.898	1.605	1.613	1.799	-999.25	-999.25	-999.25	87.507
1178.3	107.644	92.276	1.608	1.619	1.789	-999.25	-999.25	-999.25	87.533
1178.4	108.891	89.438	1.608	1.622	1.778	-999.25	-999.25	-999.25	87.529
1178.5	109.169	87.896	1.605	1.624	1.768	-999.25	-999.25	-999.25	87.482
1178.6	108.915	87.356	1.602	1.624	1.759	-999.25	-999.25	-999.25	87.411
1178.7	108.94	88.847	1.598	1.621	1.752	-999.25	-999.25	-999.25	87.333
1178.8	108.993	90.502	1.594	1.618	1.746	-999.25	-999.25	-999.25	87.281
1178.9	109.09	92.214	1.591	1.615	1.742	-999.25	-999.25	-999.25	87.25
1179	109.549	92.979	1.588	1.612	1.739	-999.25	-999.25	-999.25	87.264
1179.1	109.613	93.164	1.587	1.611	1.738	-999.25	-999.25	-999.25	87.297
1179.2	109.343	92.84	1.587	1.61	1.737	-999.25	-999.25	-999.25	87.347
1179.3	109.794	91.975	1.587	1.609	1.736	-999.25	-999.25	-999.25	87.425
1179.4	109.841	91.253	1.588	1.608	1.737	-999.25	-999.25	-999.25	87.51
1179.5	109.464	90.681	1.589	1.607	1.739	-999.25	-999.25	-999.25	87.599
1179.6	109.078	90.556	1.59	1.607	1.747	-999.25	-999.25	-999.25	87.668
1179.7	109.407	90.448	1.591	1.608	1.758	-999.25	-999.25	-999.25	87.718
1179.8	110.646	90.341	1.592	1.61	1.771	-999.25	-999.25	-999.25	87.746
1179.9	110.382	90.264	1.593	1.613	1.783	-999.25	-999.25	-999.25	87.757
1180	110.221	90.467	1.594	1.616	1.791	-999.25	-999.25	-999.25	87.776
1180.1	110.434	91.103	1.595	1.619	1.794	-999.25	-999.25	-999.25	87.812
1180.2	110.598	92.704	1.596	1.62	1.791	-999.25	-999.25	-999.25	87.868
1180.3	110.565	94.674	1.597	1.62	1.786	-999.25	-999.25	-999.25	87.917
1180.4	110.171	97.065	1.599	1.619	1.779	-999.25	-999.25	-999.25	87.947
1180.5	110.1	98.927	1.601	1.619	1.773	-999.25	-999.25	-999.25	87.923
1180.6	110.321	100.085	1.603	1.619	1.769	-999.25	-999.25	-999.25	87.871
1180.7	111.067	99.846	1.605	1.622	1.769	-999.25	-999.25	-999.25	87.785
1180.8	110.946	97.939	1.606	1.626	1.778	-999.25	-999.25	-999.25	87.704
1180.9	110.587	95.315	1.606	1.63	1.789	-999.25	-999.25	-999.25	87.634
1181	110.284	92.012	1.606	1.633	1.806	-999.25	-999.25	-999.25	87.596
1181.1	109.678	89.534	1.605	1.632	1.817	-999.25	-999.25	-999.25	87.586
1181.2	108.979	87.91	1.604	1.629	1.822	-999.25	-999.25	-999.25	87.593
1181.3	108.372	88.444	1.604	1.624	1.814	-999.25	-999.25	-999.25	87.624
1181.4	109.067	90.289	1.605	1.622	1.8	-999.25	-999.25	-999.25	87.671
1181.5	110.212	92.743	1.606	1.621	1.784	-999.25	-999.25	-999.25	87.728
1181.6	110.377	95.091	1.609	1.625	1.777	-999.25	-999.25	-999.25	87.798
1181.7	110.613	96.183	1.61	1.629	1.78	-999.25	-999.25	-999.25	87.858
1181.8	110.741	96.354	1.611	1.633	1.789	-999.25	-999.25	-999.25	87.908
1181.9	109.577	95.005	1.607	1.633	1.801	-999.25	-999.25	-999.25	87.92
1182	108.393	93.988	1.601	1.628	1.806	-999.25	-999.25	-999.25	87.911
1182.1	107.256	93.306	1.593	1.622	1.805	-999.25	-999.25	-999.25	87.886
1182.2	107.141	94.236	1.583	1.613	1.789	-999.25	-999.25	-999.25	87.844
1182.3	107.611	95.703	1.575	1.604	1.77	-999.25	-999.25	-999.25	87.798
1182.4	108.597	97.641	1.567	1.595	1.747	-999.25	-999.25	-999.25	87.746
1182.5	109.786	99.045	1.562	1.588	1.728	-999.25	-999.25	-999.25	87.711
1182.6	110.67	99.631	1.557	1.582	1.713	-999.25	-999.25	-999.25	87.704
1182.7	111.228	99.344	1.554	1.576	1.701	-999.25	-999.25	-999.25	87.727
1182.8	111.061	97.495	1.551	1.572	1.694	-999.25	-999.25	-999.25	87.816
1182.9	110.775	95.662	1.549	1.57	1.692	-999.25	-999.25	-999.25	87.922
1183	110.373	93.933	1.546	1.571	1.693	-999.25	-999.25	-999.25	88.048
1183.1	111.018	93.349	1.545	1.575	1.705	-999.25	-999.25	-999.25	88.17
1183.2	111.112	93.219	1.545	1.579	1.722	-999.25	-999.25	-999.25	88.287
1183.3	110.177	93.632	1.545	1.583	1.744	-999.25	-999.25	-999.25	88.398
1183.4	109.993	94.322	1.548	1.585	1.767	-999.25	-999.25	-999.25	88.499
1183.5	109.847	94.855	1.551	1.587	1.784	-999.25	-999.25	-999.25	88.577
1183.6	109.543	95.001	1.554	1.586	1.793	-999.25	-999.25	-999.25	88.61
1183.7	109.36	94.73	1.559	1.584	1.786	-999.25	-999.25	-999.25	88.54
1183.8	109.449	94.46	1.563	1.582	1.775	-999.25	-999.25	-999.25	88.421
1183.9	110.129	94.42	1.567	1.579	1.76	-999.25	-999.25	-999.25	88.238
1184	111.031	94.604	1.571	1.578	1.752	-999.25	-999.25	-999.25	88.074
1184.1	111.803	94.845	1.573	1.577	1.75	-999.25	-999.25	-999.25	87.937
1184.2	111.967	95.051	1.573	1.578	1.759	-999.25	-999.25	-999.25	87.867
1184.3	111.812	95.287	1.572	1.58	1.771	-999.25	-999.25	-999.25	87.835
1184.4	111.538	95.474	1.569	1.581	1.782	-999.25	-999.25	-999.25	87.819
1184.5	111.283	95.408	1.565	1.583	1.787	-999.25	-999.25	-999.25	87.805
1184.6	110.313	95.05	1.561	1.582	1.785	-999.25	-999.25	-999.25	87.791
1184.7	109.278	94.555	1.556	1.58	1.778	-999.25	-999.25	-999.25	87.777
1184.8	109.894	94.092	1.552	1.574	1.764	-999.25	-999.25	-999.25	87.771
1184.9	109.961	93.755	1.549	1.568	1.746	-999.25	-999.25	-999.25	87.758
1185	109.787	93.548	1.548	1.562	1.727	-999.25	-999.25	-999.25	87.739
1185.1	110.411	93.822	1.549	1.558	1.708	-999.25	-999.25	-999.25	87.695
1185.2	110.864	94.701	1.55	1.558	1.698	-999.25	-999.25	-999.25	87.665
1185.3	111.193	96.037	1.551	1.56	1.694	-999.25	-999.25	-999.25	87.647
1185.4	111.537	97.588	1.551	1.565	1.708	-999.25	-999.25	-999.25	87.678
1185.5	111.522	98.555	1.549	1.57	1.728	-999.25	-999.25	-999.25	87.717
1185.6	111.183	98.997	1.546	1.573	1.755	-999.25	-999.25	-999.25	87.763
1185.7	110.043	98.388	1.541	1.573	1.773	-999.25	-999.25	-999.25	87.78
1185.8	109.922	97.676	1.538	1.57	1.778	-999.25	-999.25	-999.25	87.794
1185.9	110.907	96.851	1.537	1.566	1.771	-999.25	-999.25	-999.25	87.804
1186	110.252	96.428	1.539	1.562	1.749	-999.25	-999.25	-999.25	87.866
1186.1	110.185	96.039	1.542	1.558	1.728	-999.25	-999.25	-999.25	87.949
1186.2	110.988	95.67	1.545	1.556	1.712	-999.25	-999.25	-999.25	88.056
1186.3	111.8	95.03	1.546	1.555	1.712	-999.25	-999.25	-999.25	88.143
1186.4	112.013	94.502	1.544	1.553	1.717	-999.25	-999.25	-999.25	88.199
1186.5	111.267	94.198	1.54	1.55	1.727	-999.25	-999.25	-999.25	88.206
1186.6	109.858	94.772	1.532	1.544	1.729	-999.25	-999.25	-999.25	88.161
1186.7	108.858	95.647	1.523	1.535	1.723	-999.25	-999.25	-999.25	88.101
1186.8	108.883	96.834	1.515	1.525	1.706	-999.25	-999.25	-999.25	88.03
1186.9	109.767	97.327	1.509	1.516	1.682	-999.25	-999.25	-999.25	87.962
1187	110.611	97.344	1.504	1.508	1.658	-999.25	-999.25	-999.25	87.9
1187.1	110.865	96.583	1.501	1.502	1.639	-999.25	-999.25	-999.25	87.854
1187.2	111.909	95.79	1.497	1.499	1.629	-999.25	-999.25	-999.25	87.848
1187.3	113.112	95.187	1.494	1.496	1.625	-999.25	-999.25	-999.25	87.869
1187.4	114.047	95.219	1.489	1.495	1.628	-999.25	-999.25	-999.25	87.937
1187.5	113.561	95.576	1.484	1.493	1.632	-999.25	-999.25	-999.25	88.024
1187.6	112.708	96.041	1.478	1.492	1.636	-999.25	-999.25	-999.25	88.117
1187.7	112.683	96.417	1.474	1.492	1.636	-999.25	-999.25	-999.25	88.201
1187.8	113.113	96.758	1.472	1.492	1.632	-999.25	-999.25	-999.25	88.273
1187.9	113.615	97.093	1.473	1.495	1.626	-999.25	-999.25	-999.25	88.336
1188	113.197	97.485	1.479	1.5	1.62	-999.25	-999.25	-999.25	88.375
1188.1	112.671	97.876	1.49	1.509	1.62	-999.25	-999.25	-999.25	88.384
1188.2	112.131	98.226	1.503	1.52	1.626	-999.25	-999.25	-999.25	88.37
1188.3	112.066	98.179	1.523	1.536	1.647	-999.25	-999.25	-999.25	88.325
1188.4	112.052	97.749	1.545	1.557	1.68	-999.25	-999.25	-999.25	88.286
1188.5	112.016	97.004	1.57	1.581	1.723	-999.25	-999.25	-999.25	88.254
1188.6	110.794	95.721	1.598	1.614	1.785	-999.25	-999.25	-999.25	88.238
1188.7	110.273	94.332	1.628	1.65	1.854	-999.25	-999.25	-999.25	88.215
1188.8	110.388	92.845	1.659	1.688	1.929	-999.25	-999.25	-999.25	88.184
1188.9	108.723	91.793	1.69	1.725	2.003	-999.25	-999.25	-999.25	88.104
1189	107.28	91.075	1.722	1.758	2.067	-999.25	-999.25	-999.25	88.014
1189.1	106.083	90.726	1.752	1.785	2.119	-999.25	-999.25	-999.25	87.911
1189.2	104.526	90.679	1.78	1.8	2.137	-999.25	-999.25	-999.25	87.856
1189.3	103.597	90.583	1.804	1.813	2.138	-999.25	-999.25	-999.25	87.832
1189.4	103.531	90.402	1.825	1.822	2.119	-999.25	-999.25	-999.25	87.849
1189.5	104.63	90.049	1.836	1.828	2.086	-999.25	-999.25	-999.25	87.884
1189.6	105.359	89.673	1.842	1.831	2.053	-999.25	-999.25	-999.25	87.905
1189.7	105.286	89.289	1.841	1.832	2.021	-999.25	-999.25	-999.25	87.899
1189.8	106.103	89.338	1.83	1.827	1.994	-999.25	-999.25	-999.25	87.846
1189.9	106.6	89.741	1.816	1.819	1.967	-999.25	-999.25	-999.25	87.774
1190	106.149	90.71	1.797	1.807	1.941	-999.25	-999.25	-999.25	87.679
1190.1	106.036	92.048	1.779	1.792	1.917	-999.25	-999.25	-999.25	87.561
1190.2	106.285	93.403	1.762	1.777	1.895	-999.25	-999.25	-999.25	87.433
1190.3	107.245	94.579	1.747	1.763	1.876	-999.25	-999.25	-999.25	87.296
1190.4	107.78	95.131	1.734	1.751	1.86	-999.25	-999.25	-999.25	87.182
1190.5	108.165	95.329	1.723	1.74	1.846	-999.25	-999.25	-999.25	87.099
1190.6	108.493	95.028	1.714	1.73	1.833	-999.25	-999.25	-999.25	87.09
1190.7	108.658	94.814	1.705	1.721	1.821	-999.25	-999.25	-999.25	87.152
1190.8	108.673	94.728	1.696	1.713	1.809	-999.25	-999.25	-999.25	87.249
1190.9	108.328	95.043	1.687	1.704	1.8	-999.25	-999.25	-999.25	87.371
1191	108.507	95.377	1.68	1.698	1.794	-999.25	-999.25	-999.25	87.457
1191.1	108.901	95.639	1.674	1.692	1.792	-999.25	-999.25	-999.25	87.516
1191.2	109	95.406	1.67	1.689	1.796	-999.25	-999.25	-999.25	87.527
1191.3	108.952	94.778	1.668	1.687	1.803	-999.25	-999.25	-999.25	87.549
1191.4	108.776	93.863	1.668	1.687	1.814	-999.25	-999.25	-999.25	87.585
1191.5	108.243	92.532	1.67	1.688	1.827	-999.25	-999.25	-999.25	87.676
1191.6	107.756	91.215	1.673	1.691	1.841	-999.25	-999.25	-999.25	87.781
1191.7	107.31	89.935	1.677	1.695	1.854	-999.25	-999.25	-999.25	87.895
1191.8	106.957	89.224	1.68	1.701	1.865	-999.25	-999.25	-999.25	87.972
1191.9	106.617	88.808	1.683	1.706	1.873	-999.25	-999.25	-999.25	88.017
1192	106.289	88.666	1.685	1.711	1.879	-999.25	-999.25	-999.25	88.032
1192.1	106.328	88.792	1.684	1.71	1.881	-999.25	-999.25	-999.25	88.009
1192.2	106.253	88.884	1.682	1.707	1.88	-999.25	-999.25	-999.25	87.984
1192.3	106.048	88.935	1.678	1.7	1.876	-999.25	-999.25	-999.25	87.958
1192.4	106.038	89.158	1.671	1.689	1.863	-999.25	-999.25	-999.25	87.956
1192.5	106.344	89.514	1.663	1.677	1.845	-999.25	-999.25	-999.25	87.971
1192.6	107.065	90.034	1.653	1.664	1.822	-999.25	-999.25	-999.25	88.007
1192.7	106.99	90.592	1.641	1.649	1.796	-999.25	-999.25	-999.25	88.07
1192.8	107.307	91.093	1.627	1.636	1.773	-999.25	-999.25	-999.25	88.133
1192.9	108.422	91.494	1.611	1.623	1.753	-999.25	-999.25	-999.25	88.19
1193	109.084	91.903	1.592	1.612	1.742	-999.25	-999.25	-999.25	88.206
1193.1	109.354	92.402	1.574	1.6	1.733	-999.25	-999.25	-999.25	88.201
1193.2	108.985	93.08	1.555	1.588	1.727	-999.25	-999.25	-999.25	88.172
1193.3	109.249	93.619	1.539	1.573	1.719	-999.25	-999.25	-999.25	88.159
1193.4	109.472	93.933	1.526	1.559	1.709	-999.25	-999.25	-999.25	88.162
1193.5	109.193	93.753	1.516	1.545	1.695	-999.25	-999.25	-999.25	88.193
1193.6	108.865	92.918	1.509	1.532	1.679	-999.25	-999.25	-999.25	88.234
1193.7	108.67	91.842	1.503	1.519	1.663	-999.25	-999.25	-999.25	88.279
1193.8	108.974	90.665	1.496	1.508	1.648	-999.25	-999.25	-999.25	88.329
1193.9	109.73	89.931	1.486	1.496	1.635	-999.25	-999.25	-999.25	88.388
1194	110.355	89.476	1.473	1.485	1.624	-999.25	-999.25	-999.25	88.451
1194.1	109.568	89.448	1.456	1.472	1.614	-999.25	-999.25	-999.25	88.512
1194.2	109.468	89.492	1.437	1.458	1.605	-999.25	-999.25	-999.25	88.54
1194.3	109.752	89.566	1.418	1.443	1.597	-999.25	-999.25	-999.25	88.541
1194.4	110.228	89.601	1.402	1.429	1.586	-999.25	-999.25	-999.25	88.49
1194.5	110.036	89.926	1.391	1.417	1.572	-999.25	-999.25	-999.25	88.448
1194.6	109.565	90.485	1.383	1.407	1.556	-999.25	-999.25	-999.25	88.42
1194.7	110.59	91.564	1.382	1.401	1.537	-999.25	-999.25	-999.25	88.479
1194.8	112.397	92.365	1.385	1.4	1.524	-999.25	-999.25	-999.25	88.574
1194.9	114.696	92.911	1.39	1.403	1.516	-999.25	-999.25	-999.25	88.696
1195	114.286	92.494	1.398	1.413	1.528	-999.25	-999.25	-999.25	88.788
1195.1	114.244	91.636	1.407	1.427	1.551	-999.25	-999.25	-999.25	88.865
1195.2	114.548	90.364	1.417	1.444	1.584	-999.25	-999.25	-999.25	88.928
1195.3	114.273	89.074	1.43	1.464	1.618	-999.25	-999.25	-999.25	89.033
1195.4	112.92	88.093	1.447	1.483	1.646	-999.25	-999.25	-999.25	89.171
1195.5	110.344	87.461	1.468	1.503	1.665	-999.25	-999.25	-999.25	89.345
1195.6	111.067	87.362	1.494	1.525	1.679	-999.25	-999.25	-999.25	89.523
1195.7	111.858	87.337	1.521	1.55	1.701	-999.25	-999.25	-999.25	89.674
1195.8	112.473	87.369	1.55	1.577	1.735	-999.25	-999.25	-999.25	89.785
1195.9	110.186	86.965	1.571	1.604	1.796	-999.25	-999.25	-999.25	89.805
1196	107.857	86.41	1.587	1.625	1.862	-999.25	-999.25	-999.25	89.773
1196.1	106.028	85.689	1.595	1.637	1.929	-999.25	-999.25	-999.25	89.671
1196.2	104.54	84.446	1.592	1.633	1.961	-999.25	-999.25	-999.25	89.469
1196.3	102.783	82.892	1.584	1.622	1.969	-999.25	-999.25	-999.25	89.234
1196.4	100.339	80.883	1.57	1.603	1.942	-999.25	-999.25	-999.25	88.966
1196.5	102.363	78.906	1.553	1.585	1.898	-999.25	-999.25	-999.25	88.757
1196.6	105.291	77.172	1.535	1.567	1.851	-999.25	-999.25	-999.25	88.604
1196.7	107.662	76.054	1.516	1.551	1.808	-999.25	-999.25	-999.25	88.566
1196.8	107.825	76.089	1.496	1.533	1.768	-999.25	-999.25	-999.25	88.623
1196.9	107.778	76.814	1.478	1.515	1.729	-999.25	-999.25	-999.25	88.719
1197	109.492	78.594	1.46	1.496	1.69	-999.25	-999.25	-999.25	88.843
1197.1	109.238	80.65	1.446	1.48	1.657	-999.25	-999.25	-999.25	88.949
1197.2	108.291	82.607	1.433	1.466	1.631	-999.25	-999.25	-999.25	89.037
1197.3	107.963	83.589	1.422	1.458	1.621	-999.25	-999.25	-999.25	89.081
1197.4	108.124	83.59	1.413	1.454	1.627	-999.25	-999.25	-999.25	89.082
1197.5	108.501	83.023	1.404	1.452	1.644	-999.25	-999.25	-999.25	89.057
1197.6	108.599	82.11	1.394	1.449	1.672	-999.25	-999.25	-999.25	89.001
1197.7	108.383	81.459	1.382	1.444	1.695	-999.25	-999.25	-999.25	88.969
1197.8	108	81.051	1.37	1.437	1.711	-999.25	-999.25	-999.25	88.959
1197.9	108	81.443	1.357	1.425	1.7	-999.25	-999.25	-999.25	89.009
1198	108.17	82.029	1.343	1.411	1.674	-999.25	-999.25	-999.25	89.063
1198.1	108.508	82.739	1.33	1.396	1.637	-999.25	-999.25	-999.25	89.118
1198.2	109.771	82.703	1.319	1.382	1.596	-999.25	-999.25	-999.25	89.099
1198.3	110.434	82.39	1.31	1.368	1.559	-999.25	-999.25	-999.25	89.057
1198.4	110.524	81.814	1.303	1.354	1.527	-999.25	-999.25	-999.25	88.99
1198.5	111.7	81.97	1.301	1.344	1.507	-999.25	-999.25	-999.25	88.978
1198.6	112.939	82.632	1.302	1.337	1.491	-999.25	-999.25	-999.25	89.015
1198.7	114.235	83.869	1.306	1.334	1.481	-999.25	-999.25	-999.25	89.108
1198.8	113.387	85.133	1.314	1.339	1.487	-999.25	-999.25	-999.25	89.218
1198.9	113.045	86.137	1.323	1.347	1.504	-999.25	-999.25	-999.25	89.294
1199	113.602	86.774	1.331	1.358	1.538	-999.25	-999.25	-999.25	89.32
1199.1	112.872	86.84	1.334	1.368	1.599	-999.25	-999.25	-999.25	89.239
1199.2	112.21	86.645	1.333	1.372	1.664	-999.25	-999.25	-999.25	89.095
1199.3	111.931	86.121	1.326	1.368	1.733	-999.25	-999.25	-999.25	88.869
1199.4	108.96	85.263	1.311	1.348	1.755	-999.25	-999.25	-999.25	88.55
1199.5	106.309	84.261	1.295	1.322	1.737	-999.25	-999.25	-999.25	88.201
1199.6	105.398	83.082	1.275	1.288	1.655	-999.25	-999.25	-999.25	87.823
1199.7	109.371	82.114	1.255	1.252	1.535	-999.25	-999.25	-999.25	87.528
1199.8	113.436	81.524	1.233	1.217	1.412	-999.25	-999.25	-999.25	87.312
1199.9	114.396	81.8	1.21	1.187	1.306	-999.25	-999.25	-999.25	87.252
1200	118.459	83.011	1.182	1.16	1.233	-999.25	-999.25	-999.25	87.325
1200.1	123.018	84.485	1.153	1.136	1.18	-999.25	-999.25	-999.25	87.45
1200.2	125.668	85.777	1.12	1.115	1.154	-999.25	-999.25	-999.25	87.604
1200.3	124.006	86.04	1.089	1.094	1.14	-999.25	-999.25	-999.25	87.701
1200.4	121.001	85.734	1.059	1.073	1.133	-999.25	-999.25	-999.25	87.76
1200.5	120.37	84.826	1.035	1.054	1.132	-999.25	-999.25	-999.25	87.753
1200.6	119.845	84.157	1.018	1.038	1.132	-999.25	-999.25	-999.25	87.737
1200.7	119.459	83.705	1.005	1.023	1.133	-999.25	-999.25	-999.25	87.722
1200.8	119.623	83.853	1.001	1.013	1.137	-999.25	-999.25	-999.25	87.736
1200.9	119.767	84.277	1	1.006	1.142	-999.25	-999.25	-999.25	87.764
1201	119.981	84.875	1	1.001	1.147	-999.25	-999.25	-999.25	87.803
1201.1	121.145	85.411	1.002	0.999	1.152	-999.25	-999.25	-999.25	87.853
1201.2	121.936	85.74	1.004	0.999	1.156	-999.25	-999.25	-999.25	87.904
1201.3	122.398	85.887	1.005	0.999	1.158	-999.25	-999.25	-999.25	87.957
1201.4	121.93	85.547	1.005	0.999	1.16	-999.25	-999.25	-999.25	87.992
1201.5	121.467	84.783	1.006	1	1.16	-999.25	-999.25	-999.25	88.012
1201.6	121.007	83.607	1.006	0.999	1.159	-999.25	-999.25	-999.25	88.015
1201.7	119.983	81.726	1.006	0.998	1.158	-999.25	-999.25	-999.25	88.01
1201.8	120.146	80.061	1.005	0.997	1.156	-999.25	-999.25	-999.25	88.022
1201.9	121.712	78.664	1.005	0.997	1.153	-999.25	-999.25	-999.25	88.056
1202	122.711	78.627	1.004	0.998	1.152	-999.25	-999.25	-999.25	88.148
1202.1	123.214	79.297	1.002	1	1.151	-999.25	-999.25	-999.25	88.243
1202.2	123.067	80.843	1.001	1.002	1.15	-999.25	-999.25	-999.25	88.334
1202.3	123.764	83.288	1	1.004	1.15	-999.25	-999.25	-999.25	88.317
1202.4	123.481	85.812	1	1.005	1.149	-999.25	-999.25	-999.25	88.238
1202.5	121.3	88.274	1.002	1.006	1.147	-999.25	-999.25	-999.25	88.072
1202.6	120.461	89.61	1.008	1.009	1.143	-999.25	-999.25	-999.25	87.878
1202.7	120.127	90.301	1.016	1.015	1.143	-999.25	-999.25	-999.25	87.699
1202.8	120.332	90.061	1.029	1.025	1.149	-999.25	-999.25	-999.25	87.561
1202.9	121.876	89.391	1.045	1.041	1.172	-999.25	-999.25	-999.25	87.488
1203	123.274	88.552	1.062	1.061	1.207	-999.25	-999.25	-999.25	87.448
1203.1	123.315	87.556	1.082	1.085	1.26	-999.25	-999.25	-999.25	87.451
1203.2	120.03	86.449	1.1	1.11	1.32	-999.25	-999.25	-999.25	87.449
1203.3	116.297	85.331	1.118	1.134	1.378	-999.25	-999.25	-999.25	87.431
1203.4	115.034	84.306	1.133	1.155	1.422	-999.25	-999.25	-999.25	87.356
1203.5	114.199	83.754	1.146	1.173	1.441	-999.25	-999.25	-999.25	87.237
1203.6	113.632	83.662	1.158	1.187	1.446	-999.25	-999.25	-999.25	87.1
1203.7	113.451	84.785	1.169	1.197	1.43	-999.25	-999.25	-999.25	86.97
1203.8	113.627	86.566	1.181	1.203	1.403	-999.25	-999.25	-999.25	86.889
1203.9	114.098	88.614	1.195	1.207	1.369	-999.25	-999.25	-999.25	86.841
1204	115.296	90.015	1.212	1.21	1.329	-999.25	-999.25	-999.25	86.839
1204.1	113.935	90.485	1.231	1.218	1.3	-999.25	-999.25	-999.25	86.794
1204.2	111.279	90.25	1.253	1.23	1.281	-999.25	-999.25	-999.25	86.709
1204.3	113.633	89.011	1.276	1.259	1.304	-999.25	-999.25	-999.25	86.481
1204.4	116.435	87.366	1.301	1.299	1.365	-999.25	-999.25	-999.25	86.178
1204.5	119.441	85.382	1.326	1.348	1.46	-999.25	-999.25	-999.25	85.812
1204.6	116.891	83.095	1.354	1.407	1.625	-999.25	-999.25	-999.25	85.379
1204.7	114.864	80.892	1.384	1.466	1.802	-999.25	-999.25	-999.25	84.955
1204.8	113.355	78.772	1.418	1.524	1.992	-999.25	-999.25	-999.25	84.538
1204.9	108.077	76.724	1.461	1.577	2.132	-999.25	-999.25	-999.25	84.236
1205	104.631	75.177	1.51	1.629	2.238	-999.25	-999.25	-999.25	84.018
1205.1	103.467	74.228	1.566	1.68	2.306	-999.25	-999.25	-999.25	83.9
1205.2	102.646	74.626	1.633	1.73	2.343	-999.25	-999.25	-999.25	83.913
1205.3	101.867	75.323	1.702	1.777	2.37	-999.25	-999.25	-999.25	83.952
1205.4	101.113	76.31	1.773	1.82	2.385	-999.25	-999.25	-999.25	84.012
1205.5	101.75	76.831	1.834	1.859	2.384	-999.25	-999.25	-999.25	84.023
1205.6	102.172	76.988	1.885	1.898	2.385	-999.25	-999.25	-999.25	84.01
1205.7	101.885	76.608	1.92	1.935	2.394	-999.25	-999.25	-999.25	83.964
1205.8	101.255	75.72	1.929	1.969	2.443	-999.25	-999.25	-999.25	83.911
1205.9	100.593	74.792	1.924	1.995	2.507	-999.25	-999.25	-999.25	83.859
1206	100.011	73.995	1.902	2.009	2.587	-999.25	-999.25	-999.25	83.811
1206.1	99.429	74.071	1.87	1.996	2.603	-999.25	-999.25	-999.25	83.794
1206.2	98.654	74.577	1.836	1.969	2.563	-999.25	-999.25	-999.25	83.814
1206.3	97.341	75.627	1.802	1.922	2.417	-999.25	-999.25	-999.25	83.912
1206.4	98.013	77.185	1.772	1.871	2.232	-999.25	-999.25	-999.25	84.115
1206.5	99.635	78.998	1.746	1.82	2.045	-999.25	-999.25	-999.25	84.37
1206.6	102.169	81.087	1.724	1.776	1.899	-999.25	-999.25	-999.25	84.678
1206.7	104.845	82.859	1.705	1.743	1.808	-999.25	-999.25	-999.25	84.928
1206.8	107.275	84.329	1.687	1.716	1.753	-999.25	-999.25	-999.25	85.129
1206.9	108.169	85	1.67	1.7	1.75	-999.25	-999.25	-999.25	85.213
1207	108.609	85.102	1.654	1.688	1.775	-999.25	-999.25	-999.25	85.259
1207.1	108.752	84.856	1.638	1.679	1.817	-999.25	-999.25	-999.25	85.284
1207.2	108.564	84.379	1.625	1.675	1.878	-999.25	-999.25	-999.25	85.316
1207.3	106.635	84.02	1.614	1.673	1.94	-999.25	-999.25	-999.25	85.336
1207.4	103.774	83.782	1.606	1.673	2.001	-999.25	-999.25	-999.25	85.343
1207.5	104.102	84.062	1.601	1.67	2.037	-999.25	-999.25	-999.25	85.292
1207.6	103.702	84.397	1.596	1.662	2.043	-999.25	-999.25	-999.25	85.22
1207.7	102.735	84.774	1.592	1.651	2.022	-999.25	-999.25	-999.25	85.132
1207.8	103.162	84.906	1.584	1.63	1.949	-999.25	-999.25	-999.25	85.071
1207.9	104.519	85.056	1.571	1.605	1.871	-999.25	-999.25	-999.25	85.026
1208	106.808	85.222	1.555	1.577	1.788	-999.25	-999.25	-999.25	84.997
1208.1	108.295	85.842	1.529	1.547	1.722	-999.25	-999.25	-999.25	84.937
1208.2	109.986	86.588	1.5	1.517	1.665	-999.25	-999.25	-999.25	84.843
1208.3	111.946	87.473	1.467	1.487	1.618	-999.25	-999.25	-999.25	84.707
1208.4	112.019	87.876	1.433	1.455	1.576	-999.25	-999.25	-999.25	84.502
1208.5	111.909	87.956	1.399	1.424	1.536	-999.25	-999.25	-999.25	84.253
1208.6	111.745	87.613	1.368	1.392	1.498	-999.25	-999.25	-999.25	83.95
1208.7	111.833	86.912	1.342	1.364	1.471	-999.25	-999.25	-999.25	83.561
1208.8	112.082	86.275	1.319	1.338	1.449	-999.25	-999.25	-999.25	83.15
1208.9	112.558	85.841	1.299	1.316	1.435	-999.25	-999.25	-999.25	82.722
1209	112.965	85.683	1.283	1.298	1.425	-999.25	-999.25	-999.25	82.345
1209.1	113.296	85.494	1.268	1.281	1.416	-999.25	-999.25	-999.25	81.995
1209.2	113.484	85.111	1.254	1.266	1.407	-999.25	-999.25	-999.25	81.684
1209.3	113.416	84.806	1.238	1.251	1.399	-999.25	-999.25	-999.25	81.315
1209.4	113.379	84.748	1.222	1.236	1.392	-999.25	-999.25	-999.25	80.904
1209.5	113.633	85.33	1.203	1.221	1.387	-999.25	-999.25	-999.25	80.415
1209.6	113.863	86.354	1.183	1.204	1.38	-999.25	-999.25	-999.25	79.986
1209.7	114.032	87.442	1.163	1.186	1.368	-999.25	-999.25	-999.25	79.641
1209.8	114.008	88.181	1.142	1.166	1.343	-999.25	-999.25	-999.25	79.527
1209.9	113.977	88.532	1.123	1.145	1.309	-999.25	-999.25	-999.25	79.643
1210	113.954	88.721	1.105	1.124	1.271	-999.25	-999.25	-999.25	79.897
