DEPTH	BHC	GR	LLD	LLM	MLL	NPHI	PEF	RHOB	SP
1449.3	112.642	70.072	0.809	0.843	1.022	-999.25	-999.25	-999.25	91.689
1449.4	112.782	70.779	0.811	0.844	1.024	-999.25	-999.25	-999.25	91.689
1449.5	112.386	71.133	0.814	0.847	1.025	-999.25	-999.25	-999.25	91.636
1449.6	112.393	71.333	0.817	0.85	1.028	-999.25	-999.25	-999.25	91.569
1449.7	112.951	71.35	0.821	0.854	1.032	-999.25	-999.25	-999.25	91.485
1449.8	112.783	71.466	0.825	0.857	1.038	-999.25	-999.25	-999.25	91.402
1449.9	112.529	71.507	0.828	0.86	1.044	-999.25	-999.25	-999.25	91.326
1450	112.25	71.413	0.831	0.863	1.05	-999.25	-999.25	-999.25	91.262
1450.1	112.368	70.846	0.832	0.863	1.052	-999.25	-999.25	-999.25	91.225
1450.2	112.41	70.182	0.832	0.864	1.053	-999.25	-999.25	-999.25	91.192
1450.3	112.18	69.471	0.832	0.863	1.052	-999.25	-999.25	-999.25	91.162
1450.4	111.756	69.089	0.832	0.864	1.052	-999.25	-999.25	-999.25	91.11
1450.5	111.554	68.908	0.831	0.865	1.053	-999.25	-999.25	-999.25	91.05
1450.6	111.997	69.033	0.831	0.866	1.055	-999.25	-999.25	-999.25	90.982
1450.7	112.188	69.535	0.831	0.868	1.057	-999.25	-999.25	-999.25	90.932
1450.8	112.161	70.218	0.831	0.869	1.059	-999.25	-999.25	-999.25	90.898
1450.9	111.693	71.113	0.83	0.869	1.058	-999.25	-999.25	-999.25	90.9
1451	111.917	71.731	0.829	0.867	1.056	-999.25	-999.25	-999.25	90.924
1451.1	112.211	72.149	0.828	0.864	1.051	-999.25	-999.25	-999.25	90.954
1451.2	111.695	72.188	0.825	0.859	1.043	-999.25	-999.25	-999.25	90.969
1451.3	111.183	71.996	0.821	0.853	1.032	-999.25	-999.25	-999.25	90.949
1451.4	110.895	71.683	0.816	0.846	1.021	-999.25	-999.25	-999.25	90.905
1451.5	111.88	71.329	0.811	0.84	1.01	-999.25	-999.25	-999.25	90.827
1451.6	112.235	71.241	0.806	0.834	1.001	-999.25	-999.25	-999.25	90.745
1451.7	112.275	71.362	0.801	0.83	0.993	-999.25	-999.25	-999.25	90.669
1451.8	112.907	71.929	0.798	0.827	0.989	-999.25	-999.25	-999.25	90.663
1451.9	113.69	72.508	0.795	0.826	0.986	-999.25	-999.25	-999.25	90.75
1452	114.5	73.08	0.793	0.825	0.984	-999.25	-999.25	-999.25	90.912
1452.1	113.77	73.353	0.793	0.825	0.984	-999.25	-999.25	-999.25	91.191
1452.2	113.659	73.654	0.792	0.824	0.985	-999.25	-999.25	-999.25	91.443
1452.3	114.1	73.983	0.792	0.823	0.987	-999.25	-999.25	-999.25	91.673
1452.4	114.125	74.642	0.793	0.823	0.993	-999.25	-999.25	-999.25	91.704
1452.5	113.878	75.228	0.794	0.823	0.999	-999.25	-999.25	-999.25	91.655
1452.6	113.337	75.733	0.796	0.825	1.006	-999.25	-999.25	-999.25	91.518
1452.7	113.43	75.689	0.798	0.828	1.011	-999.25	-999.25	-999.25	91.371
1452.8	113.348	75.392	0.801	0.83	1.016	-999.25	-999.25	-999.25	91.269
1452.9	112.995	74.797	0.803	0.833	1.02	-999.25	-999.25	-999.25	91.227
1453	112.136	74.102	0.804	0.835	1.021	-999.25	-999.25	-999.25	91.259
1453.1	111.493	73.502	0.805	0.836	1.021	-999.25	-999.25	-999.25	91.305
1453.2	111.28	73.071	0.806	0.836	1.018	-999.25	-999.25	-999.25	91.363
1453.3	111.73	72.607	0.807	0.837	1.012	-999.25	-999.25	-999.25	91.416
1453.4	112.075	72.192	0.809	0.838	1.006	-999.25	-999.25	-999.25	91.455
1453.5	112.001	71.881	0.812	0.84	1	-999.25	-999.25	-999.25	91.467
1453.6	112.56	72.586	0.819	0.844	0.998	-999.25	-999.25	-999.25	91.429
1453.7	113.252	73.883	0.828	0.85	1	-999.25	-999.25	-999.25	91.372
1453.8	113.908	76.064	0.84	0.859	1.007	-999.25	-999.25	-999.25	91.298
1453.9	113.279	77.863	0.855	0.873	1.025	-999.25	-999.25	-999.25	91.26
1454	112.411	79.121	0.872	0.889	1.051	-999.25	-999.25	-999.25	91.241
1454.1	112.042	79.041	0.891	0.909	1.093	-999.25	-999.25	-999.25	91.243
1454.2	109.771	78.381	0.91	0.93	1.148	-999.25	-999.25	-999.25	91.188
1454.3	106.957	77.649	0.929	0.951	1.207	-999.25	-999.25	-999.25	91.087
1454.4	105.038	77.583	0.946	0.97	1.263	-999.25	-999.25	-999.25	90.897
1454.5	105.6	78.182	0.962	0.985	1.294	-999.25	-999.25	-999.25	90.703
1454.6	107.205	79.104	0.976	0.998	1.306	-999.25	-999.25	-999.25	90.523
1454.7	107.672	79.979	0.989	1.008	1.279	-999.25	-999.25	-999.25	90.439
1454.8	109.797	80.484	1	1.017	1.244	-999.25	-999.25	-999.25	90.431
1454.9	112.8	80.761	1.01	1.025	1.205	-999.25	-999.25	-999.25	90.476
1455	114.489	81.021	1.017	1.031	1.178	-999.25	-999.25	-999.25	90.573
1455.1	114.584	81.474	1.02	1.034	1.16	-999.25	-999.25	-999.25	90.673
1455.2	113.5	82.067	1.021	1.035	1.148	-999.25	-999.25	-999.25	90.774
1455.3	112.721	82.557	1.016	1.03	1.143	-999.25	-999.25	-999.25	90.851
1455.4	112.234	82.854	1.01	1.024	1.138	-999.25	-999.25	-999.25	90.901
1455.5	112.013	82.974	1.002	1.016	1.133	-999.25	-999.25	-999.25	90.928
1455.6	112.521	82.534	0.996	1.01	1.127	-999.25	-999.25	-999.25	90.903
1455.7	113.346	82.081	0.991	1.006	1.123	-999.25	-999.25	-999.25	90.877
1455.8	114.519	81.616	0.987	1.004	1.119	-999.25	-999.25	-999.25	90.853
1455.9	115.855	81.3	0.985	1.006	1.12	-999.25	-999.25	-999.25	90.871
1456	116.678	80.958	0.983	1.007	1.122	-999.25	-999.25	-999.25	90.897
1456.1	116.801	80.571	0.982	1.009	1.126	-999.25	-999.25	-999.25	90.931
1456.2	116.049	80.551	0.979	1.006	1.13	-999.25	-999.25	-999.25	90.941
1456.3	115.185	80.742	0.976	1.002	1.131	-999.25	-999.25	-999.25	90.94
1456.4	114.291	81.214	0.972	0.995	1.129	-999.25	-999.25	-999.25	90.928
1456.5	114.577	82.36	0.968	0.988	1.122	-999.25	-999.25	-999.25	90.921
1456.6	115.058	83.939	0.963	0.982	1.114	-999.25	-999.25	-999.25	90.916
1456.7	115.534	86.16	0.958	0.976	1.105	-999.25	-999.25	-999.25	90.913
1456.8	115.42	88.369	0.953	0.973	1.102	-999.25	-999.25	-999.25	90.905
1456.9	115.373	90.205	0.947	0.969	1.103	-999.25	-999.25	-999.25	90.898
1457	115.848	91.108	0.941	0.966	1.109	-999.25	-999.25	-999.25	90.899
1457.1	114.934	90.934	0.936	0.961	1.117	-999.25	-999.25	-999.25	90.926
1457.2	114.186	90.393	0.931	0.955	1.122	-999.25	-999.25	-999.25	90.969
1457.3	115.4	89.764	0.927	0.948	1.12	-999.25	-999.25	-999.25	91.036
1457.4	116.351	89.582	0.925	0.942	1.112	-999.25	-999.25	-999.25	91.091
1457.5	116.862	89.691	0.925	0.937	1.1	-999.25	-999.25	-999.25	91.131
1457.6	115.927	90.271	0.926	0.934	1.088	-999.25	-999.25	-999.25	91.132
1457.7	116.184	90.91	0.928	0.935	1.082	-999.25	-999.25	-999.25	91.114
1457.8	116.717	91.558	0.93	0.937	1.082	-999.25	-999.25	-999.25	91.088
1457.9	115.233	92.086	0.934	0.943	1.094	-999.25	-999.25	-999.25	91.065
1458	114.516	92.477	0.939	0.95	1.113	-999.25	-999.25	-999.25	91.053
1458.1	114.379	92.716	0.946	0.959	1.136	-999.25	-999.25	-999.25	91.048
1458.2	115.24	92.303	0.954	0.969	1.161	-999.25	-999.25	-999.25	91.048
1458.3	115.561	91.556	0.964	0.98	1.181	-999.25	-999.25	-999.25	91.039
1458.4	115.453	90.561	0.975	0.992	1.199	-999.25	-999.25	-999.25	91.021
1458.5	114.944	89.734	0.985	1.003	1.21	-999.25	-999.25	-999.25	90.968
1458.6	114.338	89.388	0.994	1.013	1.219	-999.25	-999.25	-999.25	90.892
1458.7	113.64	89.489	1.001	1.023	1.226	-999.25	-999.25	-999.25	90.794
1458.8	113.295	90.072	1.006	1.03	1.231	-999.25	-999.25	-999.25	90.687
1458.9	112.993	90.23	1.01	1.036	1.236	-999.25	-999.25	-999.25	90.602
1459	112.738	89.911	1.014	1.042	1.24	-999.25	-999.25	-999.25	90.543
1459.1	113.681	88.262	1.019	1.046	1.243	-999.25	-999.25	-999.25	90.573
1459.2	114.52	86.455	1.025	1.05	1.245	-999.25	-999.25	-999.25	90.636
1459.3	115.127	84.533	1.031	1.055	1.246	-999.25	-999.25	-999.25	90.735
1459.4	115.283	83.625	1.038	1.06	1.25	-999.25	-999.25	-999.25	90.83
1459.5	115.245	83.261	1.043	1.066	1.256	-999.25	-999.25	-999.25	90.909
1459.6	114.966	83.617	1.046	1.073	1.267	-999.25	-999.25	-999.25	90.959
1459.7	114.01	84.475	1.047	1.076	1.283	-999.25	-999.25	-999.25	90.977
1459.8	113.156	85.31	1.046	1.078	1.298	-999.25	-999.25	-999.25	90.985
1459.9	112.754	85.921	1.044	1.076	1.31	-999.25	-999.25	-999.25	90.986
1460	112.715	86.099	1.042	1.073	1.31	-999.25	-999.25	-999.25	90.978
1460.1	112.853	86.323	1.042	1.071	1.304	-999.25	-999.25	-999.25	90.965
1460.2	113.222	86.938	1.044	1.07	1.29	-999.25	-999.25	-999.25	90.946
1460.3	113.523	88.453	1.047	1.072	1.275	-999.25	-999.25	-999.25	90.938
1460.4	113.793	90.342	1.05	1.074	1.262	-999.25	-999.25	-999.25	90.942
1460.5	114.031	92.502	1.053	1.076	1.256	-999.25	-999.25	-999.25	90.972
1460.6	113.502	93.845	1.053	1.075	1.254	-999.25	-999.25	-999.25	91.02
1460.7	112.977	94.531	1.051	1.073	1.255	-999.25	-999.25	-999.25	91.078
1460.8	113.871	93.797	1.048	1.069	1.259	-999.25	-999.25	-999.25	91.145
1460.9	114.868	92.573	1.044	1.066	1.262	-999.25	-999.25	-999.25	91.229
1461	115.654	91.18	1.04	1.064	1.265	-999.25	-999.25	-999.25	91.329
1461.1	114.759	90.313	1.038	1.065	1.268	-999.25	-999.25	-999.25	91.47
1461.2	114.598	89.924	1.036	1.067	1.271	-999.25	-999.25	-999.25	91.619
1461.3	114.781	89.841	1.036	1.069	1.273	-999.25	-999.25	-999.25	91.768
1461.4	113.706	89.806	1.037	1.072	1.273	-999.25	-999.25	-999.25	91.852
1461.5	112.895	89.887	1.038	1.074	1.272	-999.25	-999.25	-999.25	91.869
1461.6	112.358	90.086	1.04	1.075	1.27	-999.25	-999.25	-999.25	91.828
1461.7	113.507	90.908	1.04	1.074	1.266	-999.25	-999.25	-999.25	91.701
1461.8	113.991	91.817	1.04	1.073	1.263	-999.25	-999.25	-999.25	91.567
1461.9	113.851	92.806	1.039	1.071	1.26	-999.25	-999.25	-999.25	91.424
1462	114.053	92.995	1.037	1.07	1.259	-999.25	-999.25	-999.25	91.313
1462.1	114.385	92.815	1.036	1.069	1.259	-999.25	-999.25	-999.25	91.225
1462.2	114.861	92.225	1.035	1.069	1.26	-999.25	-999.25	-999.25	91.161
1462.3	114.694	91.778	1.035	1.07	1.262	-999.25	-999.25	-999.25	91.141
1462.4	114.675	91.773	1.037	1.071	1.264	-999.25	-999.25	-999.25	91.136
1462.5	114.913	92.367	1.039	1.072	1.266	-999.25	-999.25	-999.25	91.145
1462.6	114.96	93.795	1.04	1.072	1.269	-999.25	-999.25	-999.25	91.148
1462.7	114.817	95.21	1.041	1.072	1.271	-999.25	-999.25	-999.25	91.14
1462.8	114.39	96.444	1.041	1.071	1.272	-999.25	-999.25	-999.25	91.116
1462.9	114.381	96.956	1.04	1.07	1.269	-999.25	-999.25	-999.25	91.099
1463	114.433	97.066	1.038	1.068	1.265	-999.25	-999.25	-999.25	91.101
1463.1	114.458	96.606	1.037	1.067	1.258	-999.25	-999.25	-999.25	91.141
1463.2	114.2	95.648	1.036	1.066	1.253	-999.25	-999.25	-999.25	91.214
1463.3	113.852	94.525	1.036	1.065	1.248	-999.25	-999.25	-999.25	91.292
1463.4	113.45	93.294	1.036	1.066	1.247	-999.25	-999.25	-999.25	91.36
1463.5	113.492	92.375	1.037	1.069	1.249	-999.25	-999.25	-999.25	91.402
1463.6	113.552	91.682	1.038	1.071	1.252	-999.25	-999.25	-999.25	91.435
1463.7	113.174	91.406	1.039	1.074	1.257	-999.25	-999.25	-999.25	91.465
1463.8	113.374	91.381	1.041	1.075	1.261	-999.25	-999.25	-999.25	91.501
1463.9	113.705	91.495	1.042	1.076	1.266	-999.25	-999.25	-999.25	91.537
1464	113.525	91.762	1.043	1.076	1.268	-999.25	-999.25	-999.25	91.566
1464.1	112.957	91.654	1.043	1.077	1.268	-999.25	-999.25	-999.25	91.587
1464.2	112.352	91.214	1.043	1.078	1.267	-999.25	-999.25	-999.25	91.604
1464.3	112.845	89.893	1.041	1.08	1.263	-999.25	-999.25	-999.25	91.623
1464.4	112.828	88.341	1.039	1.081	1.259	-999.25	-999.25	-999.25	91.642
1464.5	112.514	86.686	1.036	1.081	1.254	-999.25	-999.25	-999.25	91.658
1464.6	112.53	85.527	1.032	1.078	1.248	-999.25	-999.25	-999.25	91.638
1464.7	112.629	84.957	1.028	1.073	1.239	-999.25	-999.25	-999.25	91.587
1464.8	112.765	84.89	1.023	1.067	1.229	-999.25	-999.25	-999.25	91.512
1464.9	112.133	85.871	1.017	1.059	1.215	-999.25	-999.25	-999.25	91.434
1465	112.136	86.897	1.01	1.053	1.202	-999.25	-999.25	-999.25	91.385
1465.1	112.743	87.965	1.003	1.047	1.189	-999.25	-999.25	-999.25	91.364
1465.2	113.212	88.212	0.996	1.042	1.182	-999.25	-999.25	-999.25	91.402
1465.3	113.23	87.916	0.99	1.038	1.176	-999.25	-999.25	-999.25	91.448
1465.4	112.73	87.008	0.984	1.035	1.172	-999.25	-999.25	-999.25	91.503
1465.5	112.715	85.44	0.98	1.03	1.171	-999.25	-999.25	-999.25	91.54
1465.6	112.558	83.913	0.975	1.026	1.171	-999.25	-999.25	-999.25	91.555
1465.7	112.156	82.504	0.969	1.02	1.172	-999.25	-999.25	-999.25	91.543
1465.8	111.088	81.8	0.96	1.012	1.172	-999.25	-999.25	-999.25	91.476
1465.9	110.658	81.506	0.95	1.002	1.166	-999.25	-999.25	-999.25	91.395
1466	111.462	81.768	0.936	0.99	1.15	-999.25	-999.25	-999.25	91.301
1466.1	111.055	82.176	0.921	0.973	1.107	-999.25	-999.25	-999.25	91.272
1466.2	110.567	82.546	0.905	0.955	1.055	-999.25	-999.25	-999.25	91.295
1466.3	110.387	82.78	0.89	0.935	0.992	-999.25	-999.25	-999.25	91.404
1466.4	112.817	82.624	0.877	0.917	0.943	-999.25	-999.25	-999.25	91.55
1466.5	115.151	82.201	0.865	0.902	0.907	-999.25	-999.25	-999.25	91.681
1466.6	115.43	81.326	0.856	0.892	0.896	-999.25	-999.25	-999.25	91.751
1466.7	115.77	80.263	0.847	0.888	0.912	-999.25	-999.25	-999.25	91.729
1466.8	116.101	79.231	0.84	0.885	0.939	-999.25	-999.25	-999.25	91.669
1466.9	116.331	78.52	0.834	0.885	0.98	-999.25	-999.25	-999.25	91.583
1467	114.247	78.501	0.831	0.885	1.014	-999.25	-999.25	-999.25	91.553
1467.1	111.473	78.882	0.829	0.885	1.043	-999.25	-999.25	-999.25	91.559
1467.2	110.112	79.742	0.832	0.886	1.056	-999.25	-999.25	-999.25	91.628
1467.3	110.413	80.352	0.838	0.889	1.064	-999.25	-999.25	-999.25	91.72
1467.4	111.534	80.683	0.847	0.894	1.07	-999.25	-999.25	-999.25	91.83
1467.5	112.19	80.022	0.86	0.903	1.078	-999.25	-999.25	-999.25	91.977
1467.6	112.282	78.861	0.873	0.914	1.089	-999.25	-999.25	-999.25	92.149
1467.7	112.093	77.376	0.887	0.926	1.102	-999.25	-999.25	-999.25	92.336
1467.8	112.937	75.953	0.9	0.937	1.116	-999.25	-999.25	-999.25	92.499
1467.9	112.674	75.186	0.91	0.947	1.128	-999.25	-999.25	-999.25	92.602
1468	111.546	74.993	0.918	0.956	1.139	-999.25	-999.25	-999.25	92.652
1468.1	111.029	76.325	0.923	0.963	1.145	-999.25	-999.25	-999.25	92.597
1468.2	110.987	77.978	0.928	0.968	1.149	-999.25	-999.25	-999.25	92.533
1468.3	111.406	79.942	0.931	0.973	1.152	-999.25	-999.25	-999.25	92.46
1468.4	110.356	81.058	0.935	0.976	1.154	-999.25	-999.25	-999.25	92.461
1468.5	110.292	81.333	0.939	0.98	1.156	-999.25	-999.25	-999.25	92.492
1468.6	111.416	80.637	0.943	0.983	1.159	-999.25	-999.25	-999.25	92.555
1468.7	110.567	78.934	0.947	0.986	1.162	-999.25	-999.25	-999.25	92.606
1468.8	110.261	77.459	0.95	0.988	1.163	-999.25	-999.25	-999.25	92.64
1468.9	110.926	76.407	0.952	0.991	1.164	-999.25	-999.25	-999.25	92.651
1469	112.267	76.887	0.953	0.992	1.164	-999.25	-999.25	-999.25	92.66
1469.1	113.005	77.863	0.953	0.993	1.164	-999.25	-999.25	-999.25	92.684
1469.2	112.537	79.369	0.954	0.994	1.164	-999.25	-999.25	-999.25	92.736
1469.3	112.125	80.386	0.956	0.995	1.167	-999.25	-999.25	-999.25	92.815
1469.4	111.796	80.909	0.958	0.996	1.171	-999.25	-999.25	-999.25	92.891
1469.5	111.623	80.563	0.961	0.999	1.179	-999.25	-999.25	-999.25	92.952
1469.6	110.958	79.5	0.964	1.003	1.192	-999.25	-999.25	-999.25	92.954
1469.7	110.175	78.256	0.968	1.007	1.207	-999.25	-999.25	-999.25	92.926
1469.8	109.429	77.032	0.971	1.011	1.225	-999.25	-999.25	-999.25	92.856
1469.9	109.848	76.406	0.973	1.014	1.239	-999.25	-999.25	-999.25	92.803
1470	110.415	76.151	0.975	1.015	1.249	-999.25	-999.25	-999.25	92.771
1470.1	110.087	76.479	0.975	1.014	1.247	-999.25	-999.25	-999.25	92.798
1470.2	110.199	76.72	0.974	1.01	1.236	-999.25	-999.25	-999.25	92.858
1470.3	110.547	76.888	0.972	1.005	1.22	-999.25	-999.25	-999.25	92.931
1470.4	111.113	76.891	0.969	1	1.2	-999.25	-999.25	-999.25	92.986
1470.5	111.089	76.866	0.966	0.995	1.181	-999.25	-999.25	-999.25	92.998
1470.6	110.855	76.871	0.961	0.99	1.165	-999.25	-999.25	-999.25	92.981
1470.7	111.396	77.191	0.957	0.985	1.155	-999.25	-999.25	-999.25	92.913
1470.8	112.021	77.766	0.952	0.981	1.149	-999.25	-999.25	-999.25	92.842
1470.9	112.671	78.514	0.947	0.978	1.145	-999.25	-999.25	-999.25	92.772
1471	112.95	79.307	0.943	0.975	1.145	-999.25	-999.25	-999.25	92.734
1471.1	113.166	79.986	0.938	0.973	1.146	-999.25	-999.25	-999.25	92.721
1471.2	113.322	80.557	0.934	0.97	1.149	-999.25	-999.25	-999.25	92.729
1471.3	113.232	80.67	0.93	0.967	1.152	-999.25	-999.25	-999.25	92.781
1471.4	112.94	80.481	0.927	0.964	1.154	-999.25	-999.25	-999.25	92.848
1471.5	112.447	79.995	0.925	0.961	1.154	-999.25	-999.25	-999.25	92.929
1471.6	112.574	78.637	0.925	0.958	1.152	-999.25	-999.25	-999.25	92.987
1471.7	112.747	77.221	0.926	0.956	1.149	-999.25	-999.25	-999.25	93.013
1471.8	112.961	75.758	0.927	0.955	1.146	-999.25	-999.25	-999.25	93.003
1471.9	112.883	75.001	0.929	0.956	1.145	-999.25	-999.25	-999.25	92.936
1472	112.862	74.712	0.93	0.958	1.148	-999.25	-999.25	-999.25	92.864
1472.1	112.952	75.031	0.93	0.959	1.155	-999.25	-999.25	-999.25	92.79
1472.2	112.607	76.06	0.929	0.959	1.163	-999.25	-999.25	-999.25	92.757
1472.3	111.934	77.03	0.926	0.957	1.17	-999.25	-999.25	-999.25	92.745
1472.4	110.777	77.728	0.922	0.953	1.172	-999.25	-999.25	-999.25	92.762
1472.5	110.334	77.646	0.918	0.947	1.164	-999.25	-999.25	-999.25	92.801
1472.6	110.215	77.198	0.914	0.941	1.153	-999.25	-999.25	-999.25	92.844
1472.7	110.502	76.278	0.911	0.934	1.137	-999.25	-999.25	-999.25	92.89
1472.8	110.692	75.317	0.908	0.929	1.122	-999.25	-999.25	-999.25	92.937
1472.9	111.289	74.515	0.905	0.924	1.11	-999.25	-999.25	-999.25	92.988
1473	113.093	74.186	0.903	0.921	1.103	-999.25	-999.25	-999.25	93.053
1473.1	113.684	74.521	0.899	0.917	1.101	-999.25	-999.25	-999.25	93.142
1473.2	113.706	75.21	0.895	0.914	1.101	-999.25	-999.25	-999.25	93.242
1473.3	113.214	76.336	0.891	0.911	1.103	-999.25	-999.25	-999.25	93.352
1473.4	113.114	77.263	0.888	0.907	1.104	-999.25	-999.25	-999.25	93.42
1473.5	113.097	77.982	0.885	0.903	1.103	-999.25	-999.25	-999.25	93.447
1473.6	112.629	78.097	0.883	0.9	1.099	-999.25	-999.25	-999.25	93.364
1473.7	112.658	77.76	0.882	0.898	1.095	-999.25	-999.25	-999.25	93.21
1473.8	113.017	77.187	0.881	0.897	1.091	-999.25	-999.25	-999.25	93.016
1473.9	113.788	76.712	0.881	0.897	1.091	-999.25	-999.25	-999.25	92.824
1474	114.017	76.731	0.882	0.899	1.098	-999.25	-999.25	-999.25	92.687
1474.1	113.869	77.09	0.885	0.902	1.108	-999.25	-999.25	-999.25	92.592
1474.2	113.615	77.526	0.892	0.908	1.124	-999.25	-999.25	-999.25	92.572
1474.3	113.478	77.46	0.903	0.915	1.141	-999.25	-999.25	-999.25	92.575
1474.4	113.418	76.959	0.918	0.924	1.159	-999.25	-999.25	-999.25	92.597
1474.5	112.598	75.674	0.938	0.937	1.175	-999.25	-999.25	-999.25	92.637
1474.6	112.278	74.37	0.96	0.953	1.191	-999.25	-999.25	-999.25	92.676
1474.7	112.458	73.047	0.982	0.973	1.207	-999.25	-999.25	-999.25	92.715
1474.8	112.543	72.409	0.999	0.998	1.214	-999.25	-999.25	-999.25	92.739
1474.9	112.11	71.91	1.011	1.024	1.213	-999.25	-999.25	-999.25	92.762
1475	111.051	71.56	1.018	1.048	1.2	-999.25	-999.25	-999.25	92.784
1475.1	110.496	70.742	1.015	1.063	1.171	-999.25	-999.25	-999.25	92.842
1475.2	110.207	69.805	1.011	1.069	1.14	-999.25	-999.25	-999.25	92.924
1475.3	110.257	68.745	1.004	1.066	1.109	-999.25	-999.25	-999.25	93.038
1475.4	110.602	68.501	0.998	1.053	1.093	-999.25	-999.25	-999.25	93.155
1475.5	111.434	68.969	0.994	1.039	1.086	-999.25	-999.25	-999.25	93.252
1475.6	113.074	70.524	0.993	1.024	1.091	-999.25	-999.25	-999.25	93.312
1475.7	114.032	72.427	0.994	1.014	1.103	-999.25	-999.25	-999.25	93.329
1475.8	114.55	74.024	0.997	1.006	1.115	-999.25	-999.25	-999.25	93.339
1475.9	114.385	74.778	1.001	1.003	1.122	-999.25	-999.25	-999.25	93.353
1476	113.611	74.126	1.009	1.006	1.129	-999.25	-999.25	-999.25	93.4
1476.1	112.881	72.945	1.019	1.014	1.143	-999.25	-999.25	-999.25	93.46
1476.2	112.758	71.364	1.034	1.034	1.176	-999.25	-999.25	-999.25	93.53
1476.3	111.814	70.066	1.055	1.067	1.254	-999.25	-999.25	-999.25	93.555
1476.4	110.228	68.871	1.081	1.108	1.365	-999.25	-999.25	-999.25	93.54
1476.5	107.349	67.676	1.114	1.16	1.541	-999.25	-999.25	-999.25	93.437
1476.6	104.046	66.271	1.152	1.213	1.744	-999.25	-999.25	-999.25	93.287
1476.7	100.092	64.777	1.192	1.263	1.944	-999.25	-999.25	-999.25	93.121
1476.8	93.784	63.316	1.232	1.303	2.069	-999.25	-999.25	-999.25	92.985
1476.9	93.266	62.707	1.266	1.33	2.086	-999.25	-999.25	-999.25	92.921
1477	95.46	62.78	1.294	1.347	2.034	-999.25	-999.25	-999.25	92.909
1477.1	93.491	64.394	1.301	1.341	1.908	-999.25	-999.25	-999.25	92.993
1477.2	93.814	66.733	1.291	1.32	1.772	-999.25	-999.25	-999.25	93.113
1477.3	96.021	69.546	1.268	1.288	1.631	-999.25	-999.25	-999.25	93.257
1477.4	102.428	72.008	1.223	1.239	1.493	-999.25	-999.25	-999.25	93.408
1477.5	104.534	73.868	1.173	1.189	1.368	-999.25	-999.25	-999.25	93.539
1477.6	103.141	75.212	1.119	1.139	1.254	-999.25	-999.25	-999.25	93.652
1477.7	107.119	75.966	1.069	1.095	1.178	-999.25	-999.25	-999.25	93.684
1477.8	110.008	76.648	1.024	1.055	1.121	-999.25	-999.25	-999.25	93.668
1477.9	111.787	77.257	0.985	1.02	1.083	-999.25	-999.25	-999.25	93.604
1478	110.929	77.872	0.958	0.995	1.07	-999.25	-999.25	-999.25	93.534
1478.1	110.817	78.458	0.937	0.974	1.066	-999.25	-999.25	-999.25	93.488
1478.2	111.719	79.007	0.922	0.958	1.072	-999.25	-999.25	-999.25	93.471
1478.3	112.03	79.926	0.915	0.952	1.091	-999.25	-999.25	-999.25	93.438
1478.4	111.121	81.196	0.911	0.948	1.116	-999.25	-999.25	-999.25	93.367
1478.5	108.456	82.946	0.911	0.948	1.148	-999.25	-999.25	-999.25	93.243
1478.6	108.448	84.999	0.913	0.95	1.178	-999.25	-999.25	-999.25	93.076
1478.7	108.526	86.563	0.916	0.952	1.204	-999.25	-999.25	-999.25	92.938
1478.8	108.067	87.148	0.919	0.954	1.22	-999.25	-999.25	-999.25	92.864
1478.9	108.687	85.991	0.921	0.953	1.222	-999.25	-999.25	-999.25	92.949
1479	110.729	84.391	0.923	0.951	1.216	-999.25	-999.25	-999.25	93.111
1479.1	115.509	82.603	0.924	0.945	1.2	-999.25	-999.25	-999.25	93.375
1479.2	116.166	82.05	0.923	0.935	1.174	-999.25	-999.25	-999.25	93.647
1479.3	115.8	82.152	0.92	0.925	1.143	-999.25	-999.25	-999.25	93.894
1479.4	115.849	83.144	0.914	0.913	1.107	-999.25	-999.25	-999.25	94.065
1479.5	116.097	83.754	0.904	0.902	1.075	-999.25	-999.25	-999.25	94.141
1479.6	116.28	83.951	0.893	0.892	1.047	-999.25	-999.25	-999.25	94.159
1479.7	115.944	83.107	0.88	0.883	1.03	-999.25	-999.25	-999.25	94.086
1479.8	116.32	81.703	0.866	0.875	1.021	-999.25	-999.25	-999.25	93.996
1479.9	116.859	80.124	0.852	0.867	1.016	-999.25	-999.25	-999.25	93.908
1480	116.523	78.981	0.84	0.861	1.015	-999.25	-999.25	-999.25	93.885
1480.1	116.51	78.69	0.83	0.855	1.014	-999.25	-999.25	-999.25	93.933
1480.2	116.537	78.976	0.823	0.851	1.015	-999.25	-999.25	-999.25	94.028
1480.3	115.413	79.981	0.821	0.848	1.019	-999.25	-999.25	-999.25	94.172
1480.4	114.95	80.918	0.821	0.847	1.026	-999.25	-999.25	-999.25	94.281
1480.5	114.969	81.75	0.824	0.846	1.034	-999.25	-999.25	-999.25	94.359
1480.6	115.264	81.76	0.831	0.848	1.04	-999.25	-999.25	-999.25	94.333
1480.7	114.878	81.279	0.841	0.853	1.04	-999.25	-999.25	-999.25	94.269
1480.8	113.956	80.382	0.853	0.861	1.036	-999.25	-999.25	-999.25	94.172
1480.9	115.883	79.564	0.868	0.879	1.033	-999.25	-999.25	-999.25	94.063
1481	117.218	79.046	0.883	0.901	1.038	-999.25	-999.25	-999.25	93.946
