DEPTH	GR	LLD	LLS	MLL	NPHI	PEF	RHOB
1370.8	81.4012	1.3212	1.3298	1.502	0.286977	3.8023	2.4112
1370.9	81.0719	1.3219	1.3359	1.5169	0.286758	3.733	2.4093
1371	80.8257	1.3197	1.3393	1.5336	0.285677	3.6896	2.4062
1371.1	80.7823	1.3156	1.3394	1.5452	0.28376	3.6785	2.4028
1371.2	80.8471	1.3114	1.3359	1.5465	0.281534	3.6953	2.4004
1371.3	80.8681	1.3082	1.3291	1.5363	0.279803	3.7237	2.3998
1371.4	80.8291	1.3072	1.3203	1.5165	0.279196	3.7505	2.4014
1371.5	80.8796	1.3088	1.3111	1.4904	0.279736	3.7684	2.4049
1371.6	81.0938	1.3131	1.304	1.4617	0.280963	3.7725	2.4093
1371.7	81.5453	1.3197	1.3014	1.435	0.282508	3.7555	2.4135
1371.8	82.1461	1.3287	1.3057	1.4177	0.284391	3.7192	2.4165
1371.9	82.5168	1.3399	1.3186	1.4188	0.286598	3.6737	2.4182
1372	82.206	1.3533	1.3397	1.4471	0.28868	3.6377	2.4189
1372.1	81.1847	1.3688	1.367	1.5071	0.289934	3.6324	2.4196
1372.2	79.7318	1.3863	1.3963	1.595	0.290402	3.6701	2.4205
1372.3	78.3201	1.4053	1.4236	1.6942	0.290504	3.745	2.4211
1372.4	77.3227	1.4247	1.4463	1.7759	0.29066	3.8412	2.4201
1372.5	76.8628	1.4432	1.4641	1.814	0.291919	3.9342	2.4162
1372.6	76.7319	1.4592	1.4789	1.8046	0.29591	3.9958	2.4094
1372.7	76.8012	1.4712	1.4923	1.7672	0.303453	4.0134	2.4002
1372.8	77.0164	1.4781	1.5043	1.7267	0.313524	3.9923	2.3896
1372.9	77.4222	1.4797	1.5126	1.6961	0.32453	3.936	2.3774
1373	78.1606	1.4766	1.515	1.6739	0.335242	3.8562	2.3624
1373.1	79.3181	1.4701	1.5106	1.6493	0.34522	3.7671	2.3429
1373.2	80.8195	1.4617	1.501	1.6126	0.354355	3.6815	2.3195
1373.3	82.477	1.4527	1.4895	1.5632	0.36218	3.6202	2.2952
1373.4	84.0414	1.4443	1.4792	1.5105	0.367816	3.6036	2.2756
1373.5	85.1875	1.4367	1.4714	1.4671	0.369986	3.6345	2.266
1373.6	85.672	1.4301	1.4658	1.4423	0.367948	3.6977	2.2697
1373.7	85.5697	1.4237	1.4611	1.4391	0.361702	3.7705	2.2866
1373.8	85.1391	1.4172	1.4555	1.4544	0.352958	3.836	2.3132
1373.9	84.7492	1.4101	1.4482	1.4806	0.344758	3.8781	2.3437
1374	84.7311	1.4021	1.4389	1.5078	0.339693	3.8856	2.3718
1374.1	85.1118	1.393	1.4277	1.5275	0.338362	3.846	2.3926
1374.2	85.6317	1.3828	1.4151	1.5354	0.339524	3.7708	2.4044
1374.3	85.9204	1.3713	1.4017	1.532	0.341431	3.6875	2.4082
1374.4	85.7891	1.3584	1.3881	1.5213	0.343002	3.6173	2.4063
1374.5	85.4174	1.344	1.3744	1.508	0.343993	3.5701	2.4012
1374.6	85.1425	1.3283	1.3607	1.495	0.34462	3.5546	2.3953
1374.7	85.2424	1.3113	1.3466	1.4826	0.345291	3.5629	2.3901
1374.8	85.8458	1.2935	1.3314	1.4686	0.346665	3.5841	2.3865
1374.9	87.0126	1.2752	1.3145	1.4497	0.349327	3.6106	2.3845
1375	88.6596	1.2567	1.2957	1.423	0.353236	3.6431	2.3834
1375.1	90.5799	1.2383	1.2753	1.3888	0.357462	3.6927	2.3824
1375.2	92.4191	1.2204	1.2544	1.351	0.36066	3.7647	2.3808
1375.3	93.6652	1.2031	1.2343	1.3153	0.36186	3.8397	2.3786
1375.4	93.8002	1.1867	1.2161	1.2874	0.360995	3.8858	2.3764
1375.5	92.7722	1.1712	1.2	1.2703	0.358635	3.8818	2.3752
1375.6	91.0732	1.1565	1.186	1.2634	0.355545	3.8292	2.3758
1375.7	89.4419	1.1426	1.1733	1.2631	0.352561	3.7512	2.3785
1375.8	88.4881	1.1294	1.1612	1.264	0.350443	3.6811	2.3827
1375.9	88.398	1.1169	1.1492	1.2615	0.349812	3.6419	2.3876
1376	88.8551	1.1054	1.1376	1.2537	0.350861	3.636	2.3926
1376.1	89.3866	1.095	1.1268	1.2414	0.353339	3.6581	2.3972
1376.2	89.666	1.0858	1.1171	1.227	0.356599	3.6921	2.4013
1376.3	89.6895	1.0775	1.1084	1.2122	0.359931	3.7138	2.4045
1376.4	89.6191	1.0698	1.1001	1.1981	0.362874	3.7056	2.4061
1376.5	89.6203	1.0615	1.0913	1.1845	0.365436	3.6588	2.4052
1376.6	89.6252	1.0511	1.0814	1.1706	0.367898	3.5848	2.4009
1376.7	89.4233	1.0363	1.0698	1.1551	0.370251	3.509	2.3932
1376.8	88.8787	1.0153	1.0561	1.1356	0.372247	3.4576	2.3826
1376.9	88.0314	0.9868	1.0402	1.1096	0.373979	3.452	2.3703
1377	87.0345	0.9511	1.021	1.0761	0.375957	3.4996	2.3573
1377.1	86.1206	0.9102	0.9969	1.0375	0.378512	3.5882	2.3448
1377.2	85.479	0.8673	0.9655	0.9988	0.381186	3.6908	2.334
1377.3	85.0756	0.8259	0.9248	0.9639	0.382712	3.7751	2.3262
1377.4	84.7088	0.7889	0.8753	0.9307	0.381902	3.8291	2.3217
1377.5	84.1989	0.758	0.8204	0.8885	0.378593	3.8625	2.3194
1377.6	83.6735	0.734	0.766	0.8233	0.373951	3.88	2.3163
1377.7	83.5118	0.7168	0.7183	0.7351	0.369752	3.8688	2.3088
1377.8	84.1172	0.706	0.6821	0.6444	0.367351	3.8142	2.2961
1377.9	85.5535	0.7009	0.6599	0.5744	0.366985	3.7188	2.2811
1378	87.363	0.7007	0.6523	0.5373	0.367594	3.6058	2.2694
1378.1	88.7038	0.7052	0.658	0.5381	0.367534	3.5084	2.2665
1378.2	88.8283	0.7143	0.6743	0.5808	0.3654	3.4612	2.2752
1378.3	87.4301	0.7281	0.698	0.6714	0.360987	3.4806	2.2942
1378.4	84.9259	0.747	0.7256	0.8118	0.355572	3.5625	2.3182
1378.5	82.2081	0.7715	0.7549	0.9823	0.351147	3.6775	2.3407
1378.6	80.1217	0.8013	0.7851	1.1295	0.349212	3.7801	2.3567
1378.7	79.0516	0.836	0.8168	1.2026	0.349953	3.8433	2.3647
1378.8	78.9277	0.8737	0.8501	1.2061	0.352561	3.8685	2.3668
1378.9	79.3917	0.912	0.884	1.1769	0.355894	3.8658	2.3659
1379	80.0016	0.9477	0.9167	1.1418	0.359028	3.8513	2.3648
1379.1	80.5097	0.9778	0.9464	1.1129	0.361295	3.8401	2.3651
1379.2	80.7298	1.0002	0.9724	1.0951	0.362069	3.8382	2.3674
1379.3	80.4514	1.0144	0.9956	1.0913	0.36092	3.8467	2.3717
1379.4	79.5878	1.0212	1.017	1.1039	0.357596	3.8702	2.3775
1379.5	78.123	1.0221	1.0369	1.1342	0.352296	3.9218	2.3839
1379.6	76.1987	1.0184	1.0545	1.1796	0.345864	4.0112	2.3898
1379.7	74.1102	1.0111	1.0687	1.2328	0.33958	4.1396	2.3945
1379.8	72.2318	1.0009	1.078	1.2812	0.334572	4.2954	2.3977
1379.9	70.7682	0.9881	1.0814	1.3109	0.331397	4.4544	2.3993
1380	69.8701	0.9731	1.0778	1.3131	0.330181	4.5825	2.3994
1380.1	69.5477	0.9564	1.0656	1.2871	0.330866	4.647	2.3981
1380.2	69.5876	0.9386	1.044	1.2383	0.333133	4.6326	2.395
1380.3	69.6821	0.9202	1.0132	1.1722	0.336357	4.561	2.3895
1380.4	69.6105	0.902	0.9764	1.0925	0.339982	4.4628	2.3812
1380.5	69.2933	0.8842	0.9383	1.0055	0.343847	4.3567	2.3703
1380.6	69.0322	0.8674	0.9039	0.9221	0.348153	4.2526	2.3582
1380.7	69.2296	0.8519	0.877	0.8543	0.353089	4.164	2.3465
1380.8	70.2001	0.8382	0.8588	0.8108	0.358383	4.0904	2.3374
1380.9	71.8659	0.8267	0.8488	0.7956	0.363167	4.0209	2.3321
1381	73.6787	0.818	0.8449	0.808	0.366364	3.9562	2.3309
1381.1	74.8535	0.8126	0.8445	0.8423	0.367385	3.9134	2.3329
1381.2	74.8664	0.8106	0.8455	0.8872	0.366588	3.9084	2.3363
1381.3	73.808	0.812	0.8467	0.926	0.364969	3.9515	2.3395
1381.4	72.189	0.8161	0.8479	0.9449	0.363489	4.0313	2.3413
1381.5	70.6455	0.8218	0.849	0.9414	0.362641	4.1285	2.3413
1381.6	69.6044	0.8271	0.8502	0.9245	0.362429	4.2148	2.3397
1381.7	68.996	0.8298	0.8515	0.9048	0.362603	4.2473	2.3368
1381.8	68.6043	0.8278	0.8523	0.8896	0.362803	4.1972	2.3335
1381.9	68.4111	0.8197	0.8513	0.8815	0.362857	4.0818	2.3308
1382	68.5717	0.8055	0.8468	0.8801	0.363041	3.9468	2.3294
1382.1	69.3314	0.7861	0.8367	0.8834	0.364012	3.8339	2.3295
1382.2	70.7715	0.7633	0.8198	0.8864	0.36596	3.7646	2.3305
1382.3	72.6446	0.7393	0.7965	0.8811	0.368597	3.7428	2.3311
1382.4	74.5104	0.7159	0.7684	0.8586	0.371471	3.7561	2.3294
1382.5	75.9373	0.6944	0.7383	0.814	0.374221	3.782	2.3241
1382.6	76.6339	0.6757	0.7089	0.7527	0.376576	3.7947	2.3148
1382.7	76.5816	0.6605	0.6823	0.6876	0.37816	3.7762	2.3025
1382.8	76.0247	0.6489	0.6599	0.6319	0.378385	3.7255	2.2897
1382.9	75.2059	0.6411	0.6423	0.5929	0.376653	3.6502	2.2795
1383	74.1869	0.6373	0.6296	0.5723	0.372834	3.5674	2.2744
1383.1	73.0269	0.6377	0.622	0.5685	0.367511	3.5104	2.2752
1383.2	71.8166	0.6425	0.6198	0.5791	0.361875	3.5044	2.2813
1383.3	70.7117	0.6521	0.6235	0.6019	0.357278	3.5613	2.2908
1383.4	69.9318	0.6668	0.634	0.6367	0.354459	3.6767	2.302
1383.5	69.7583	0.687	0.6518	0.6851	0.353127	3.8275	2.3133
1383.6	70.3628	0.713	0.6766	0.7498	0.352306	3.9867	2.324
1383.7	71.8215	0.7452	0.7076	0.8306	0.351051	4.1347	2.334
1383.8	73.9777	0.784	0.7434	0.9211	0.349041	4.2523	2.3425
1383.9	76.5272	0.8296	0.7832	1.0078	0.346613	4.3301	2.349
1384	79.0857	0.8817	0.8273	1.077	0.344338	4.3672	2.353
1384.1	81.1636	0.9398	0.8769	1.1264	0.342342	4.3595	2.3556
1384.2	82.0725	1.0028	0.9328	1.1681	0.340044	4.3147	2.3588
1384.3	81.3758	1.069	0.9946	1.2177	0.336415	4.2573	2.3644
1384.4	79.1463	1.1361	1.0603	1.2852	0.330739	4.2127	2.3733
1384.5	75.9653	1.202	1.1273	1.373	0.322971	4.1927	2.3843
1384.6	72.5896	1.2646	1.194	1.4772	0.313871	4.1932	2.3956
1384.7	69.6716	1.3223	1.2606	1.5919	0.304489	4.1911	2.4051
1384.8	67.519	1.3745	1.3283	1.7134	0.295819	4.163	2.412
1384.9	66.1188	1.4213	1.397	1.8396	0.288736	4.111	2.4162
1385	65.2433	1.4637	1.4649	1.9655	0.283576	4.057	2.4179
1385.1	64.7411	1.5024	1.5287	2.0797	0.280051	4.0266	2.4174
1385.2	64.6761	1.5378	1.5855	2.167	0.277461	4.0379	2.4149
1385.3	65.3009	1.5696	1.6336	2.2156	0.275262	4.0868	2.4109
1385.4	66.6734	1.597	1.6728	2.2255	0.273348	4.1472	2.4064
1385.5	68.4565	1.6195	1.703	2.207	0.272008	4.1957	2.4022
1385.6	70.0617	1.6364	1.7241	2.1719	0.271594	4.2132	2.3989
1385.7	71.076	1.6477	1.7366	2.1274	0.272151	4.1891	2.3968
1385.8	71.4404	1.6533	1.7421	2.0782	0.273708	4.1208	2.3961
1385.9	71.3555	1.6533	1.7437	2.0306	0.275926	4.0221	2.3975
1386	71.0668	1.6479	1.7446	1.9932	0.277903	3.9145	2.4019
1386.1	70.724	1.6373	1.7465	1.976	0.278608	3.8336	2.4099
1386.2	70.2758	1.6221	1.7485	1.9846	0.277295	3.8124	2.4213
1386.3	69.5708	1.6028	1.7467	2.016	0.273947	3.8705	2.4344
1386.4	68.4827	1.5802	1.7366	2.0552	0.269329	3.998	2.4463
1386.5	67.1599	1.5547	1.7149	2.077	0.265037	4.1603	2.4534
1386.6	66.1232	1.5268	1.6814	2.056	0.262909	4.295	2.4531
1386.7	65.8186	1.4968	1.6395	1.9835	0.264139	4.3415	2.4446
1386.8	66.3336	1.465	1.5936	1.8751	0.268735	4.2886	2.4301
1386.9	67.4502	1.4315	1.5477	1.7573	0.275767	4.1828	2.4134
1387	68.9231	1.3968	1.5038	1.6519	0.284053	4.0845	2.3985
1387.1	70.5715	1.3615	1.4624	1.568	0.292817	4.0398	2.3884
1387.2	72.1846	1.3261	1.4231	1.505	0.300991	4.0632	2.3843
1387.3	73.5496	1.2917	1.3854	1.4571	0.307564	4.1294	2.3854
1387.4	74.4214	1.2593	1.3492	1.4188	0.312548	4.1844	2.3895
1387.5	74.7157	1.2298	1.3146	1.3869	0.317153	4.1771	2.3941
1387.6	74.5524	1.2038	1.2822	1.3606	0.322244	4.0973	2.3974
1387.7	74.1156	1.1813	1.2525	1.3401	0.328018	3.9768	2.3987
1387.8	73.7483	1.1619	1.2258	1.324	0.333942	3.8745	2.3979
1387.9	73.9292	1.1451	1.2023	1.3099	0.339207	3.8283	2.3953
1388	74.829	1.1299	1.182	1.295	0.342965	3.8338	2.3918
1388.1	76.175	1.1156	1.1644	1.2787	0.34474	3.8638	2.3883
1388.2	77.5423	1.1017	1.1491	1.2624	0.344734	3.8962	2.3858
1388.3	78.6816	1.0879	1.1352	1.2491	0.343559	3.9198	2.3852
1388.4	79.4736	1.074	1.1219	1.2403	0.341904	3.9409	2.3866
1388.5	79.9893	1.0604	1.1081	1.2348	0.340282	3.9741	2.3893
1388.6	80.4517	1.0474	1.0935	1.2282	0.339191	4.0227	2.3917
1388.7	81.0633	1.0353	1.078	1.2149	0.338901	4.0676	2.3925
1388.8	81.8559	1.0246	1.0629	1.1926	0.339136	4.0913	2.391
1388.9	82.5748	1.0157	1.0497	1.165	0.339041	4.0881	2.3885
1389	82.6865	1.0089	1.0396	1.1412	0.337759	4.0614	2.3872
1389.1	81.8152	1.005	1.0329	1.1309	0.334667	4.0355	2.3892
1389.2	80.1152	1.0043	1.0286	1.1384	0.329406	4.0343	2.3952
1389.3	78.0922	1.0071	1.0256	1.1604	0.322127	4.0504	2.4037
1389.4	76.3729	1.0133	1.0234	1.186	0.313987	4.0595	2.412
1389.5	75.3388	1.0226	1.023	1.2019	0.307175	4.0331	2.4171
1389.6	74.8788	1.034	1.0262	1.2015	0.303828	3.954	2.4178
1389.7	74.4803	1.0464	1.0349	1.1917	0.304444	3.8404	2.4151
1389.8	73.6967	1.0583	1.0498	1.1884	0.307365	3.7346	2.4116
1389.9	72.4352	1.0684	1.0703	1.2063	0.310194	3.6742	2.4099
1390	70.9224	1.0754	1.0935	1.2531	0.311494	3.6763	2.411
1390.1	69.57	1.0787	1.1155	1.3256	0.310842	3.7373	2.4142
1390.2	68.7149	1.0783	1.1322	1.4073	0.308017	3.8336	2.4175
1390.3	68.4046	1.0746	1.1406	1.4702	0.302335	3.9281	2.4186
1390.4	68.5298	1.0684	1.1394	1.4858	0.294251	3.9971	2.4166
1390.5	68.9794	1.0605	1.1296	1.4442	0.287178	4.0299	2.4116
1390.6	69.8675	1.0515	1.1132	1.3624	0.28533	4.021	2.4049
1390.7	71.4217	1.0417	1.0934	1.2689	0.293256	3.9754	2.3986
1390.8	73.6171	1.0312	1.0728	1.1861	0.305832	3.896	2.3945
1390.9	75.9835	1.0203	1.0537	1.1251	0.318905	3.7965	2.3933
1391	77.9379	1.0093	1.0374	1.0888	0.326578	3.7074	2.3934
1391.1	79.2749	0.9987	1.0246	1.075	0.330724	3.6566	2.3916
1391.2	80.0574	0.9891	1.0154	1.08	0.33386	3.6594	2.3839
1391.3	80.584	0.9811	1.0093	1.0992	0.337787	3.7194	2.3678
1391.4	81.2513	0.9751	1.005	1.1275	0.342585	3.8362	2.3436
1391.5	82.2138	0.9711	1.0013	1.1591	0.348627	4.0042	2.3139
1391.6	83.3846	0.9688	0.9975	1.1867	0.356178	4.2083	2.2834
1391.7	84.6608	0.9676	0.9931	1.202	0.364708	4.4249	2.257
1391.8	85.9693	0.9668	0.9887	1.2002	0.372384	4.6167	2.2384
1391.9	87.2366	0.9654	0.9848	1.1829	0.378124	4.742	2.2302
1392	88.4254	0.963	0.9815	1.1576	0.381903	4.78	2.2326
1392.1	89.6291	0.9592	0.9787	1.1323	0.384007	4.7403	2.2435
1392.2	90.8143	0.954	0.9755	1.1128	0.384243	4.6579	2.2587
1392.3	91.9647	0.9477	0.9713	1.1008	0.382985	4.5709	2.2743
1392.4	93.0989	0.941	0.966	1.0951	0.381833	4.5043	2.2878
1392.5	94.228	0.9344	0.9601	1.093	0.382109	4.465	2.2988
1392.6	95.4299	0.9286	0.9542	1.0924	0.38377	4.4483	2.3085
1392.7	96.7371	0.9239	0.9489	1.0924	0.385415	4.4476	2.3176
1392.8	97.9925	0.9204	0.9445	1.0934	0.38572	4.4517	2.3258
1392.9	98.8566	0.9181	0.9412	1.0955	0.384642	4.4454	2.3319
1393	99.0144	0.9168	0.9388	1.0986	0.383379	4.4195	2.3352
1393.1	98.3435	0.9164	0.9373	1.1023	0.383221	4.3801	2.3356
1393.2	96.8483	0.9166	0.9365	1.1064	0.384861	4.3343	2.3344
1393.3	94.8697	0.9173	0.9366	1.1111	0.387382	4.2939	2.333
1393.4	93.0549	0.9183	0.9374	1.1166	0.388747	4.2691	2.3327
1393.5	92.0337	0.9197	0.939	1.1229	0.387213	4.2596	2.3346
1393.6	92.1137	0.9213	0.9416	1.1294	0.382533	4.2517	2.3396
1393.7	93.2568	0.923	0.9448	1.1357	0.376	4.2343	2.3479
1393.8	95.175	0.9248	0.9483	1.1416	0.369037	4.1988	2.359
1393.9	97.3438	0.9263	0.9516	1.1479	0.362895	4.1511	2.3719
1394	99.3612	0.9276	0.9542	1.1552	0.358024	4.1025	2.385
1394.1	101.0202	0.9285	0.956	1.1635	0.35479	4.0549	2.3965
1394.2	102.0707	0.929	0.9567	1.1714	0.353509	4.0049	2.4046
1394.3	102.421	0.9292	0.9566	1.1764	0.354241	3.9524	2.4087
1394.4	102.1739	0.9293	0.9556	1.1763	0.356755	3.899	2.4088
1394.5	101.53	0.9292	0.9542	1.1706	0.360253	3.8435	2.4061
1394.6	100.7306	0.9289	0.9525	1.1609	0.363878	3.7864	2.402
1394.7	99.9881	0.9283	0.9508	1.1504	0.367307	3.7366	2.398
1394.8	99.3869	0.9273	0.9494	1.142	0.370854	3.7062	2.3951
1394.9	98.98	0.9259	0.9483	1.1376	0.374764	3.706	2.3937
1395	98.7926	0.9242	0.9477	1.137	0.378544	3.7437	2.3934
1395.1	98.656	0.9222	0.9471	1.1386	0.381648	3.8132	2.3936
1395.2	98.3196	0.9202	0.9464	1.1403	0.38406	3.9016	2.3932
1395.3	97.8922	0.9182	0.9454	1.1405	0.38617	3.9832	2.3914
1395.4	97.6546	0.9165	0.9442	1.1388	0.388043	4.038	2.3881
1395.5	97.8012	0.9153	0.9428	1.136	0.38916	4.0624	2.3835
1395.6	98.292	0.9146	0.9415	1.1334	0.389283	4.0702	2.3784
1395.7	98.8341	0.9145	0.9405	1.1316	0.388708	4.0795	2.3734
1395.8	99.0434	0.9151	0.9399	1.1309	0.388091	4.0986	2.3688
1395.9	98.758	0.9161	0.9397	1.131	0.387752	4.123	2.365
1396	98.0573	0.9175	0.9401	1.1317	0.387524	4.1487	2.3618
1396.1	97.1999	0.9192	0.9411	1.1333	0.387208	4.1661	2.3592
1396.2	96.6182	0.9211	0.9425	1.1363	0.386554	4.1668	2.357
1396.3	96.6114	0.923	0.9442	1.141	0.385509	4.1469	2.3554
1396.4	97.118	0.9249	0.946	1.1472	0.384381	4.1075	2.3542
1396.5	97.7268	0.9267	0.9478	1.1536	0.383885	4.0536	2.3536
1396.6	98.1181	0.9283	0.9494	1.1588	0.384831	3.9973	2.3538
1396.7	98.3096	0.9298	0.9508	1.1618	0.387384	3.953	2.355
1396.8	98.7064	0.9312	0.9523	1.1625	0.390898	3.9212	2.3573
1396.9	99.6511	0.9326	0.9539	1.162	0.394323	3.8916	2.3601
1397	101.0605	0.9341	0.9556	1.1615	0.396875	3.8533	2.3629
1397.1	102.3081	0.9356	0.9571	1.1615	0.398537	3.807	2.365
1397.2	102.7979	0.9371	0.9584	1.1619	0.399966	3.7722	2.3662
1397.3	102.2188	0.9386	0.9593	1.1617	0.401714	3.7785	2.3668
1397.4	100.8262	0.94	0.9597	1.16	0.403721	3.8383	2.3673
1397.5	99.3465	0.9412	0.9599	1.1566	0.405057	3.9414	2.3683
1397.6	98.6275	0.9423	0.9602	1.1524	0.404959	4.0431	2.3699
1397.7	98.8339	0.9433	0.961	1.1494	0.403361	4.0885	2.3717
1397.8	99.5267	0.9441	0.9624	1.1493	0.401402	4.0487	2.3727
1397.9	100.0677	0.945	0.9644	1.1531	0.400009	3.9487	2.3723
1398	100.0206	0.9461	0.9666	1.1603	0.39951	3.8427	2.3698
1398.1	99.3619	0.9475	0.9688	1.1693	0.399968	3.7815	2.3648
1398.2	98.4538	0.9493	0.9708	1.1778	0.401183	3.7907	2.3577
1398.3	97.6478	0.9515	0.9728	1.184	0.40262	3.8638	2.3489
1398.4	97.1149	0.954	0.975	1.1869	0.403846	3.9707	2.3394
1398.5	96.8866	0.9568	0.9775	1.1872	0.404719	4.0775	2.3311
1398.6	96.9549	0.9598	0.9802	1.1866	0.405098	4.1537	2.3257
1398.7	97.1284	0.9631	0.9829	1.1866	0.404565	4.1878	2.3249
1398.8	97.1768	0.9665	0.9854	1.188	0.402659	4.1851	2.3293
1398.9	96.8235	0.9701	0.9875	1.1906	0.399409	4.1639	2.3382
1399	95.8325	0.9738	0.9895	1.1934	0.395766	4.1391	2.35
1399.1	94.4967	0.9776	0.9917	1.1957	0.393242	4.1128	2.3621
1399.2	93.425	0.9813	0.9942	1.1976	0.392878	4.0745	2.3718
1399.3	93.1105	0.985	0.9972	1.1996	0.394529	4.0134	2.3773
1399.4	93.714	0.9887	1.0009	1.2028	0.397134	3.9381	2.3779
1399.5	95.0867	0.9923	1.005	1.2076	0.399384	3.867	2.3744
1399.6	96.7639	0.9958	1.0097	1.2141	0.400205	3.8181	2.3687
1399.7	98.0676	0.999	1.0148	1.2218	0.39896	3.8047	2.3632
1399.8	98.5036	1.0017	1.0201	1.2305	0.395567	3.8282	2.3602
1399.9	98.0587	1.0039	1.025	1.2397	0.390589	3.8765	2.3602
1400	96.9928	1.0054	1.0292	1.2488	0.384903	3.9266	2.3622
1400.1	95.7299	1.006	1.0324	1.2566	0.379474	3.9586	2.3636
1400.2	94.5629	1.006	1.0344	1.2617	0.375502	3.9722	2.3616
1400.3	93.6193	1.0053	1.0352	1.2626	0.374094	3.9788	2.3548
1400.4	92.9568	1.004	1.0349	1.2588	0.37574	3.9936	2.3432
1400.5	92.5907	1.0025	1.0338	1.2512	0.379465	4.029	2.3283
1400.6	92.4478	1.0006	1.0321	1.2414	0.384336	4.1006	2.3124
1400.7	92.5894	0.9988	1.03	1.2313	0.389234	4.2122	2.2974
1400.8	93.1375	0.997	1.0279	1.2226	0.393863	4.3404	2.2851
1400.9	94.1926	0.9955	1.0261	1.2161	0.397666	4.4496	2.2771
1401	95.6347	0.9942	1.0246	1.212	0.400004	4.515	2.2744
1401.1	97.098	0.9932	1.0234	1.21	0.400353	4.5322	2.2775
1401.2	98.1576	0.9924	1.0222	1.2093	0.398743	4.5159	2.2858
1401.3	98.5477	0.9918	1.0212	1.2095	0.395742	4.4845	2.2978
1401.4	98.2782	0.9913	1.0204	1.2103	0.392257	4.4435	2.3114
1401.5	97.435	0.9908	1.0198	1.2119	0.388922	4.3849	2.3243
1401.6	96.2134	0.9902	1.0198	1.2146	0.385779	4.3103	2.3348
1401.7	94.8963	0.9896	1.0202	1.2184	0.38252	4.2355	2.3423
1401.8	93.7874	0.9888	1.0207	1.2228	0.379041	4.1829	2.347
1401.9	93.0719	0.9879	1.0208	1.2264	0.375775	4.171	2.3499
1402	92.8415	0.987	1.0204	1.2279	0.373524	4.1961	2.3514
1402.1	92.9971	0.9862	1.0192	1.2262	0.372958	4.2374	2.3518
1402.2	93.3017	0.9854	1.0173	1.2209	0.374183	4.2802	2.351
1402.3	93.5153	0.9847	1.0149	1.2128	0.376612	4.3234	2.3494
1402.4	93.6783	0.9838	1.0124	1.2034	0.379214	4.3765	2.3478
1402.5	94.0088	0.9828	1.01	1.1945	0.380935	4.4459	2.3475
1402.6	94.8477	0.9815	1.0077	1.1874	0.38114	4.526	2.3488
1402.7	96.3784	0.9799	1.0058	1.1829	0.379858	4.5939	2.3515
1402.8	98.2349	0.9783	1.0044	1.1814	0.377849	4.6224	2.3547
1402.9	99.5854	0.9767	1.0034	1.1822	0.37618	4.611	2.3573
1403	99.6797	0.9753	1.0027	1.1846	0.37566	4.5788	2.3588
1403.1	98.3794	0.9743	1.0021	1.1878	0.376317	4.5465	2.3591
1403.2	96.3269	0.9737	1.0015	1.1911	0.377481	4.5222	2.3584
1403.3	94.6198	0.9734	1.001	1.1941	0.378368	4.5012	2.3563
1403.4	94.0578	0.9733	1.0007	1.1968	0.378524	4.478	2.3521
1403.5	94.5723	0.9732	1.0007	1.199	0.377976	4.4544	2.3455
1403.6	95.4429	0.9729	1.0009	1.2002	0.377065	4.4422	2.3373
1403.7	95.902	0.9721	1.0008	1.1997	0.376225	4.4517	2.329
1403.8	95.4843	0.9708	1.0002	1.1966	0.375769	4.4751	2.3228
1403.9	94.3322	0.9687	0.9986	1.1904	0.375838	4.4938	2.3202
1404	93.1369	0.9659	0.9961	1.1812	0.376333	4.4882	2.3211
1404.1	92.6227	0.9627	0.9927	1.1702	0.376978	4.4544	2.3242
1404.2	93.0204	0.9591	0.9886	1.1584	0.37748	4.4025	2.3278
1404.3	94.0424	0.9555	0.984	1.1471	0.3775	4.3474	2.3307
1404.4	95.1438	0.9519	0.9791	1.1371	0.376752	4.3029	2.3331
1404.5	95.8952	0.9484	0.9742	1.1288	0.37522	4.2729	2.3362
1404.6	96.1902	0.9453	0.9697	1.122	0.373417	4.2514	2.341
1404.7	96.251	0.9426	0.9658	1.1168	0.372052	4.2344	2.3477
1404.8	96.3767	0.9404	0.9627	1.1135	0.371565	4.2286	2.3553
1404.9	96.7957	0.9386	0.9605	1.1124	0.37177	4.2449	2.3624
1405	97.4749	0.9372	0.9592	1.1142	0.37206	4.2861	2.3679
1405.1	98.1946	0.9362	0.9585	1.1188	0.371814	4.3337	2.3713
1405.2	98.628	0.9355	0.9586	1.1257	0.370689	4.3522	2.3731
1405.3	98.5649	0.9351	0.9591	1.1339	0.368754	4.3193	2.374
1405.4	98.0133	0.9352	0.9601	1.1422	0.366515	4.2418	2.3744
1405.5	97.1857	0.9357	0.9613	1.1495	0.364773	4.144	2.3742
1405.6	96.3807	0.9365	0.9623	1.1553	0.36423	4.0563	2.373
1405.7	95.8331	0.9374	0.963	1.1593	0.365169	4.0046	2.3704
1405.8	95.5139	0.9383	0.9634	1.1612	0.36732	3.9908	2.3666
1405.9	95.2373	0.939	0.9636	1.1607	0.37016	3.9933	2.3625
1406	94.8564	0.9392	0.9636	1.1579	0.373052	3.9913	2.3599
1406.1	94.3865	0.9388	0.9634	1.1527	0.37522	3.9788	2.3598
1406.2	93.8473	0.9377	0.9629	1.1457	0.376028	3.9599	2.3628
1406.3	93.3088	0.936	0.9618	1.1381	0.375351	3.9416	2.3677
