DEPTH	GR	LLD	LLS	MLL	NPHI	PEF	RHOB
1335.2	93.7393	1.1953	1.2179	1.4028	0.364072	3.8136	2.3871
1335.3	92.9099	1.1962	1.2185	1.4064	0.365447	3.7803	2.3883
1335.4	92.1184	1.1976	1.2201	1.411	0.366974	3.7297	2.3876
1335.5	91.2422	1.1995	1.2225	1.4156	0.368044	3.6614	2.3851
1335.6	90.2146	1.2015	1.2254	1.4193	0.368475	3.5852	2.3814
1335.7	89.1512	1.2037	1.2287	1.4226	0.368591	3.523	2.378
1335.8	88.3512	1.2058	1.232	1.4263	0.368822	3.4943	2.3759
1335.9	88.1664	1.2077	1.2351	1.4313	0.369309	3.5132	2.3756
1336	88.7141	1.2095	1.2378	1.4375	0.369859	3.583	2.3772
1336.1	89.7465	1.2111	1.24	1.444	0.370179	3.6932	2.3798
1336.2	90.7672	1.2126	1.2416	1.4492	0.370135	3.8183	2.3828
1336.3	91.2884	1.2141	1.2429	1.4522	0.369811	3.9249	2.3853
1336.4	91.1295	1.2154	1.2439	1.453	0.369577	3.9729	2.3869
1336.5	90.4036	1.2167	1.2448	1.4525	0.369998	3.9308	2.3875
1336.6	89.3354	1.2179	1.2456	1.4518	0.371293	3.8016	2.3876
1336.7	88.2217	1.2191	1.2464	1.4513	0.372951	3.6322	2.388
1336.8	87.4488	1.2203	1.2474	1.4513	0.374173	3.4779	2.3893
1336.9	87.3309	1.2217	1.2485	1.4515	0.37466	3.3777	2.3915
1337	87.8896	1.2232	1.2497	1.4519	0.37472	3.3462	2.3942
1337.1	88.9383	1.225	1.251	1.4526	0.374832	3.3822	2.3966
1337.2	90.0711	1.2271	1.2522	1.4534	0.375072	3.4778	2.398
1337.3	90.9135	1.2296	1.2535	1.4544	0.375112	3.6096	2.3982
1337.4	91.2005	1.2322	1.2549	1.4556	0.374542	3.7381	2.3978
1337.5	90.8179	1.2347	1.257	1.4576	0.373059	3.8285	2.3972
1337.6	89.8738	1.2367	1.26	1.4615	0.37064	3.858	2.3971
1337.7	88.6735	1.238	1.264	1.4686	0.367637	3.8247	2.3979
1337.8	87.5076	1.2384	1.2681	1.4797	0.364387	3.7493	2.3997
1337.9	86.6056	1.238	1.2711	1.4939	0.361341	3.6689	2.4024
1338	86.0888	1.237	1.2718	1.5079	0.359095	3.6188	2.4052
1338.1	86.0604	1.2354	1.2696	1.5166	0.358008	3.6234	2.4069
1338.2	86.5184	1.2335	1.2648	1.5144	0.358164	3.6818	2.4066
1338.3	87.2993	1.2314	1.2585	1.498	0.359557	3.7743	2.4036
1338.4	88.2617	1.2293	1.2521	1.4696	0.362151	3.8776	2.3985
1338.5	89.358	1.2272	1.2471	1.4361	0.365716	3.9705	2.3926
1338.6	90.6044	1.2252	1.2441	1.4062	0.369742	4.0323	2.3875
1338.7	91.8335	1.2237	1.243	1.3867	0.37364	4.0523	2.3842
1338.8	92.8	1.2229	1.243	1.3803	0.376897	4.032	2.3829
1338.9	93.1918	1.2233	1.2432	1.3848	0.379066	3.9814	2.3831
1339	92.8456	1.2254	1.2434	1.395	0.379944	3.9184	2.3838
1339.1	91.9079	1.23	1.2438	1.4045	0.379678	3.8681	2.3849
1339.2	90.7941	1.2375	1.2451	1.4098	0.378554	3.8484	2.3862
1339.3	89.8224	1.2483	1.2487	1.4116	0.37677	3.8575	2.3882
1339.4	89.1549	1.2627	1.2558	1.4138	0.374292	3.8826	2.3911
1339.5	88.7635	1.2807	1.2675	1.4215	0.370879	3.9012	2.3949
1339.6	88.4615	1.3024	1.2846	1.4384	0.366246	3.8922	2.3993
1339.7	88.1051	1.3278	1.3071	1.4665	0.360275	3.8493	2.4034
1339.8	87.7052	1.357	1.3349	1.5068	0.353268	3.7804	2.4066
1339.9	87.2909	1.3902	1.3678	1.5591	0.346106	3.692	2.4084
1340	86.767	1.4272	1.4056	1.6225	0.339932	3.5898	2.4093
1340.1	86.0395	1.4678	1.4481	1.6953	0.335451	3.4956	2.4099
1340.2	85.1141	1.5115	1.4949	1.775	0.332401	3.4326	2.4113
1340.3	84.1079	1.5571	1.5454	1.859	0.329643	3.4164	2.4142
1340.4	83.2603	1.6031	1.5987	1.9458	0.325828	3.4489	2.4189
1340.5	82.779	1.6472	1.6531	2.035	0.320262	3.5149	2.4251
1340.6	82.5453	1.6871	1.7063	2.1261	0.313185	3.5908	2.4322
1340.7	82.2511	1.7203	1.7554	2.2151	0.305629	3.6655	2.439
1340.8	81.6331	1.7449	1.7971	2.2925	0.298946	3.7406	2.4446
1340.9	80.6171	1.7596	1.8286	2.3446	0.294086	3.8192	2.4482
1341	79.4875	1.7643	1.848	2.3596	0.290862	3.8911	2.4492
1341.1	78.8217	1.7599	1.8541	2.3341	0.288537	3.931	2.4477
1341.2	79.0522	1.7477	1.8479	2.2759	0.287433	3.9095	2.4437
1341.3	80.1822	1.7296	1.8311	2.1984	0.288721	3.8145	2.4376
1341.4	82.0302	1.7073	1.8058	2.1136	0.292559	3.6705	2.4303
1341.5	84.2894	1.6823	1.7743	2.0287	0.297421	3.529	2.4224
1341.6	86.5183	1.6559	1.7389	1.9468	0.302217	3.4374	2.4146
1341.7	88.3661	1.629	1.7025	1.8699	0.307002	3.4198	2.4074
1341.8	89.6085	1.6026	1.668	1.8008	0.312432	3.4749	2.4015
1341.9	90.0619	1.5774	1.6377	1.7442	0.318632	3.5791	2.3975
1342	89.7716	1.5542	1.6126	1.7047	0.325002	3.7043	2.3956
1342.1	89.0644	1.534	1.5925	1.6844	0.330365	3.8204	2.3951
1342.2	88.3357	1.5173	1.576	1.6816	0.33353	3.9078	2.3952
1342.3	87.9622	1.5047	1.5615	1.6898	0.333916	3.9556	2.3952
1342.4	88.0193	1.4964	1.5477	1.6991	0.332177	3.9757	2.395
1342.5	88.1429	1.492	1.5347	1.7009	0.329859	3.9899	2.3947
1342.6	87.8113	1.4912	1.5239	1.6919	0.328494	4.0065	2.3952
1342.7	86.824	1.4931	1.5169	1.6771	0.327727	4.0178	2.3972
1342.8	85.4594	1.4969	1.515	1.6662	0.326483	4.0121	2.4007
1342.9	84.3541	1.5017	1.5181	1.6683	0.324234	3.9729	2.4054
1343	84.0457	1.507	1.5249	1.6869	0.321659	3.9066	2.4102
1343.1	84.4905	1.5123	1.5333	1.7193	0.319953	3.8239	2.4142
1343.2	85.1901	1.5175	1.541	1.7575	0.319881	3.7385	2.4169
1343.3	85.6849	1.5227	1.5472	1.7919	0.321631	3.661	2.4177
1343.4	85.6376	1.5281	1.5519	1.8155	0.324761	3.6005	2.4167
1343.5	85.0384	1.5339	1.5557	1.8267	0.328622	3.565	2.4142
1343.6	84.2228	1.5402	1.5596	1.8282	0.332496	3.5626	2.4107
1343.7	83.6002	1.5468	1.5642	1.824	0.335908	3.5979	2.4072
1343.8	83.3741	1.5535	1.5699	1.8173	0.338754	3.6617	2.4045
1343.9	83.4838	1.56	1.5765	1.8109	0.341159	3.73	2.4032
1344	83.6138	1.5661	1.5837	1.8072	0.343306	3.7799	2.4032
1344.1	83.4682	1.572	1.5913	1.8089	0.34521	3.7969	2.4041
1344.2	82.8497	1.5781	1.5993	1.8177	0.34674	3.7865	2.4055
1344.3	81.6924	1.5849	1.6082	1.8333	0.347677	3.7743	2.4069
1344.4	80.0667	1.5929	1.6185	1.8539	0.34775	3.7872	2.4086
1344.5	78.4671	1.6025	1.6306	1.877	0.346828	3.8424	2.4108
1344.6	77.3647	1.6139	1.6448	1.9008	0.344978	3.934	2.4141
1344.7	76.8773	1.6271	1.6607	1.9252	0.342413	4.0394	2.4189
1344.8	76.8316	1.6419	1.6775	1.952	0.33818	4.1227	2.4248
1344.9	76.8553	1.658	1.6947	1.9824	0.331943	4.1567	2.4308
1345	76.5478	1.6745	1.7119	2.016	0.325678	4.1267	2.4359
1345.1	75.9626	1.6905	1.7288	2.0504	0.321607	4.0461	2.439
1345.2	75.4619	1.705	1.7452	2.0816	0.320462	3.9444	2.44
1345.3	75.4906	1.7171	1.7604	2.1055	0.321395	3.8474	2.439
1345.4	76.2109	1.7259	1.7735	2.1203	0.322959	3.7723	2.4368
1345.5	77.4109	1.7311	1.7831	2.1267	0.323993	3.7185	2.4343
1345.6	78.6615	1.7326	1.7886	2.1265	0.323953	3.6682	2.4322
1345.7	79.6224	1.7307	1.79	2.1212	0.322655	3.6126	2.4306
1345.8	80.0939	1.7261	1.7876	2.1103	0.320701	3.549	2.4293
1345.9	79.9719	1.7195	1.7816	2.0915	0.318759	3.4822	2.4276
1346	79.3661	1.7117	1.7724	2.062	0.317453	3.4247	2.4249
1346.1	78.7265	1.7035	1.7606	2.0227	0.317051	3.3903	2.4212
1346.2	78.4297	1.6954	1.7472	1.9779	0.317646	3.3915	2.4171
1346.3	78.8015	1.6877	1.7337	1.9343	0.319115	3.4357	2.4132
1346.4	79.9459	1.6805	1.7211	1.8982	0.320978	3.5188	2.4105
1346.5	81.5956	1.6739	1.7105	1.8736	0.322477	3.6146	2.4091
1346.6	83.2622	1.6677	1.7025	1.8611	0.323101	3.6914	2.409
1346.7	84.4429	1.6621	1.6973	1.8581	0.32296	3.7353	2.4095
1346.8	84.8893	1.6571	1.6943	1.8615	0.32255	3.7441	2.4102
1346.9	84.7207	1.6532	1.693	1.8683	0.322212	3.7351	2.4105
1347	84.2323	1.6506	1.6923	1.8766	0.321879	3.7342	2.4103
1347.1	83.7161	1.6499	1.6914	1.8848	0.321294	3.7451	2.4095
1347.2	83.2782	1.6514	1.6897	1.891	0.320222	3.756	2.4084
1347.3	82.972	1.6552	1.6873	1.8931	0.318644	3.75	2.4071
1347.4	82.8441	1.6615	1.685	1.8906	0.316827	3.7186	2.4057
1347.5	82.8916	1.6702	1.6844	1.8847	0.315308	3.6783	2.4041
1347.6	83.1109	1.6814	1.6867	1.8788	0.314654	3.6532	2.4018
1347.7	83.4426	1.6948	1.6929	1.8769	0.315069	3.6538	2.3986
1347.8	83.7254	1.7107	1.704	1.8825	0.31629	3.6663	2.3944
1347.9	83.8487	1.7291	1.7204	1.8979	0.317703	3.6769	2.3897
1348	83.6772	1.7504	1.7422	1.9246	0.31866	3.6791	2.3852
1348.1	83.1161	1.7748	1.7689	1.9638	0.318704	3.6653	2.3816
1348.2	82.0932	1.8024	1.7997	2.0164	0.317601	3.6308	2.3794
1348.3	80.7128	1.8331	1.8336	2.0822	0.315265	3.579	2.3786
1348.4	79.2173	1.866	1.8697	2.1587	0.311659	3.5214	2.3793
1348.5	77.8765	1.9003	1.9072	2.2412	0.306795	3.4706	2.3812
1348.6	76.8883	1.9343	1.946	2.3233	0.300848	3.4299	2.3844
1348.7	76.3777	1.9667	1.9853	2.3996	0.294297	3.4122	2.3889
1348.8	76.2711	1.9962	2.0237	2.4665	0.287748	3.429	2.3941
1348.9	76.4755	2.0218	2.0587	2.5219	0.281658	3.4747	2.3991
1349	76.8512	2.0429	2.0879	2.563	0.276211	3.5296	2.4024
1349.1	77.2537	2.0593	2.1095	2.586	0.27165	3.5703	2.4029
1349.2	77.4971	2.071	2.1231	2.5875	0.268358	3.5896	2.4003
1349.3	77.3481	2.0783	2.1301	2.5681	0.266832	3.5967	2.3953
1349.4	76.7533	2.0817	2.133	2.5343	0.267395	3.5914	2.3893
1349.5	75.9711	2.0815	2.1339	2.4957	0.269658	3.5736	2.3838
1349.6	75.4915	2.0785	2.1339	2.4622	0.272471	3.5456	2.3795
1349.7	75.6376	2.0732	2.1335	2.4405	0.274521	3.5107	2.3764
1349.8	76.1633	2.0665	2.1325	2.4335	0.275134	3.4687	2.3744
1349.9	76.5295	2.0591	2.1307	2.4402	0.27431	3.4266	2.3734
1350	76.2167	2.052	2.1284	2.4573	0.27275	3.4053	2.3733
1350.1	75.0697	2.0458	2.1259	2.4803	0.27127	3.4137	2.3743
1350.2	73.3777	2.0406	2.1233	2.504	0.270428	3.4382	2.3763
1350.3	71.782	2.0362	2.1201	2.5225	0.270427	3.4564	2.3793
1350.4	70.8416	2.0318	2.1163	2.5306	0.271227	3.4513	2.3831
1350.5	70.7741	2.0265	2.1117	2.526	0.272643	3.432	2.3877
1350.6	71.4002	2.0192	2.1062	2.5106	0.274438	3.4156	2.3929
1350.7	72.4215	2.0087	2.0993	2.4903	0.276344	3.4114	2.3986
1350.8	73.5604	1.9944	2.0899	2.4713	0.278213	3.4285	2.4044
1350.9	74.6135	1.9755	2.0764	2.4561	0.280127	3.4646	2.4093
1351	75.4637	1.9518	2.0572	2.4411	0.282397	3.5088	2.4126
1351.1	76.0345	1.9229	2.0315	2.4177	0.285464	3.5495	2.4139
1351.2	76.3792	1.8888	1.9997	2.3766	0.289754	3.5874	2.4131
1351.3	76.728	1.8495	1.9631	2.3137	0.295526	3.6248	2.4107
1351.4	77.2901	1.8053	1.9228	2.2337	0.302653	3.6598	2.4073
1351.5	78.1991	1.757	1.879	2.1471	0.310528	3.6835	2.4036
1351.6	79.4931	1.7059	1.8315	2.0635	0.318329	3.6938	2.4003
1351.7	81.0784	1.6538	1.7801	1.9866	0.32533	3.6997	2.398
1351.8	82.8068	1.6026	1.7246	1.9146	0.331218	3.7175	2.3969
1351.9	84.5004	1.5541	1.6666	1.8427	0.336021	3.7555	2.3967
1352	86.1067	1.51	1.6087	1.7672	0.339901	3.8039	2.3966
1352.1	87.4764	1.471	1.5537	1.689	0.342972	3.8395	2.3953
1352.2	88.367	1.4379	1.5045	1.6132	0.345295	3.8437	2.392
1352.3	88.59	1.4106	1.4626	1.5467	0.346994	3.8056	2.3865
1352.4	88.1523	1.3887	1.4286	1.4949	0.348278	3.7311	2.3796
1352.5	87.4338	1.3716	1.4026	1.4611	0.349247	3.6374	2.373
1352.6	86.9481	1.3585	1.3844	1.446	0.349729	3.546	2.3682
1352.7	87.0243	1.3486	1.3732	1.4492	0.349375	3.4756	2.3666
1352.8	87.5696	1.3412	1.3677	1.4697	0.347889	3.4314	2.3682
1352.9	88.2991	1.3359	1.3661	1.5047	0.345282	3.4162	2.3725
1353	88.8514	1.332	1.3659	1.5491	0.341968	3.4306	2.3784
1353.1	88.9345	1.3289	1.3651	1.5945	0.338746	3.4695	2.3847
1353.2	88.5247	1.3259	1.3622	1.6297	0.336545	3.5265	2.3901
1353.3	87.9611	1.3222	1.3568	1.6445	0.335927	3.5873	2.3939
1353.4	87.6517	1.3171	1.3494	1.6349	0.336786	3.6457	2.3957
1353.5	87.7312	1.31	1.3406	1.605	0.338563	3.6968	2.3956
1353.6	88.0244	1.3011	1.3304	1.5637	0.340806	3.7374	2.3938
1353.7	88.2543	1.2909	1.319	1.5198	0.343426	3.7606	2.3907
1353.8	88.3042	1.2803	1.3061	1.4787	0.346478	3.7574	2.3867
1353.9	88.2132	1.2712	1.2923	1.4425	0.349755	3.7211	2.3819
1354	88.059	1.2653	1.2787	1.4113	0.352839	3.6643	2.3767
1354.1	87.8805	1.2646	1.2674	1.384	0.3553	3.6093	2.3711
1354.2	87.7453	1.2709	1.2606	1.3598	0.356846	3.5842	2.3656
1354.3	87.6913	1.2853	1.2612	1.3387	0.357205	3.6037	2.3607
1354.4	87.8005	1.3086	1.2719	1.3236	0.35619	3.6652	2.3573
1354.5	88.042	1.3407	1.2953	1.3222	0.353352	3.7474	2.3567
1354.6	88.319	1.3811	1.3331	1.3464	0.348317	3.8278	2.3602
1354.7	88.3808	1.4286	1.3857	1.4113	0.340462	3.8908	2.3688
1354.8	87.8319	1.4819	1.4516	1.5333	0.329949	3.9371	2.3822
1354.9	86.2571	1.5392	1.5273	1.728	0.317755	3.9755	2.3986
1355	83.5389	1.5991	1.6074	2.001	0.305839	4.0083	2.4152
1355.1	79.8832	1.6599	1.6865	2.3279	0.295781	4.0198	2.4292
1355.2	75.797	1.7205	1.7602	2.6356	0.288459	4.0041	2.4386
1355.3	71.9608	1.7802	1.8267	2.8292	0.28188	3.9748	2.4436
1355.4	68.9145	1.8384	1.8855	2.8706	0.274883	3.9468	2.4454
1355.5	66.7876	1.8945	1.9359	2.8033	0.266391	3.9275	2.4456
1355.6	65.5112	1.9467	1.9766	2.691	0.259604	3.9123	2.445
1355.7	65.0428	1.9922	2.007	2.5699	0.255528	3.891	2.4441
1355.8	65.3566	2.0271	2.0294	2.4537	0.254877	3.8663	2.4437
1355.9	66.484	2.0469	2.049	2.3536	0.257632	3.8547	2.4451
1356	68.345	2.0483	2.0716	2.2873	0.26348	3.8847	2.45
1356.1	70.3138	2.03	2.1	2.276	0.268454	3.9849	2.4597
1356.2	71.5725	1.9936	2.131	2.3381	0.26897	4.1655	2.4732
1356.3	71.4925	1.9428	2.1547	2.482	0.262942	4.3971	2.4874
1356.4	69.9216	1.8821	2.1563	2.6914	0.253397	4.6083	2.4971
1356.5	67.4185	1.816	2.1233	2.9004	0.244526	4.7279	2.4972
1356.6	65.1046	1.7479	2.0523	2.9831	0.240218	4.7097	2.4858
1356.7	63.9932	1.68	1.9515	2.8347	0.240512	4.5542	2.4648
1356.8	64.4926	1.6135	1.8363	2.4943	0.24778	4.3195	2.4418
1356.9	66.4893	1.5488	1.7218	2.1039	0.25816	4.0833	2.4216
1357	69.6372	1.4862	1.6181	1.7698	0.279773	3.9141	2.4053
1357.1	73.4926	1.426	1.5294	1.5257	0.29637	3.8454	2.3919
1357.2	77.6836	1.3691	1.4554	1.3654	0.315043	3.8686	2.3811
1357.3	81.7608	1.3166	1.3933	1.2714	0.328372	3.9387	2.3734
1357.4	85.1145	1.2696	1.3405	1.2267	0.346359	4.0005	2.3691
1357.5	87.2551	1.2294	1.2949	1.2163	0.353935	4.0142	2.3683
1357.6	87.9532	1.1965	1.2562	1.2276	0.359615	3.9748	2.3704
1357.7	87.3945	1.1713	1.2244	1.2501	0.363192	3.9011	2.3748
1357.8	86.1765	1.1532	1.1996	1.2761	0.368066	3.8279	2.3808
1357.9	85.1322	1.1413	1.1814	1.3005	0.372738	3.7742	2.3878
1358	84.8947	1.1346	1.1686	1.3206	0.376113	3.7387	2.3947
1358.1	85.6303	1.1315	1.16	1.3354	0.37772	3.6956	2.3999
1358.2	87.128	1.1309	1.154	1.3446	0.377667	3.6235	2.4021
1358.3	88.9811	1.1314	1.1499	1.3486	0.376605	3.5249	2.401
1358.4	90.7068	1.1324	1.1471	1.3486	0.375493	3.4272	2.397
1358.5	91.8588	1.1331	1.1454	1.3462	0.374992	3.3599	2.3915
1358.6	92.2159	1.1333	1.1449	1.3436	0.375389	3.3437	2.3859
1358.7	91.9817	1.1329	1.1453	1.3422	0.376534	3.378	2.3815
1358.8	91.4711	1.1319	1.1462	1.343	0.378145	3.4474	2.3788
1358.9	90.8912	1.1306	1.1469	1.3458	0.379879	3.5295	2.3772
1359	90.3795	1.1293	1.1471	1.3495	0.381214	3.6012	2.3761
1359.1	89.9211	1.1286	1.1467	1.3527	0.381601	3.6481	2.375
1359.2	89.51	1.1286	1.1458	1.354	0.380714	3.6802	2.3742
1359.3	89.0647	1.1295	1.1451	1.3527	0.37864	3.7139	2.3745
1359.4	88.4412	1.1315	1.1449	1.349	0.375899	3.7548	2.3767
1359.5	87.5553	1.1345	1.1458	1.3437	0.373143	3.8037	2.3813
1359.6	86.5189	1.1384	1.1479	1.339	0.37089	3.8612	2.3874
1359.7	85.6274	1.1429	1.1513	1.3372	0.369312	3.9233	2.3934
1359.8	85.1787	1.1478	1.1561	1.3404	0.368225	3.9825	2.3977
1359.9	85.5261	1.1528	1.1625	1.3501	0.366962	4.0309	2.399
1360	86.8782	1.1578	1.1703	1.3668	0.364573	4.0643	2.3974
1360.1	88.8544	1.1627	1.179	1.3897	0.360298	4.0905	2.394
1360.2	90.6845	1.1675	1.1877	1.4162	0.354131	4.1203	2.3906
1360.3	91.6902	1.1723	1.1957	1.4422	0.347121	4.1552	2.3887
1360.4	91.7163	1.1772	1.2027	1.4635	0.340875	4.1808	2.3891
1360.5	91.133	1.1822	1.2085	1.4767	0.336646	4.1895	2.3917
1360.6	90.5015	1.1872	1.2133	1.4807	0.334624	4.184	2.3959
1360.7	90.3755	1.1922	1.2174	1.4766	0.334036	4.1724	2.4009
1360.8	91.019	1.197	1.2213	1.4676	0.334068	4.1592	2.4059
1360.9	92.2121	1.2016	1.2249	1.4571	0.33462	4.1417	2.4104
1361	93.2485	1.2058	1.2286	1.4483	0.335943	4.1063	2.4141
1361.1	93.3861	1.2095	1.2324	1.4431	0.337997	4.0392	2.417
1361.2	92.4311	1.2126	1.2361	1.442	0.340344	3.9298	2.4191
1361.3	90.8765	1.2154	1.2397	1.4445	0.342363	3.7878	2.4203
1361.4	89.3542	1.218	1.2429	1.4491	0.343748	3.6544	2.4208
1361.5	88.3275	1.2209	1.2457	1.4543	0.344529	3.577	2.4207
1361.6	88.1274	1.2244	1.2486	1.4594	0.344806	3.5757	2.4203
1361.7	88.7881	1.229	1.2524	1.4646	0.344649	3.6315	2.4201
1361.8	89.8523	1.2348	1.2577	1.4709	0.344243	3.7062	2.4207
1361.9	90.8963	1.2421	1.2646	1.4794	0.343612	3.7632	2.4224
1362	91.7762	1.2508	1.2731	1.4908	0.34254	3.7836	2.4251
1362.1	92.4474	1.2608	1.2825	1.5048	0.340944	3.7717	2.4282
1362.2	92.8157	1.2717	1.2924	1.5203	0.339073	3.7447	2.431
1362.3	92.7178	1.2831	1.3026	1.536	0.337565	3.727	2.4325
1362.4	91.968	1.2945	1.3127	1.5513	0.337098	3.7324	2.4316
1362.5	90.6842	1.3057	1.3228	1.566	0.33796	3.7582	2.4278
1362.6	89.2203	1.3162	1.3329	1.5807	0.339824	3.7907	2.4212
1362.7	87.9203	1.3257	1.3429	1.596	0.341892	3.8222	2.4131
1362.8	87.1274	1.3342	1.3526	1.6115	0.343131	3.8507	2.4057
1362.9	87.1368	1.3416	1.3617	1.6258	0.34261	3.8775	2.401
1363	87.8212	1.348	1.37	1.6366	0.339961	3.8947	2.4004
1363.1	88.6198	1.3536	1.377	1.6412	0.335532	3.9002	2.404
1363.2	89.0526	1.3589	1.3822	1.638	0.330206	3.8973	2.4104
1363.3	88.8438	1.364	1.3857	1.6267	0.32509	3.8901	2.4176
1363.4	87.9364	1.3692	1.3881	1.6093	0.321152	3.8802	2.4237
1363.5	86.5274	1.3746	1.3908	1.5894	0.318874	3.8698	2.4279
1363.6	84.937	1.3803	1.3948	1.572	0.318137	3.8536	2.4303
1363.7	83.4171	1.3864	1.4008	1.5621	0.318188	3.8299	2.4316
1363.8	81.9884	1.3928	1.409	1.5636	0.317992	3.8098	2.4325
1363.9	80.5867	1.3995	1.4189	1.5786	0.316764	3.8074	2.4332
1364	79.2708	1.4065	1.4298	1.6056	0.314262	3.8234	2.4335
1364.1	78.4047	1.414	1.4405	1.6397	0.310963	3.8516	2.4333
1364.2	78.4114	1.4222	1.4501	1.673	0.307596	3.8857	2.4327
1364.3	79.4853	1.4312	1.4585	1.6979	0.304656	3.9177	2.4318
1364.4	81.3373	1.4412	1.4656	1.7099	0.302266	3.9537	2.4306
1364.5	83.3519	1.4517	1.4721	1.7101	0.300586	4.0005	2.4287
1364.6	84.8624	1.4623	1.4788	1.7036	0.299954	4.0587	2.4259
1364.7	85.4401	1.4722	1.4866	1.697	0.300311	4.1157	2.422
1364.8	84.8743	1.4805	1.4957	1.6952	0.300346	4.153	2.4177
1364.9	83.3259	1.4869	1.5058	1.6997	0.299352	4.1547	2.414
1365	81.2328	1.4914	1.5157	1.7089	0.297329	4.1068	2.4122
1365.1	79.2516	1.4946	1.5244	1.7206	0.29562	4.0084	2.4129
1365.2	78.0049	1.4977	1.5309	1.7334	0.294622	3.8804	2.416
1365.3	77.7971	1.5018	1.5348	1.7461	0.294187	3.7462	2.4203
1365.4	78.4674	1.5081	1.5356	1.7563	0.294032	3.6329	2.4241
1365.5	79.5136	1.5172	1.5336	1.7584	0.294269	3.5627	2.4256
1365.6	80.3796	1.5295	1.5304	1.7452	0.295443	3.5462	2.4236
1365.7	80.6508	1.5449	1.5288	1.7151	0.298181	3.5817	2.4184
1365.8	80.1753	1.563	1.5322	1.6757	0.302597	3.6635	2.4119
1365.9	79.0071	1.5835	1.5441	1.6427	0.307702	3.7749	2.4068
1366	77.2519	1.6063	1.5664	1.6339	0.311318	3.8857	2.4056
1366.1	74.8847	1.6315	1.5987	1.6633	0.310979	3.9786	2.4095
1366.2	71.804	1.6598	1.6383	1.7366	0.305177	4.0537	2.4178
1366.3	68.0942	1.6916	1.6806	1.8479	0.29435	4.1114	2.4277
1366.4	64.2026	1.7275	1.7221	1.9767	0.280841	4.1482	2.4355
1366.5	60.7009	1.7675	1.7614	2.0904	0.268221	4.1546	2.4382
1366.6	57.9898	1.811	1.7999	2.1632	0.259517	4.1179	2.4348
1366.7	56.1287	1.8566	1.8404	2.1943	0.255928	4.0522	2.4264
1366.8	54.897	1.9018	1.8847	2.2066	0.256489	3.9881	2.4158
1366.9	54.0703	1.9444	1.9326	2.2285	0.258981	3.9452	2.4057
1367	53.4906	1.982	1.9815	2.2771	0.261181	3.9284	2.3979
1367.1	53.1553	2.0135	2.0277	2.351	0.261395	3.9359	2.3931
1367.2	53.1017	2.0387	2.0677	2.4335	0.259326	3.9552	2.3907
1367.3	53.3381	2.0586	2.0999	2.5	0.256163	3.9725	2.3891
1367.4	53.788	2.0749	2.1246	2.5327	0.253553	3.975	2.3868
1367.5	54.2671	2.09	2.1438	2.5317	0.252482	3.9571	2.3829
1367.6	54.7199	2.106	2.1597	2.5128	0.253162	3.9215	2.3773
1367.7	55.2025	2.1248	2.1741	2.4961	0.255302	3.8863	2.3711
1367.8	55.7522	2.1474	2.1884	2.495	0.258621	3.8673	2.3658
1367.9	56.346	2.1737	2.2034	2.5144	0.26235	3.87	2.3628
1368	56.8268	2.2014	2.22	2.5515	0.265525	3.8973	2.3626
1368.1	57.0148	2.2266	2.2391	2.5988	0.267357	3.9371	2.3651
1368.2	56.8489	2.2434	2.2618	2.6487	0.267335	3.9543	2.3697
1368.3	56.3884	2.2455	2.2886	2.6979	0.265421	3.9293	2.3761
1368.4	55.7889	2.2275	2.318	2.749	0.261643	3.8677	2.3845
1368.5	55.0499	2.1872	2.3443	2.8078	0.255805	3.8	2.3949
1368.6	54.0845	2.126	2.3561	2.8738	0.247536	3.763	2.4071
1368.7	52.8823	2.0486	2.3389	2.93	0.236885	3.7778	2.4194
1368.8	51.6846	1.9618	2.2814	2.9347	0.224962	3.8384	2.4296
1368.9	51.0802	1.872	2.1835	2.8316	0.21394	3.9246	2.4353
1369	51.7672	1.7847	2.0569	2.5914	0.206376	4.0019	2.435
1369.1	54.2559	1.7029	1.92	2.2548	0.204279	4.0341	2.4292
1369.2	58.6002	1.6283	1.7892	1.9069	0.208713	3.9996	2.4198
1369.3	64.2966	1.5611	1.675	1.6146	0.219824	3.9097	2.4096
1369.4	70.5114	1.5008	1.5808	1.4024	0.236511	3.7947	2.4009
1369.5	76.4636	1.447	1.5055	1.2675	0.255809	3.6929	2.3952
1369.6	81.4246	1.3997	1.4463	1.1981	0.274181	3.6425	2.3929
1369.7	84.92	1.3592	1.4	1.1814	0.288882	3.652	2.3935
1369.8	86.7579	1.326	1.3643	1.2058	0.298497	3.6986	2.396
1369.9	87.0905	1.3008	1.3374	1.259	0.302809	3.7512	2.3992
1370	86.2852	1.284	1.3181	1.3271	0.302677	3.7881	2.4022
1370.1	84.9301	1.2754	1.3055	1.3947	0.299682	3.8115	2.4044
1370.2	83.5967	1.2742	1.2988	1.4489	0.295584	3.838	2.4059
1370.3	82.6381	1.2791	1.2973	1.4826	0.291747	3.8743	2.4069
1370.4	82.1248	1.288	1.3	1.4965	0.288887	3.9156	2.4079
1370.5	81.9705	1.2987	1.3056	1.4971	0.287226	3.9413	2.4093
1370.6	81.8935	1.3089	1.3133	1.4936	0.286653	3.9307	2.4107
1370.7	81.7018	1.3168	1.3218	1.4939	0.28676	3.8781	2.4116
