DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	SP
1584.5	88.5805	9.5007	108.241	3.018	3.072	3.909	0.24184	75.101
1584.625	88.5805	9.5007	108.241	3.0243	3.078	3.9212	0.24184	75.101
1584.75	88.3418	9.5006	107.6965	3.0305	3.084	3.9335	0.238175	75.064
1584.875	88.103	9.5005	108.364	3.0368	3.09	3.9457	0.23384	75.027
1585	88.103	9.5005	108.364	3.043	3.096	3.958	0.23384	75.027
1585.125	88.103	9.5005	108.364	3.903	3.7756	4.5998	0.23384	75.027
1585.25	83.9605	9.5004	103.4855	3.926	3.7943	4.6235	0.22279	75.143
1585.375	83.828	9.5003	96.24	3.949	3.8129	4.6473	0.20915	75.246
1585.5	83.828	9.5003	96.24	3.972	3.8315	4.671	0.20915	75.246
1585.625	83.828	9.5003	96.24	3.995	3.8501	4.6947	0.20915	75.246
1585.75	83.6955	9.5002	93.863	4.018	3.8687	4.7185	0.201305	75.349
1585.875	83.563	9.5001	95.392	4.041	3.8874	4.7422	0.19666	75.452
1586	83.563	9.5001	95.392	4.064	3.906	4.766	0.19666	75.452
1586.125	83.563	9.5001	95.392	5.3172	4.9524	6.1333	0.19666	75.452
1586.25	75.382	9.5	95.81	5.3105	4.9377	6.0775	0.188025	76.3927
1586.375	75.394	9.4999	93.98	5.3038	4.9231	6.0217	0.18259	76.4105
1586.5	75.394	9.4999	93.98	5.297	4.9085	5.966	0.18259	76.4105
1586.625	75.394	9.4999	93.98	5.2902	4.8939	5.9103	0.18259	76.4105
1586.75	75.406	9.4998	91.7105	5.2835	4.8793	5.8545	0.17808	76.4283
1586.875	75.418	9.4997	85.165	5.2768	4.8646	5.7987	0.16329	76.446
1587	75.418	9.4997	85.165	5.27	4.85	5.743	0.16329	76.446
1587.125	75.418	9.4997	85.165	3.5771	3.6129	4.1946	0.16329	76.446
1587.25	86.1868	9.4996	76.8665	3.5512	3.5897	4.1683	0.154635	71.8262
1587.375	86.3505	9.4995	78.006	3.5254	3.5666	4.1419	0.15973	71.8085
1587.5	86.3505	9.4995	78.006	3.4995	3.5435	4.1155	0.15973	71.8085
1587.625	86.3505	9.4995	78.006	3.4736	3.5204	4.0891	0.15973	71.8085
1587.75	86.5143	9.4994	89.7285	3.4477	3.4973	4.0628	0.176524	71.7908
1587.875	86.678	9.4993	96.449	3.4219	3.4741	4.0364	0.19224	71.773
1588	86.678	9.4993	96.449	3.396	3.451	4.01	0.19224	71.773
1588.125	86.678	9.4993	96.449	2.3085	2.3442	2.5604	0.19224	71.773
1588.25	98.8788	9.4992	100.234	2.3	2.3395	2.5608	0.20981	72.3333
1588.375	99.1375	9.4991	102.357	2.2915	2.3347	2.5611	0.22492	72.3775
1588.5	99.1375	9.4991	102.357	2.283	2.33	2.5615	0.22492	72.3775
1588.625	99.1375	9.4991	102.357	2.2745	2.3253	2.5619	0.22492	72.3775
1588.75	99.3962	9.499	106.406	2.266	2.3205	2.5622	0.23881	72.4218
1588.875	99.655	9.502	112.793	2.2575	2.3158	2.5626	0.25503	72.466
1589	99.655	9.502	112.793	2.249	2.311	2.563	0.25503	72.466
1589.125	99.655	9.502	112.793	2.0974	2.0876	2.5157	0.25503	72.466
1589.25	98.3792	9.521	119.113	2.0968	2.0872	2.5175	0.270485	77.3958
1589.375	98.3685	9.557	124.277	2.0961	2.0869	2.5192	0.27861	77.3695
1589.5	98.3685	9.557	124.277	2.0955	2.0865	2.521	0.27861	77.3695
1589.625	98.3685	9.557	124.277	2.0949	2.0861	2.5228	0.27861	77.3695
1589.75	98.3577	9.587	128.5485	2.0942	2.0858	2.5245	0.282095	77.3432
1589.875	98.347	9.598	130.22	2.0936	2.0854	2.5263	0.28931	77.317
1590	98.347	9.598	130.22	2.093	2.085	2.528	0.28931	77.317
1590.125	98.347	9.598	130.22	2.0887	2.0735	2.4586	0.28931	77.317
1590.25	99.602	9.5981	129.0265	2.1105	2.09	2.4903	0.29902	77.8613
1590.375	100.038	9.5982	128.147	2.1322	2.1065	2.5219	0.30501	77.6085
1590.5	100.038	9.5982	128.147	2.154	2.123	2.5535	0.30501	77.6085
1590.625	100.038	9.5982	128.147	2.1758	2.1395	2.5851	0.30501	77.6085
1590.75	100.474	9.5983	131.7681	2.1975	2.156	2.6168	0.310902	77.3557
1590.875	100.91	9.5984	132.949	2.2192	2.1725	2.6484	0.31266	77.103
1591	100.91	9.5984	132.949	2.241	2.189	2.68	0.31266	77.103
1591.125	100.91	9.5984	132.949	2.4672	2.4871	3.2741	0.31266	77.103
1591.25	95.8488	9.5985	132.9005	2.4695	2.4872	3.2603	0.3154	76.5417
1591.375	95.9105	9.5986	132.594	2.4718	2.4874	3.2464	0.31667	76.7165
1591.5	95.9105	9.5986	132.594	2.474	2.4875	3.2325	0.31667	76.7165
1591.625	95.9105	9.5986	132.594	2.4762	2.4876	3.2186	0.31667	76.7165
1591.75	95.9722	9.5987	132.693	2.4785	2.4878	3.2048	0.31992	76.8913
1591.875	96.034	9.5988	128.905	2.4808	2.4879	3.1909	0.32429	77.066
1592	96.034	9.5988	128.905	2.483	2.488	3.177	0.32429	77.066
1592.125	96.034	9.5988	128.905	2.7226	2.7044	3.4296	0.32429	77.066
1592.25	95.3295	9.5989	122.6295	2.7302	2.7167	3.4602	0.323675	77.4263
1592.375	94.763	9.599	119.368	2.7379	2.7291	3.4909	0.32044	77.2985
1592.5	94.763	9.599	119.368	2.7455	2.7415	3.5215	0.32044	77.2985
1592.625	94.763	9.599	119.368	2.7531	2.7539	3.5521	0.32044	77.2985
1592.75	94.1965	9.6015	121.6305	2.7608	2.7662	3.5828	0.319365	77.1707
1592.875	93.63	9.623	127.242	2.7684	2.7786	3.6134	0.31652	77.043
1593	93.63	9.623	127.242	2.776	2.791	3.644	0.31652	77.043
1593.125	93.63	9.623	127.242	4.0434	3.7875	4.373	0.31652	77.043
1593.25	84.9198	9.6665	130.2275	4.0498	3.799	4.394	0.30808	78.274
1593.375	84.8715	9.695	125.437	4.0561	3.8105	4.415	0.29391	78.189
1593.5	84.8715	9.695	125.437	4.0625	3.822	4.436	0.29391	78.189
1593.625	84.8715	9.695	125.437	4.0689	3.8335	4.457	0.29391	78.189
1593.75	84.8232	9.699	115.702	4.0752	3.845	4.478	0.27325	78.104
1593.875	84.775	9.695	107.623	4.0816	3.8565	4.499	0.24665	78.019
1594	84.775	9.695	107.623	4.088	3.868	4.52	0.24665	78.019
1594.125	84.775	9.695	107.623	3.5576	3.4934	3.6096	0.24665	78.019
1594.25	84.7345	9.6665	103.9485	3.5482	3.4848	3.5972	0.222295	74.358
1594.375	85.036	9.623	99.624	3.5389	3.4761	3.5849	0.20111	74.419
1594.5	85.036	9.623	99.624	3.5295	3.4675	3.5725	0.20111	74.419
1594.625	85.036	9.623	99.624	3.5201	3.4589	3.5601	0.20111	74.419
1594.75	85.3375	9.5992	88.993	3.5108	3.4503	3.5477	0.177007	74.48
1594.875	85.639	9.5991	87.691	3.5014	3.4416	3.5354	0.17417	74.541
1595	85.639	9.5991	87.691	3.492	3.433	3.523	0.17417	74.541
1595.125	85.639	9.5991	87.691	3.5338	3.68	4.7018	0.17417	74.541
1595.25	84.2145	9.5991	92.1928	3.5375	3.686	4.7535	0.190058	77.3143
1595.375	83.141	9.5991	96.129	3.5412	3.692	4.8053	0.19991	77.1885
1595.5	83.141	9.5991	96.129	3.545	3.698	4.857	0.19991	77.1885
1595.625	83.141	9.5991	96.129	3.5487	3.704	4.9088	0.19991	77.1885
1595.75	82.0675	9.5991	101.267	3.5525	3.71	4.9605	0.21132	77.0627
1595.875	80.994	9.5991	102.678	3.5562	3.716	5.0122	0.21403	76.937
1596	80.994	9.5991	102.678	3.56	3.722	5.064	0.21403	76.937
1596.125	80.994	9.5991	102.678	3.4427	3.2884	3.5633	0.21403	76.937
1596.25	87.512	9.5991	100.8895	3.4375	3.2857	3.5665	0.210405	73.9845
1596.375	87.531	9.5991	93.87	3.4323	3.2831	3.5697	0.19522	73.978
1596.5	87.531	9.5991	93.87	3.427	3.2805	3.573	0.19522	73.978
1596.625	87.531	9.5991	93.87	3.4217	3.2779	3.5763	0.19522	73.978
1596.75	87.55	9.599	84.2575	3.4165	3.2752	3.5795	0.175755	73.9715
1596.875	87.569	9.599	82.607	3.4112	3.2726	3.5827	0.16814	73.965
1597	87.569	9.599	82.607	3.406	3.27	3.586	0.16814	73.965
1597.125	87.569	9.599	82.607	3.304	3.1655	3.7118	0.16814	73.965
1597.25	86.0042	9.599	93.977	3.303	3.161	3.7005	0.181925	73.6722
1597.375	85.8735	9.602	102.221	3.302	3.1565	3.6892	0.20221	73.4665
1597.5	85.8735	9.602	102.221	3.301	3.152	3.678	0.20221	73.4665
1597.625	85.8735	9.602	102.221	3.3	3.1475	3.6667	0.20221	73.4665
1597.75	85.7428	9.614	101.3485	3.299	3.143	3.6555	0.20604	73.2607
1597.875	85.612	9.62	100.744	3.298	3.1385	3.6442	0.20199	73.055
1598	85.612	9.62	100.744	3.297	3.134	3.633	0.20199	73.055
1598.125	85.612	9.62	100.744	3.0155	2.9253	3.3924	0.20199	73.055
1598.25	88.2325	9.6365	100.966	3.015	2.9245	3.3907	0.20472	73.8928
1598.375	88.336	9.672	100.873	3.0145	2.9238	3.3891	0.21238	73.7735
1598.5	88.336	9.672	100.873	3.014	2.923	3.3875	0.21238	73.7735
1598.625	88.336	9.672	100.873	3.0135	2.9223	3.3859	0.21238	73.7735
1598.75	88.4395	9.682	103.774	3.013	2.9215	3.3843	0.22372	73.6543
1598.875	88.543	9.682	108.862	3.0125	2.9208	3.3826	0.23466	73.535
1599	88.543	9.682	108.862	3.012	2.92	3.381	0.23466	73.535
1599.125	88.543	9.682	108.862	3.0391	3.002	3.6366	0.23466	73.535
1599.25	86.9453	9.694	111.0155	3.0333	3.001	3.6393	0.238145	76.6127
1599.375	86.9565	9.699	109.583	3.0274	3	3.6419	0.24248	76.8785
1599.5	86.9565	9.699	109.583	3.0215	2.999	3.6445	0.24248	76.8785
1599.625	86.9565	9.699	109.583	3.0156	2.998	3.6471	0.24248	76.8785
1599.75	86.9677	9.6985	109.227	3.0097	2.997	3.6497	0.25291	77.1443
1599.875	86.979	9.692	109.688	3.0039	2.996	3.6524	0.26063	77.41
1600	86.979	9.692	109.688	2.998	2.995	3.655	0.26063	77.41
1600.125	86.979	9.692	109.688	3.3333	3.2095	3.8623	0.26063	77.41
1600.25	93.1575	9.6735	108.764	3.3325	3.229	3.9235	0.263255	78.2245
1600.375	92.417	9.645	107.96	3.3318	3.2485	3.9848	0.26395	78.096
1600.5	92.417	9.645	107.96	3.331	3.268	4.046	0.26395	78.096
1600.625	92.417	9.645	107.96	3.3303	3.2875	4.1073	0.26395	78.096
1600.75	91.6765	9.597	106.3505	3.3295	3.307	4.1685	0.262155	77.9675
1600.875	90.936	9.529	107.378	3.3288	3.3265	4.2297	0.26396	77.839
1601	90.936	9.529	107.378	3.328	3.346	4.291	0.26396	77.839
1601.125	90.936	9.529	107.378	2.7589	2.7164	2.8807	0.26396	77.839
1601.25	95.4753	9.4545	115.985	2.7457	2.7088	2.8795	0.27022	75.3927
1601.375	96.3235	9.383	119.857	2.7326	2.7011	2.8782	0.26085	75.3965
1601.5	96.3235	9.383	119.857	2.7195	2.6935	2.877	0.26085	75.3965
1601.625	96.3235	9.383	119.857	2.7064	2.6859	2.8758	0.26085	75.3965
1601.75	97.1717	9.3165	107.3145	2.6933	2.6783	2.8745	0.235615	75.4003
1601.875	98.02	9.271	91.513	2.6801	2.6706	2.8733	0.22933	75.404
1602	98.02	9.271	91.513	2.667	2.663	2.872	0.22933	75.404
1602.125	98.02	9.271	91.513	2.4379	2.5564	3.5965	0.22933	75.404
1602.25	106.9827	9.2045	99.673	2.4407	2.5568	3.587	0.254615	74.1777
1602.375	107.2625	9.093	127.357	2.4436	2.5571	3.5775	0.3109	74.1095
1602.5	107.2625	9.093	127.357	2.4465	2.5575	3.568	0.3109	74.1095
1602.625	107.2625	9.093	127.357	2.4494	2.5579	3.5585	0.3109	74.1095
1602.75	107.5423	9.019	146.983	2.4523	2.5582	3.549	0.3584	74.0413
1602.875	107.822	8.996	153.104	2.4551	2.5586	3.5395	0.37807	73.973
1603	107.822	8.996	153.104	2.458	2.559	3.53	0.37807	73.973
1603.125	107.822	8.996	153.104	2.8709	3.0266	4.4349	0.37807	73.973
1603.25	116.4948	8.967	154.4395	2.8808	3.0422	4.4838	0.389	75.9175
1603.375	117.1535	8.912	154.964	2.8906	3.0579	4.5326	0.40051	76.024
1603.5	117.1535	8.912	154.964	2.9005	3.0735	4.5815	0.40051	76.024
1603.625	117.1535	8.912	154.964	2.9104	3.0891	4.6304	0.40051	76.024
1603.75	117.8122	8.851	153.6675	2.9202	3.1047	4.6792	0.402945	76.1305
1603.875	118.471	8.806	152.519	2.9301	3.1204	4.7281	0.4026	76.237
1604	118.471	8.806	152.519	2.94	3.136	4.777	0.4026	76.237
1604.125	118.471	8.806	152.519	3.983	3.9071	4.5394	0.4026	76.237
1604.25	100.8252	8.767	157.2585	3.996	3.9212	4.5367	0.411015	81.0245
1604.375	100.0365	8.712	172.145	4.009	3.9354	4.5341	0.42609	81.191
1604.5	100.0365	8.712	172.145	4.022	3.9495	4.5315	0.42609	81.191
1604.625	100.0365	8.712	172.145	4.035	3.9636	4.5289	0.42609	81.191
1604.75	99.2477	8.6485	199.6725	4.048	3.9778	4.5262	0.445565	81.3575
1604.875	98.459	8.576	221.087	4.061	3.9919	4.5236	0.44858	81.524
1605	98.459	8.576	221.087	4.074	4.006	4.521	0.44858	81.524
1605.125	98.459	8.576	221.087	10.441	7.6206	11.8916	0.44858	81.524
1605.25	81.3412	8.4815	200.7455	10.677	7.7422	12.1202	0.41237	79.283
1605.375	80.9365	8.414	152.74	10.913	7.8639	12.3489	0.35562	79.292
1605.5	80.9365	8.414	152.74	11.149	7.9855	12.5775	0.35562	79.292
1605.625	80.9365	8.414	152.74	11.385	8.1071	12.8061	0.35562	79.292
1605.75	80.5318	8.4035	110.085	11.621	8.2288	13.0347	0.30109	79.301
1605.875	80.127	8.453	83.83	11.857	8.3504	13.2634	0.25405	79.31
1606	80.127	8.453	83.83	12.093	8.472	13.492	0.25405	79.31
1606.125	80.127	8.453	83.83	15.3001	8.8372	14.6753	0.25405	79.31
1606.25	75.1683	8.6085	83.4185	15.3383	8.8085	14.5775	0.227115	82.2692
1606.375	75.7165	8.809	100.419	15.3764	8.7797	14.4797	0.21979	82.2055
1606.5	75.7165	8.809	100.419	15.4145	8.751	14.382	0.21979	82.2055
1606.625	75.7165	8.809	100.419	15.4526	8.7222	14.2843	0.21979	82.2055
1606.75	76.2648	8.9475	113.5805	15.4908	8.6935	14.1865	0.231235	82.1418
1606.875	76.813	9.022	118.303	15.5289	8.6648	14.0887	0.2425	82.078
1607	76.813	9.022	118.303	15.567	8.636	13.991	0.2425	82.078
1607.125	76.813	9.022	118.303	11.3822	8.4044	12.6982	0.2425	82.078
1607.25	81.3013	9.1015	122.292	11.4115	8.3478	12.6235	0.245225	81.4507
1607.375	81.2205	9.199	124.616	11.4408	8.2911	12.5487	0.24633	81.3555
1607.5	81.2205	9.199	124.616	11.47	8.2345	12.474	0.24633	81.3555
1607.625	81.2205	9.199	124.616	11.4992	8.1779	12.3993	0.24633	81.3555
1607.75	81.1397	9.299	123.5555	11.5285	8.1213	12.3245	0.255805	81.2603
1607.875	81.059	9.395	119.966	11.5577	8.0646	12.2498	0.26867	81.165
1608	81.059	9.395	119.966	11.587	8.008	12.175	0.26867	81.165
1608.125	81.059	9.395	119.966	12.0551	10.1549	13.1327	0.26867	81.165
1608.25	74.3255	9.472	116.29	12.0343	10.0577	13.1695	0.27216	82.446
1608.375	73.442	9.536	114.927	12.0134	9.9606	13.2063	0.26757	82.504
1608.5	73.442	9.536	114.927	11.9925	9.8635	13.243	0.26757	82.504
1608.625	73.442	9.536	114.927	11.9716	9.7664	13.2797	0.26757	82.504
1608.75	72.5585	9.586	112.0825	11.9508	9.6693	13.3165	0.27351	82.562
1608.875	71.675	9.646	108.891	11.9299	9.5721	13.3533	0.28192	82.62
1609	71.675	9.646	108.891	11.909	9.475	13.39	0.28192	82.62
1609.125	71.675	9.646	108.891	14.3441	11.8594	15.9257	0.28192	82.62
1609.25	74.842	9.73	110.3	14.2493	11.8148	15.9225	0.281725	83.0387
1609.375	75.025	9.775	111.445	14.1544	11.7701	15.9192	0.27809	83.0165
1609.5	75.025	9.775	111.445	14.0595	11.7255	15.916	0.27809	83.0165
1609.625	75.025	9.775	111.445	13.9646	11.6809	15.9128	0.27809	83.0165
1609.75	75.208	9.7945	110.3035	13.8698	11.6362	15.9095	0.274795	82.9942
1609.875	75.391	9.826	110.958	13.7749	11.5916	15.9063	0.27556	82.972
1610	75.391	9.826	110.958	13.68	11.547	15.903	0.27556	82.972
1610.125	75.391	9.826	110.958	14.4099	11.8666	11.2072	0.27556	82.972
1610.25	78.2623	9.8545	111.9575	14.4827	11.8632	11.2305	0.27395	83.1517
1610.375	78.5365	9.831	111.629	14.5556	11.8599	11.2537	0.27155	83.1025
1610.5	78.5365	9.831	111.629	14.6285	11.8565	11.277	0.27155	83.1025
1610.625	78.5365	9.831	111.629	14.7014	11.8531	11.3003	0.27155	83.1025
1610.75	78.8107	9.713	112.058	14.7743	11.8498	11.3235	0.266205	83.0532
1610.875	79.085	9.614	113.313	14.8471	11.8464	11.3468	0.25585	83.004
1611	79.085	9.614	113.313	14.92	11.843	11.37	0.25585	83.004
1611.125	79.085	9.614	113.313	10.7256	10.8127	13.7052	0.25585	83.004
1611.25	78.9557	9.567	112.423	10.6083	10.6975	13.6655	0.240855	86.0385
1611.375	78.7925	9.519	111.548	10.4909	10.5823	13.6257	0.2308	85.985
1611.5	78.7925	9.519	111.548	10.3735	10.467	13.586	0.2308	85.985
1611.625	78.7925	9.519	111.548	10.2561	10.3517	13.5463	0.2308	85.985
1611.75	78.6293	9.4665	113.3545	10.1388	10.2365	13.5065	0.224115	85.9315
1611.875	78.466	9.388	114.881	10.0214	10.1213	13.4668	0.21659	85.878
1612	78.466	9.388	114.881	9.904	10.006	13.427	0.21659	85.878
1612.125	78.466	9.388	114.881	9.8926	20.7815	11.5929	0.21659	85.878
1612.25	82.0355	9.2855	116.411	9.9323	20.948	11.6438	0.20478	89.1653
1612.375	81.283	9.248	118.211	9.9719	21.1145	11.6946	0.19477	89.2765
1612.5	81.283	9.248	118.211	10.0115	21.281	11.7455	0.19477	89.2765
1612.625	81.283	9.248	118.211	10.0511	21.4475	11.7964	0.19477	89.2765
1612.75	80.5305	9.3175	116.8205	10.0907	21.614	11.8472	0.201955	89.3877
1612.875	79.778	9.384	113.286	10.1304	21.7805	11.8981	0.22112	89.499
1613	79.778	9.384	113.286	10.17	21.947	11.949	0.22112	89.499
1613.125	79.778	9.384	113.286	12.8483	8.563	10.0078	0.22112	89.499
1613.25	74.075	9.376	112.4525	12.7095	8.496	9.9845	0.239005	86.908
1613.375	74.258	9.239	112.128	12.5708	8.429	9.9613	0.23337	86.675
1613.5	74.258	9.239	112.128	12.432	8.362	9.938	0.23337	86.675
1613.625	74.258	9.239	112.128	12.2933	8.295	9.9148	0.23337	86.675
1613.75	74.441	8.83	103.0825	12.1545	8.228	9.8915	0.20644	86.442
1613.875	74.624	8.32	86.445	12.0157	8.161	9.8682	0.17201	86.209
1614	74.624	8.32	86.445	11.877	8.094	9.845	0.17201	86.209
1614.125	74.624	8.32	86.445	10.3599	16.7049	11.8354	0.17201	86.209
1614.25	71.2527	8.106	81.797	10.3567	16.6637	11.8468	0.157325	88.4458
1614.375	70.9525	8.277	99.326	10.3536	16.6226	11.8581	0.16332	88.2705
1614.5	70.9525	8.277	99.326	10.3505	16.5815	11.8695	0.16332	88.2705
1614.625	70.9525	8.277	99.326	10.3474	16.5404	11.8809	0.16332	88.2705
1614.75	70.6523	8.5375	122.189	10.3442	16.4993	11.8923	0.19305	88.0952
1614.875	70.352	8.644	124.256	10.3411	16.4581	11.9036	0.22034	87.92
1615	70.352	8.644	124.256	10.338	16.417	11.915	0.22034	87.92
1615.125	70.352	8.644	124.256	11.6945	6.8029	7.1821	0.22034	87.92
1615.25	72.336	8.6205	101.815	11.658	6.7957	7.0992	0.223385	86.3802
1615.375	72.714	8.516	82.822	11.6215	6.7886	7.0164	0.19631	86.4245
1615.5	72.714	8.516	82.822	11.585	6.7815	6.9335	0.19631	86.4245
1615.625	72.714	8.516	82.822	11.5485	6.7744	6.8506	0.19631	86.4245
1615.75	73.092	8.4245	89.32	11.512	6.7673	6.7678	0.180645	86.4688
1615.875	73.47	8.407	110.059	11.4755	6.7601	6.6849	0.19376	86.513
1616	73.47	8.407	110.059	11.439	6.753	6.602	0.19376	86.513
1616.125	73.47	8.407	110.059	8.7454	6.572	4.9627	0.19376	86.513
1616.25	78.9342	8.4635	127.7375	8.7568	6.517	4.9355	0.223185	84.7735
1616.375	79.2155	8.57	138.029	8.7681	6.462	4.9082	0.25469	84.593
1616.5	79.2155	8.57	138.029	8.7795	6.407	4.881	0.25469	84.593
1616.625	79.2155	8.57	138.029	8.7909	6.352	4.8537	0.25469	84.593
1616.75	79.4967	8.716	140.965	8.8022	6.297	4.8265	0.27457	84.4125
1616.875	79.778	8.882	132.319	8.8136	6.242	4.7992	0.27856	84.232
1617	79.778	8.882	132.319	8.825	6.187	4.772	0.27856	84.232
1617.125	79.778	8.882	132.319	6.706	4.9771	4.1196	0.27856	84.232
1617.25	84.7262	8.9775	107.402	6.658	4.9672	4.1143	0.274875	79.4593
1617.375	84.9405	8.999	83.894	6.61	4.9574	4.1089	0.28185	79.4655
1617.5	84.9405	8.999	83.894	6.562	4.9475	4.1035	0.28185	79.4655
1617.625	84.9405	8.999	83.894	6.514	4.9376	4.0981	0.28185	79.4655
1617.75	85.1548	9.016	76.8965	6.466	4.9278	4.0927	0.304285	79.4717
1617.875	85.369	9.105	81.859	6.418	4.9179	4.0874	0.32996	79.478
1618	85.369	9.105	81.859	6.37	4.908	4.082	0.32996	79.478
1618.125	85.369	9.105	81.859	5.819	4.7365	3.9974	0.32996	79.478
1618.25	84.5758	9.2495	92.573	5.4647	4.465	4.0187	0.34225	81.5615
1618.375	84.6985	9.347	100.461	5.5056	4.49	4.0356	0.34617	81.563
1618.5	84.6985	9.347	100.461	5.5465	4.515	4.0525	0.34617	81.563
1618.625	84.6985	9.347	100.461	5.5874	4.54	4.0694	0.34617	81.563
1618.75	84.8213	9.345	105.6015	5.6283	4.565	4.0862	0.34487	81.5645
1618.875	84.944	9.302	109.738	5.6691	4.59	4.1031	0.3412	81.566
1619	84.944	9.302	109.738	5.71	4.615	4.12	0.3412	81.566
1619.125	84.944	9.302	109.738	17.8177	13.5739	15.8676	0.3412	81.566
1619.25	66.4285	9.271	109.059	18.3405	13.7828	16.9202	0.337215	84.4385
1619.375	65.281	9.263	107.839	18.8633	13.9916	17.9729	0.33476	84.426
1619.5	65.281	9.263	107.839	19.386	14.2005	19.0255	0.33476	84.426
1619.625	65.281	9.263	107.839	19.9087	14.4094	20.0781	0.33476	84.426
1619.75	64.1335	9.2665	110.7705	20.4315	14.6182	21.1308	0.32449	84.4135
1619.875	62.986	9.236	115.746	20.9543	14.8271	22.1834	0.30462	84.401
1620	62.986	9.236	115.746	21.477	15.036	23.236	0.30462	84.401
1620.125	62.986	9.236	115.746	67.2412	40.253	90.8961	0.30462	84.401
1620.25	56.0915	9.0985	118.3085	66.0205	40.249	90.7192	0.289145	80.221
1620.375	55.683	8.78	115.31	64.7998	40.245	90.5424	0.24797	80.174
1620.5	55.683	8.78	115.31	63.579	40.241	90.3655	0.24797	80.174
1620.625	55.683	8.78	115.31	62.3582	40.237	90.1886	0.24797	80.174
1620.75	55.2745	8.4875	112.6935	61.1375	40.233	90.0117	0.181825	80.127
1620.875	54.866	8.397	115.031	59.9167	40.229	89.8349	0.11591	80.08
1621	54.866	8.397	115.031	58.696	40.225	89.658	0.11591	80.08
1621.125	54.866	8.397	115.031	51.4379	46.1456	61.0546	0.11591	80.08
1621.25	60.6437	8.3655	115.56	51.0887	46.2993	60.9252	0.07225	77.7048
1621.375	60.5525	8.267	113.475	50.7396	46.4529	60.7959	0.05285	77.6325
1621.5	60.5525	8.267	113.475	50.3905	46.6065	60.6665	0.05285	77.6325
1621.625	60.5525	8.267	113.475	50.0414	46.7601	60.5371	0.05285	77.6325
1621.75	60.4613	8.1345	114.824	49.6922	46.9137	60.4077	0.04625	77.5602
1621.875	60.37	8.155	117.07	49.3431	47.0674	60.2784	0.04253	77.488
1622	60.37	8.155	117.07	48.994	47.221	60.149	0.04253	77.488
1622.125	60.37	8.155	117.07	66.2105	57.0376	58.636	0.04253	77.488
1622.25	60.7255	8.268	-999.25	66.851	56.5303	58.579	0.043635	80.014
1622.375	60.688	8.3	-999.25	67.4915	56.0229	58.522	-999.25	80.034
1622.5	60.688	8.3	-999.25	68.132	55.5155	58.465	-999.25	80.034
1622.625	60.688	8.3	-999.25	68.7725	55.0081	58.408	-999.25	80.034
1622.75	60.6505	8.3165	-999.25	69.413	54.5007	58.351	-999.25	80.054
1622.875	60.613	8.359	-999.25	70.0535	53.9934	58.294	-999.25	80.074
1623	60.613	8.359	-999.25	70.694	53.486	58.237	-999.25	80.074
1623.125	60.613	8.359	-999.25	99.6926	54.5133	102.5014	-999.25	80.074
1623.25	56.184	8.3895	-999.25	102.5102	55.7915	102.8838	-999.25	77.0332
1623.375	56.163	8.354	-999.25	105.3279	57.0697	103.2661	-999.25	77.1265
1623.5	56.163	8.354	-999.25	108.1455	58.348	103.6485	-999.25	77.1265
1623.625	56.163	8.354	-999.25	110.9631	59.6263	104.0309	-999.25	77.1265
1623.75	56.142	8.229	-999.25	113.7807	60.9045	104.4133	-999.25	77.2198
1623.875	56.121	8.101	-999.25	116.5984	62.1827	104.7956	-999.25	77.313
1624	56.121	8.101	-999.25	119.416	63.461	105.178	-999.25	77.313
1624.125	56.121	8.101	-999.25	95.9723	103.1851	102.6651	-999.25	77.313
1624.25	60.3475	8.034	-999.25	93.6695	104.5362	103.3962	-999.25	77.3857
1624.375	60.338	8.026	-999.25	91.3668	105.8874	104.1274	-999.25	77.3645
1624.5	60.338	8.026	-999.25	89.064	107.2385	104.8585	-999.25	77.3645
1624.625	60.338	8.026	-999.25	86.7612	108.5896	105.5896	-999.25	77.3645
1624.75	60.3285	8.052	-999.25	84.4585	109.9408	106.3207	-999.25	77.3432
1624.875	60.319	8.059	-999.25	82.1557	111.2919	107.0519	-999.25	77.322
1625	60.319	8.059	-999.25	79.853	112.643	107.783	-999.25	77.322
1625.125	60.319	8.059	-999.25	160.143	512.7758	148.8097	-999.25	77.322
1625.25	56.7598	8.055	-999.25	161.1	619.6125	147.9825	-999.25	77.4265
1625.375	56.8635	8.016	-999.25	162.057	726.4493	147.1552	-999.25	77.401
1625.5	56.8635	8.016	-999.25	163.014	833.286	146.328	-999.25	77.401
1625.625	56.8635	8.016	-999.25	163.971	940.1228	145.5007	-999.25	77.401
1625.75	56.9672	7.946	-999.25	164.928	1046.9596	144.6735	-999.25	77.3755
1625.875	57.071	7.864	-999.25	165.885	1153.7963	143.8463	-999.25	77.35
1626	57.071	7.864	-999.25	166.842	1260.6331	143.019	-999.25	77.35
1626.125	57.071	7.864	-999.25	219.8495	136.6929	121.02	-999.25	77.35
1626.25	68.0645	7.7145	-999.25	219.262	138.9108	120.829	-999.25	74.09
1626.375	68.175	7.275	-999.25	218.6745	141.1286	120.638	-999.25	74.086
1626.5	68.175	7.275	-999.25	218.087	143.3465	120.447	-999.25	74.086
1626.625	68.175	7.275	-999.25	217.4995	145.5644	120.256	-999.25	74.086
