DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	SP
1542.125	61.606	8.7	45.421	40.021	23.4754	25.4746	0.06419	78.979
1542.25	63.5202	8.722	44.9335	40.085	23.3557	25.6693	0.0688	73.1507
1542.375	63.4205	8.786	41.333	40.149	23.2361	25.8639	0.06728	73.1715
1542.5	63.4205	8.786	41.333	40.213	23.1165	26.0585	0.06728	73.1715
1542.625	63.4205	8.786	41.333	40.277	22.9969	26.2531	0.06728	73.1715
1542.75	63.3208	8.857	39.726	40.341	22.8773	26.4478	0.06664	73.1922
1542.875	63.221	8.895	39.448	40.405	22.7576	26.6424	0.06934	73.213
1543	63.221	8.895	39.448	40.469	22.638	26.837	0.06934	73.213
1543.125	63.221	8.895	39.448	14.9099	14.3767	15.1695	0.06934	73.213
1543.25	63.0073	8.931	37.027	14.5917	14.1995	14.981	0.06775	72.5802
1543.375	63.4545	8.979	34.274	14.2736	14.0223	14.7925	0.06146	72.6165
1543.5	63.4545	8.979	34.274	13.9555	13.845	14.604	0.06146	72.6165
1543.625	63.4545	8.979	34.274	13.6374	13.6677	14.4155	0.06146	72.6165
1543.75	63.9017	9.029	35.5135	13.3193	13.4905	14.227	0.053875	72.6528
1543.875	64.349	9.076	41.466	13.0011	13.3132	14.0385	0.05083	72.689
1544	64.349	9.076	41.466	12.683	13.136	13.85	0.05083	72.689
1544.125	64.349	9.076	41.466	6.7773	7.1025	8.9445	0.05083	72.689
1544.25	73.1052	9.097	49.7605	6.7655	7.113	9.045	0.05418	78.0997
1544.375	72.7925	9.099	54.559	6.7537	7.1235	9.1455	0.06302	77.9385
1544.5	72.7925	9.099	54.559	6.742	7.134	9.246	0.06302	77.9385
1544.625	72.7925	9.099	54.559	6.7303	7.1445	9.3465	0.06302	77.9385
1544.75	72.4798	9.0995	56.968	6.7185	7.155	9.447	0.075035	77.7773
1544.875	72.167	9.11	60.825	6.7067	7.1655	9.5475	0.08967	77.616
1545	72.167	9.11	60.825	6.695	7.176	9.648	0.08967	77.616
1545.125	72.167	9.11	60.825	10.3942	9.1949	11.0744	0.08967	77.616
1545.25	72.0295	9.149	61.2755	10.4965	9.3088	11.3617	0.095485	73.9272
1545.375	71.903	9.188	57.513	10.5988	9.4226	11.6491	0.08981	74.1325
1545.5	71.903	9.188	57.513	10.701	9.5365	11.9365	0.08981	74.1325
1545.625	71.903	9.188	57.513	10.8032	9.6504	12.2239	0.08981	74.1325
1545.75	71.7765	9.1985	57.0375	10.9055	9.7642	12.5112	0.08445	74.3378
1545.875	71.65	9.1986	64.658	11.0077	9.8781	12.7986	0.08851	74.543
1546	71.65	9.1986	64.658	11.11	9.992	13.086	0.08851	74.543
1546.125	71.65	9.1986	64.658	37.8968	19.2871	26.1134	0.08851	74.543
1546.25	60.6222	9.1986	70.0195	38.1755	19.3253	25.9507	0.09442	75.2992
1546.375	60.7185	9.1987	62.426	38.4543	19.3634	25.7881	0.08726	75.2485
1546.5	60.7185	9.1987	62.426	38.733	19.4015	25.6255	0.08726	75.2485
1546.625	60.7185	9.1987	62.426	39.0117	19.4396	25.4629	0.08726	75.2485
1546.75	60.8148	9.1987	48.1455	39.2905	19.4778	25.3003	0.06987	75.1978
1546.875	60.911	9.1988	38.708	39.5692	19.5159	25.1376	0.05654	75.147
1547	60.911	9.1988	38.708	39.848	19.554	24.975	0.05654	75.147
1547.125	60.911	9.1988	38.708	19.4755	14.4957	16.9055	0.05654	75.147
1547.25	62.0708	9.1989	37.019	19.367	14.4335	16.831	0.050635	75.6497
1547.375	62.0855	9.1989	38.629	19.2585	14.3713	16.7565	0.04802	75.8105
1547.5	62.0855	9.1989	38.629	19.15	14.309	16.682	0.04802	75.8105
1547.625	62.0855	9.1989	38.629	19.0415	14.2467	16.6075	0.04802	75.8105
1547.75	62.1003	9.199	40.564	18.933	14.1845	16.533	0.046665	75.9713
1547.875	62.115	9.203	48.25	18.8245	14.1223	16.4585	0.04945	76.132
1548	62.115	9.203	48.25	18.716	14.06	16.384	0.04945	76.132
1548.125	62.115	9.203	48.25	10.1146	9.2813	11.0912	0.04945	76.132
1548.25	64.877	9.224	66.702	10.0672	9.2365	10.9915	0.05602	74.9305
1548.375	65.035	9.235	81.011	10.0199	9.1918	10.8918	0.06167	74.877
1548.5	65.035	9.235	81.011	9.9725	9.147	10.792	0.06167	74.877
1548.625	65.035	9.235	81.011	9.9251	9.1023	10.6922	0.06167	74.877
1548.75	65.193	9.214	83.3815	9.8778	9.0575	10.5925	0.063605	74.8235
1548.875	65.351	9.2	82.591	9.8304	9.0128	10.4928	0.06576	74.77
1549	65.351	9.2	82.591	9.783	8.968	10.393	0.06576	74.77
1549.125	65.351	9.2	82.591	11.6869	10.6228	14.2537	0.06576	74.77
1549.25	68.2383	9.2015	73.7315	11.8277	10.7055	14.3745	0.07056	74.2615
1549.375	68.1595	9.222	61.057	11.9686	10.7882	14.4953	0.08068	74.309
1549.5	68.1595	9.222	61.057	12.1095	10.871	14.616	0.08068	74.309
1549.625	68.1595	9.222	61.057	12.2504	10.9537	14.7367	0.08068	74.309
1549.75	68.0807	9.25	55.691	12.3913	11.0365	14.8575	0.09129	74.3565
1549.875	68.002	9.236	52.498	12.5321	11.1192	14.9783	0.08984	74.404
1550	68.002	9.236	52.498	12.673	11.202	15.099	0.08984	74.404
1550.125	68.002	9.236	52.498	21.076	15.1975	22.2448	0.08984	74.404
1550.25	61.0415	9.2065	49.2565	20.844	15.11	21.9165	0.079375	75.0683
1550.375	61.247	9.2046	47.57	20.612	15.0225	21.5882	0.06801	75.1705
1550.5	61.247	9.2046	47.57	20.38	14.935	21.26	0.06801	75.1705
1550.625	61.247	9.2046	47.57	20.148	14.8475	20.9318	0.06801	75.1705
1550.75	61.4525	9.2028	42.996	19.916	14.76	20.6035	0.05575	75.2728
1550.875	61.658	9.2009	38.008	19.684	14.6725	20.2752	0.04916	75.375
1551	61.658	9.2009	38.008	19.452	14.585	19.947	0.04916	75.375
1551.125	61.658	9.2009	38.008	21.1974	17.1539	19.923	0.04916	75.375
1551.25	69.5055	9.199	38.4715	21.7048	17.5058	20.377	0.049855	71.3518
1551.375	69.251	9.198	40.982	22.2121	17.8576	20.831	0.05727	71.3335
1551.5	69.251	9.198	40.982	22.7195	18.2095	21.285	0.05727	71.3335
1551.625	69.251	9.198	40.982	23.2269	18.5614	21.739	0.05727	71.3335
1551.75	68.9965	9.182	43.308	23.7343	18.9132	22.193	0.071715	71.3152
1551.875	68.742	9.14	45.261	24.2416	19.2651	22.647	0.08709	71.297
1552	68.742	9.14	45.261	24.749	19.617	23.101	0.08709	71.297
1552.125	68.742	9.14	45.261	29.4115	17.8684	22.7909	0.08709	71.297
1552.25	61.1973	9.1065	45.446	28.907	17.6187	22.1887	0.089695	75.4307
1552.375	61.1175	9.099	42.239	28.4025	17.3691	21.5866	0.08696	75.2715
1552.5	61.1175	9.099	42.239	27.898	17.1195	20.9845	0.08696	75.2715
1552.625	61.1175	9.099	42.239	27.3935	16.8699	20.3824	0.08696	75.2715
1552.75	61.0378	9.094	36.494	26.889	16.6203	19.7803	0.08204	75.1123
1552.875	60.958	9.082	34.127	26.3845	16.3706	19.1781	0.07604	74.953
1553	60.958	9.082	34.127	25.88	16.121	18.576	0.07604	74.953
1553.125	60.958	9.082	34.127	18.5287	19.1191	33.6614	0.07604	74.953
1553.25	59.4533	9.084	37.853	18.8935	19.3013	33.8937	0.069485	73.8517
1553.375	59.1705	9.093	45.269	19.2582	19.4834	34.1261	0.06568	73.9195
1553.5	59.1705	9.093	45.269	19.623	19.6655	34.3585	0.06568	73.9195
1553.625	59.1705	9.093	45.269	19.9878	19.8476	34.5909	0.06568	73.9195
1553.75	58.8877	9.084	51.0775	20.3525	20.0297	34.8232	0.063015	73.9873
1553.875	58.605	9.082	47.469	20.7173	20.2119	35.0556	0.05622	74.055
1554	58.605	9.082	47.469	21.082	20.394	35.288	0.05622	74.055
1554.125	58.605	9.082	47.469	22.8938	18.993	19.7768	0.05622	74.055
1554.25	57.6695	9.092	39.8335	22.5905	18.766	19.3865	0.04289	74.0323
1554.375	57.944	9.083	38.364	22.2873	18.539	18.9963	0.03421	74.1545
1554.5	57.944	9.083	38.364	21.984	18.312	18.606	0.03421	74.1545
1554.625	57.944	9.083	38.364	21.6807	18.085	18.2157	0.03421	74.1545
1554.75	58.2185	9.049	38.108	21.3775	17.858	17.8255	0.033225	74.2767
1554.875	58.493	9.015	35.521	21.0742	17.631	17.4352	0.03073	74.399
1555	58.493	9.015	35.521	20.771	17.404	17.045	0.03073	74.399
1555.125	58.493	9.015	35.521	14.6335	15.1844	25.8869	0.03073	74.399
1555.25	62.8927	9.001	36.691	14.525	15.0747	25.7157	0.03366	73.8683
1555.375	62.5155	9.0005	42.448	14.4165	14.9651	25.5446	0.0426	73.8085
1555.5	62.5155	9.0005	42.448	14.308	14.8555	25.3735	0.0426	73.8085
1555.625	62.5155	9.0005	42.448	14.1995	14.7459	25.2024	0.0426	73.8085
1555.75	62.1383	9	47.2	14.091	14.6362	25.0313	0.05217	73.7487
1555.875	61.761	8.9995	46.088	13.9825	14.5266	24.8601	0.05638	73.689
1556	61.761	8.9995	46.088	13.874	14.417	24.689	0.05638	73.689
1556.125	61.761	8.9995	46.088	9.7959	9.9654	11.6096	0.05638	73.689
1556.25	70.951	8.999	41.5375	9.7727	10.0008	11.8263	0.052405	72.4997
1556.375	70.88	9.003	42.332	9.7496	10.0361	12.0429	0.04785	72.3705
1556.5	70.88	9.003	42.332	9.7265	10.0715	12.2595	0.04785	72.3705
1556.625	70.88	9.003	42.332	9.7034	10.1069	12.4761	0.04785	72.3705
1556.75	70.809	9.0315	49.5795	9.6803	10.1423	12.6927	0.053165	72.2412
1556.875	70.738	9.076	57.241	9.6571	10.1776	12.9094	0.06701	72.112
1557	70.738	9.076	57.241	9.634	10.213	13.126	0.06701	72.112
1557.125	70.738	9.076	57.241	34.5858	19.496	28.0363	0.06701	72.112
1557.25	64.782	9.097	58.606	34.6455	19.713	28.8095	0.07113	74.9533
1557.375	64.626	9.1	52.309	34.7052	19.93	29.5828	0.0606	74.8575
1557.5	64.626	9.1	52.309	34.765	20.147	30.356	0.0606	74.8575
1557.625	64.626	9.1	52.309	34.8248	20.364	31.1293	0.0606	74.8575
1557.75	64.47	9.109	45.6975	34.8845	20.581	31.9025	0.05491	74.7617
1557.875	64.314	9.118	43.527	34.9443	20.798	32.6758	0.05537	74.666
1558	64.314	9.118	43.527	35.004	21.015	33.449	0.05537	74.666
1558.125	64.314	9.118	43.527	26.061	16.1551	15.7902	0.05537	74.666
1558.25	60.5198	9.109	41.174	26.063	16.4753	15.8755	0.05341	77.055
1558.375	61.4775	9.1	36.867	26.065	16.7954	15.9607	0.04772	77.142
1558.5	61.4775	9.1	36.867	26.067	17.1155	16.046	0.04772	77.142
1558.625	61.4775	9.1	36.867	26.069	17.4356	16.1312	0.04772	77.142
1558.75	62.4352	9.1135	35.0305	26.071	17.7558	16.2165	0.040505	77.229
1558.875	63.393	9.167	37.58	26.073	18.0759	16.3018	0.03989	77.316
1559	63.393	9.167	37.58	26.075	18.396	16.387	0.03989	77.316
1559.125	63.393	9.167	37.58	15.8149	12.1559	15.4015	0.03989	77.316
1559.25	59.6145	9.225	42.77	15.7048	12.0417	15.124	0.04494	75.9508
1559.375	59.791	9.191	43.882	15.5946	11.9276	14.8465	0.05258	75.8385
1559.5	59.791	9.191	43.882	15.4845	11.8135	14.569	0.05258	75.8385
1559.625	59.791	9.191	43.882	15.3744	11.6994	14.2915	0.05258	75.8385
1559.75	59.9675	9.136	42.032	15.2642	11.5853	14.014	0.052295	75.7262
1559.875	60.144	9.161	42.033	15.1541	11.4711	13.7365	0.04497	75.614
1560	60.144	9.161	42.033	15.044	11.357	13.459	0.04497	75.614
1560.125	60.144	9.161	42.033	10.2369	9.6753	13.8013	0.04497	75.614
1560.25	68.45	9.2085	43.0945	10.3097	9.7215	13.9245	0.04652	70.3852
1560.375	68.384	9.232	47.995	10.3826	9.7677	14.0478	0.05994	70.4055
1560.5	68.384	9.232	47.995	10.4555	9.814	14.171	0.05994	70.4055
1560.625	68.384	9.232	47.995	10.5284	9.8602	14.2942	0.05994	70.4055
1560.75	68.318	9.254	54.0455	10.6012	9.9065	14.4175	0.075105	70.4258
1560.875	68.252	9.275	54.495	10.6741	9.9527	14.5407	0.0795	70.446
1561	68.252	9.275	54.495	10.747	9.999	14.664	0.0795	70.446
1561.125	68.252	9.275	54.495	15.384	11.417	13.5561	0.0795	70.446
1561.25	62.1885	9.2775	51.7765	15.339	11.384	13.4753	0.074885	71.7565
1561.375	62.228	9.274	49.332	15.294	11.351	13.3944	0.06516	71.792
1561.5	62.228	9.274	49.332	15.249	11.318	13.3135	0.06516	71.792
1561.625	62.228	9.274	49.332	15.204	11.285	13.2326	0.06516	71.792
1561.75	62.2675	9.279	46.541	15.159	11.252	13.1517	0.05601	71.8275
1561.875	62.307	9.289	43.294	15.114	11.219	13.0709	0.05254	71.863
1562	62.307	9.289	43.294	15.069	11.186	12.99	0.05254	71.863
1562.125	62.307	9.289	43.294	8.6978	6.9954	9.3449	0.05254	71.863
1562.25	67.2925	9.284	42.742	8.7165	6.9827	9.3398	0.056975	73.3455
1562.375	67.282	9.282	45.809	8.7353	6.9701	9.3346	0.06626	73.22
1562.5	67.282	9.282	45.809	8.754	6.9575	9.3295	0.06626	73.22
1562.625	67.282	9.282	45.809	8.7727	6.9449	9.3244	0.06626	73.22
1562.75	67.2715	9.294	49.0335	8.7915	6.9323	9.3193	0.07557	73.0945
1562.875	67.261	9.303	53.68	8.8103	6.9196	9.3141	0.08362	72.969
1563	67.261	9.303	53.68	8.829	6.907	9.309	0.08362	72.969
1563.125	67.261	9.303	53.68	8.48	8.7974	11.6374	0.08362	72.969
1563.25	65.902	9.332	58.518	8.48	8.7507	11.5898	0.089365	74.4995
1563.375	65.854	9.352	58.375	8.48	8.7041	11.5421	0.09271	74.71
1563.5	65.854	9.352	58.375	8.48	8.6575	11.4945	0.09271	74.71
1563.625	65.854	9.352	58.375	8.48	8.6109	11.4469	0.09271	74.71
1563.75	65.806	9.233	55.068	8.48	8.5642	11.3993	0.093255	74.9205
1563.875	65.758	9.063	51.985	8.48	8.5176	11.3516	0.08907	75.131
1564	65.758	9.063	51.985	8.48	8.471	11.304	0.08907	75.131
1564.125	65.758	9.063	51.985	9.7858	9.6469	11.0965	0.08907	75.131
1564.25	70.7318	9.0025	50.2525	9.8345	9.7198	11.304	0.084005	77.32
1564.375	70.8785	9.0018	50.169	9.8833	9.7926	11.5115	0.0837	77.232
1564.5	70.8785	9.0018	50.169	9.932	9.8655	11.719	0.0837	77.232
1564.625	70.8785	9.0018	50.169	9.9808	9.9384	11.9265	0.0837	77.232
1564.75	71.0252	9.0011	52.868	10.0295	10.0112	12.134	0.088175	77.144
1564.875	71.172	9.0004	57.777	10.0782	10.0841	12.3415	0.09193	77.056
1565	71.172	9.0004	57.777	10.127	10.157	12.549	0.09193	77.056
1565.125	71.172	9.0004	57.777	12.2181	11.0564	11.812	0.09193	77.056
1565.25	60.2025	8.9997	62.0795	12.1022	10.9618	11.616	0.08826	78.4133
1565.375	60.419	8.999	61.37	11.9864	10.8671	11.42	0.07877	78.3995
1565.5	60.419	8.999	61.37	11.8705	10.7725	11.224	0.07877	78.3995
1565.625	60.419	8.999	61.37	11.7546	10.6779	11.028	0.07877	78.3995
1565.75	60.6355	8.99	51.7055	11.6388	10.5833	10.832	0.06306	78.3857
1565.875	60.852	8.949	44.029	11.5229	10.4886	10.636	0.05379	78.372
1566	60.852	8.949	44.029	11.407	10.394	10.44	0.05379	78.372
1566.125	60.852	8.949	44.029	6.6978	7.0286	7.728	0.05379	78.372
1566.25	72.4783	8.931	46.815	6.6805	7.0073	7.714	0.05495	77.9515
1566.375	72.4325	8.969	54.981	6.6632	6.9859	7.7	0.06623	77.81
1566.5	72.4325	8.969	54.981	6.646	6.9645	7.686	0.06623	77.81
1566.625	72.4325	8.969	54.981	6.6288	6.9431	7.672	0.06623	77.81
1566.75	72.3867	8.997	64.2585	6.6115	6.9218	7.658	0.07877	77.6685
1566.875	72.341	8.9972	70.019	6.5943	6.9004	7.644	0.09068	77.527
1567	72.341	8.9972	70.019	6.577	6.879	7.63	0.09068	77.527
1567.125	72.341	8.9972	70.019	6.3304	6.4159	6.5559	0.09068	77.527
1567.25	74.3645	8.9974	69.1265	6.3298	6.4237	6.5577	0.101445	79.1328
1567.375	74.439	8.9976	68.046	6.3291	6.4316	6.5596	0.10215	78.9875
1567.5	74.439	8.9976	68.046	6.3285	6.4395	6.5615	0.10215	78.9875
1567.625	74.439	8.9976	68.046	6.3279	6.4474	6.5634	0.10215	78.9875
1567.75	74.5135	8.9978	71.6935	6.3273	6.4553	6.5652	0.10571	78.8422
1567.875	74.588	8.998	75.34	6.3266	6.4631	6.5671	0.11623	78.697
1568	74.588	8.998	75.34	6.326	6.471	6.569	0.11623	78.697
1568.125	74.588	8.998	75.34	7.2826	7.3544	8.688	0.11623	78.697
1568.25	71.0697	8.9982	76.5455	7.2822	7.3428	8.678	0.12342	76.5105
1568.375	71.0265	8.9984	76.514	7.2819	7.3311	8.668	0.12429	76.3
1568.5	71.0265	8.9984	76.514	7.2815	7.3195	8.658	0.12429	76.3
1568.625	71.0265	8.9984	76.514	7.2811	7.3079	8.648	0.12429	76.3
1568.75	70.9833	8.9986	73.716	7.2808	7.2962	8.638	0.1192	76.0895
1568.875	70.94	8.9988	67.591	7.2804	7.2846	8.628	0.11336	75.879
1569	70.94	8.9988	67.591	7.28	7.273	8.618	0.11336	75.879
1569.125	70.94	8.9988	67.591	6.5334	6.5985	6.6412	0.11336	75.879
1569.25	74.4408	8.999	62.763	6.5168	6.594	6.6675	0.10417	79.6702
1569.375	74.3895	8.996	64.612	6.5001	6.5895	6.6937	0.11005	79.6305
1569.5	74.3895	8.996	64.612	6.4835	6.585	6.72	0.11005	79.6305
1569.625	74.3895	8.996	64.612	6.4669	6.5805	6.7462	0.11005	79.6305
1569.75	74.3382	8.984	71.4425	6.4502	6.576	6.7725	0.11929	79.5908
1569.875	74.287	8.982	75.235	6.4336	6.5715	6.7987	0.11993	79.551
1570	74.287	8.982	75.235	6.417	6.567	6.825	0.11993	79.551
1570.125	74.287	8.982	75.235	6.0861	5.9653	5.7814	0.11993	79.551
1570.25	75.3295	8.994	73.436	6.0743	5.9625	5.7898	0.11729	78.291
1570.375	75.615	8.9946	69.398	6.0624	5.9598	5.7981	0.11663	78.439
1570.5	75.615	8.9946	69.398	6.0505	5.957	5.8065	0.11663	78.439
1570.625	75.615	8.9946	69.398	6.0386	5.9542	5.8149	0.11663	78.439
1570.75	75.9005	8.9952	66.2255	6.0267	5.9515	5.8232	0.121815	78.587
1570.875	76.186	8.9959	64.901	6.0149	5.9488	5.8316	0.1299	78.735
1571	76.186	8.9959	64.901	6.003	5.946	5.84	0.1299	78.735
1571.125	76.186	8.9959	64.901	5.6883	5.6946	5.7199	0.1299	78.735
1571.25	80.228	8.9965	64.034	5.7075	5.7073	5.7267	0.13664	81.4922
1571.375	80.55	8.9971	62.663	5.7267	5.7199	5.7336	0.13795	81.4805
1571.5	80.55	8.9971	62.663	5.746	5.7325	5.7405	0.13795	81.4805
1571.625	80.55	8.9971	62.663	5.7653	5.7451	5.7474	0.13795	81.4805
1571.75	80.872	8.9977	61.3985	5.7845	5.7578	5.7543	0.13968	81.4688
1571.875	81.194	8.9984	61.001	5.8038	5.7704	5.7611	0.1504	81.457
1572	81.194	8.9984	61.001	5.823	5.783	5.768	0.1504	81.457
1572.125	81.194	8.9984	61.001	10.494	10.1389	13.2549	0.1504	81.457
1572.25	68.5095	8.999	60.6235	10.593	10.1987	13.3558	0.16382	81.3248
1572.375	68.012	8.992	58.942	10.692	10.2586	13.4566	0.16724	81.3175
1572.5	68.012	8.992	58.942	10.791	10.3185	13.5575	0.16724	81.3175
1572.625	68.012	8.992	58.942	10.89	10.3784	13.6584	0.16724	81.3175
1572.75	67.5145	8.981	55.404	10.989	10.4382	13.7593	0.15514	81.3102
1572.875	67.017	8.986	53.172	11.088	10.4981	13.8601	0.12975	81.303
1573	67.017	8.986	53.172	11.187	10.558	13.961	0.12975	81.303
1573.125	67.017	8.986	53.172	10.2185	9.8625	9.9329	0.12975	81.303
1573.25	70.4232	8.9975	54.9095	10.186	9.854	9.9198	0.10806	73.191
1573.375	70.6085	8.9977	57.647	10.1535	9.8455	9.9066	0.10125	73.233
1573.5	70.6085	8.9977	57.647	10.121	9.837	9.8935	0.10125	73.233
1573.625	70.6085	8.9977	57.647	10.0885	9.8285	9.8804	0.10125	73.233
1573.75	70.7937	8.998	59.667	10.056	9.82	9.8672	0.102995	73.275
1573.875	70.979	8.9982	61.849	10.0235	9.8115	9.8541	0.1055	73.317
1574	70.979	8.9982	61.849	9.991	9.803	9.841	0.1055	73.317
1574.125	70.979	8.9982	61.849	12.0948	11.1851	14.5143	0.1055	73.317
1574.25	66.9218	8.9985	63.62	12.1635	11.2003	14.4945	0.10737	77.075
1574.375	66.7845	8.9987	64.964	12.2323	11.2154	14.4748	0.109	77.036
1574.5	66.7845	8.9987	64.964	12.301	11.2305	14.455	0.109	77.036
1574.625	66.7845	8.9987	64.964	12.3698	11.2456	14.4353	0.109	77.036
1574.75	66.6472	8.999	65.771	12.4385	11.2607	14.4155	0.10296	76.997
1574.875	66.51	9.003	62.939	12.5072	11.2759	14.3958	0.09217	76.958
1575	66.51	9.003	62.939	12.576	11.291	14.376	0.09217	76.958
1575.125	66.51	9.003	62.939	10.3864	9.2859	10.6286	0.09217	76.958
1575.25	66.9925	9.0315	57.599	10.3267	9.2257	10.5463	0.08375	73.7087
1575.375	67.187	9.076	54.852	10.2671	9.1656	10.4639	0.07968	73.5525
1575.5	67.187	9.076	54.852	10.2075	9.1055	10.3815	0.07968	73.5525
1575.625	67.187	9.076	54.852	10.1479	9.0454	10.2991	0.07968	73.5525
1575.75	67.3815	9.097	54.7625	10.0883	8.9852	10.2168	0.08116	73.3962
1575.875	67.576	9.103	57.38	10.0286	8.9251	10.1344	0.08612	73.24
1576	67.576	9.103	57.38	9.969	8.865	10.052	0.08612	73.24
1576.125	67.576	9.103	57.38	4.4284	4.8546	5.6347	0.08612	73.24
1576.25	77.1723	9.1295	64.942	4.3877	4.8073	5.5655	0.095305	72.8695
1576.375	77.3765	9.163	74.532	4.3471	4.7599	5.4963	0.10934	73.073
1576.5	77.3765	9.163	74.532	4.3065	4.7125	5.427	0.10934	73.073
1576.625	77.3765	9.163	74.532	4.2659	4.6651	5.3577	0.10934	73.073
1576.75	77.5807	9.181	81.784	4.2253	4.6177	5.2885	0.13163	73.2765
1576.875	77.785	9.215	86.859	4.1846	4.5704	5.2193	0.15238	73.48
1577	77.785	9.215	86.859	4.144	4.523	5.15	0.15238	73.48
1577.125	77.785	9.215	86.859	4.4746	4.797	6.2051	0.15238	73.48
1577.25	84.1975	9.2665	91.0205	4.5282	4.864	6.3702	0.169515	73.5693
1577.375	83.683	9.296	93.253	4.5819	4.931	6.5354	0.18433	73.5755
1577.5	83.683	9.296	93.253	4.6355	4.998	6.7005	0.18433	73.5755
1577.625	83.683	9.296	93.253	4.6891	5.065	6.8656	0.18433	73.5755
1577.75	83.1685	9.2975	96.5635	4.7428	5.132	7.0308	0.19782	73.5817
1577.875	82.654	9.299	99.301	4.7964	5.199	7.1959	0.20254	73.588
1578	82.654	9.299	99.301	4.85	5.266	7.361	0.20254	73.588
1578.125	82.654	9.299	99.301	9.9508	8.0262	9.8665	0.20254	73.588
1578.25	63.8532	9.3015	94.7175	9.8395	7.9505	9.643	0.186645	72.079
1578.375	64.4755	9.323	80.674	9.7283	7.8748	9.4195	0.15235	72.322
1578.5	64.4755	9.323	80.674	9.617	7.799	9.196	0.15235	72.322
1578.625	64.4755	9.323	80.674	9.5057	7.7232	8.9725	0.15235	72.322
1578.75	65.0977	9.3665	61.1445	9.3945	7.6475	8.749	0.110705	72.565
1578.875	65.72	9.399	50.15	9.2832	7.5717	8.5255	0.07761	72.808
1579	65.72	9.399	50.15	9.172	7.496	8.302	0.07761	72.808
1579.125	65.72	9.399	50.15	3.1233	3.3231	3.99	0.07761	72.808
1579.25	83.7347	9.4315	54.1005	3.0945	3.2862	3.934	0.06812	74.6035
1579.375	83.9165	9.475	66.853	3.0657	3.2494	3.878	0.08399	74.739
1579.5	83.9165	9.475	66.853	3.037	3.2125	3.822	0.08399	74.739
1579.625	83.9165	9.475	66.853	3.0082	3.1756	3.766	0.08399	74.739
1579.75	84.0983	9.4965	82.153	2.9795	3.1388	3.71	0.11838	74.8745
1579.875	84.28	9.4967	92.624	2.9507	3.1019	3.654	0.15234	75.01
1580	84.28	9.4967	92.624	2.922	3.065	3.598	0.15234	75.01
1580.125	84.28	9.4967	92.624	1.996	2.0451	2.4862	0.15234	75.01
1580.25	101.768	9.497	98.364	1.993	2.0423	2.4875	0.18199	75.0427
1580.375	101.74	9.4972	106.517	1.99	2.0394	2.4887	0.21045	75.0955
1580.5	101.74	9.4972	106.517	1.987	2.0365	2.49	0.21045	75.0955
1580.625	101.74	9.4972	106.517	1.984	2.0336	2.4912	0.21045	75.0955
1580.75	101.712	9.4974	117.0705	1.981	2.0308	2.4925	0.253935	75.1482
1580.875	101.684	9.4976	123.945	1.978	2.0279	2.4937	0.28742	75.201
1581	101.684	9.4976	123.945	1.975	2.025	2.495	0.28742	75.201
1581.125	101.684	9.4976	123.945	2.0689	2.0524	2.5182	0.28742	75.201
1581.25	99.7787	9.4979	127.102	2.0728	2.0547	2.5185	0.296435	71.6563
1581.375	99.9435	9.4981	130.029	2.0766	2.0571	2.5187	0.29511	71.3955
1581.5	99.9435	9.4981	130.029	2.0805	2.0595	2.519	0.29511	71.3955
1581.625	99.9435	9.4981	130.029	2.0844	2.0619	2.5192	0.29511	71.3955
1581.75	100.1083	9.4983	130.3695	2.0882	2.0642	2.5195	0.29471	71.1348
1581.875	100.273	9.4985	129.514	2.0921	2.0666	2.5197	0.2957	70.874
1582	100.273	9.4985	129.514	2.096	2.069	2.52	0.2957	70.874
1582.125	100.273	9.4985	129.514	2.5079	2.5452	3.3104	0.2957	70.874
1582.25	91.506	9.4988	129.339	2.5138	2.5485	3.3067	0.29991	72.7148
1582.375	91.248	9.499	127.784	2.5196	2.5518	3.3031	0.29956	72.8415
1582.5	91.248	9.499	127.784	2.5255	2.555	3.2995	0.29956	72.8415
1582.625	91.248	9.499	127.784	2.5314	2.5582	3.2959	0.29956	72.8415
1582.75	90.99	9.4995	124.023	2.5373	2.5615	3.2923	0.29045	72.9682
1582.875	90.732	9.506	119.041	2.5431	2.5648	3.2886	0.28014	73.095
1583	90.732	9.506	119.041	2.549	2.568	3.285	0.28014	73.095
1583.125	90.732	9.506	119.041	2.5999	2.657	3.2603	0.28014	73.095
1583.25	91.6465	9.517	114.205	2.5998	2.658	3.2615	0.2677	75.1407
1583.375	91.529	9.512	109.879	2.5996	2.659	3.2628	0.25531	75.2135
1583.5	91.529	9.512	109.879	2.5995	2.66	3.264	0.25531	75.2135
1583.625	91.529	9.512	109.879	2.5994	2.661	3.2652	0.25531	75.2135
1583.75	91.4115	9.501	107.2365	2.5992	2.662	3.2665	0.24922	75.2863
1583.875	91.294	9.5009	108.441	2.5991	2.663	3.2678	0.2493	75.359
1584	91.294	9.5009	108.441	2.599	2.664	3.269	0.2493	75.359
1584.125	91.294	9.5009	108.441	2.9992	3.054	3.8722	0.2493	75.359
1584.25	88.8192	9.5008	110.0535	3.0055	3.06	3.8845	0.247415	75.138
1584.375	88.5805	9.5007	108.241	3.0117	3.066	3.8967	0.24184	75.101
