DEPTH	BHC	DCOR	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
440.25	159.5457	0.01448	56.3786	-999.25	-999.25	-999.25	0.492733	-999.25	-999.25	-52.6875
440.5	162.7067	0.01924	56.2459	-999.25	-999.25	-999.25	0.478866	-999.25	-999.25	-52.856
440.75	164.0799	0.02484	59.1834	-999.25	-999.25	-999.25	0.443481	-999.25	-999.25	-53.2375
441	164.1602	0.01852	63.18	-999.25	-999.25	-999.25	0.429734	-999.25	-999.25	-53.0755
441.25	165.3069	0.016933	64.0614	-999.25	-999.25	-999.25	0.43724	-999.25	-999.25	-52.9081
441.5	166.1534	0.01708	55.1744	-999.25	-999.25	-999.25	0.44132	-999.25	-999.25	-51.9863
441.75	156.3432	0.021734	52.5938	-999.25	-999.25	-999.25	0.448733	-999.25	-999.25	-49.5907
442	152.3926	0.024413	50.584	-999.25	-999.25	-999.25	0.434173	-999.25	-999.25	-48.9115
442.25	152.2654	0.01924	52.6946	-999.25	-999.25	-999.25	0.43872	-999.25	-999.25	-47.5995
442.5	146.2437	0.02424	50.4019	-999.25	-999.25	-999.25	0.449987	-999.25	-999.25	-44.75
442.75	142.5792	0.03672	47.3671	-999.25	-999.25	-999.25	0.44928	-999.25	-999.25	-42.2959
443	139.2326	0.055119	47.2107	-999.25	-999.25	-999.25	0.44712	-999.25	-999.25	-39.1927
443.25	138.6387	0.073227	48.0324	-999.25	-999.25	-999.25	0.43476	-999.25	-999.25	-36.0895
443.5	137.247	0.075107	45.1301	-999.25	-999.25	-999.25	0.44348	-999.25	-999.25	-34.9976
443.75	139.345	0.080561	44.2167	-999.25	-999.25	-999.25	0.43608	-999.25	-999.25	-33.4148
444	142.2138	0.033386	45.2424	-999.25	-999.25	-999.25	0.431026	-999.25	-999.25	-32.2883
444.25	144.2666	0.029547	43.2985	-999.25	-999.25	-999.25	0.431133	-999.25	-999.25	-31.7481
444.5	144.5686	0.04724	41.9649	-999.25	-999.25	-999.25	0.4454	-999.25	-999.25	-32.0563
444.75	144.1293	0.040293	43.2995	-999.25	-999.25	-999.25	0.444026	-999.25	-999.25	-32.2678
445	146.527	0.03336	44.5508	-999.25	-999.25	-999.25	0.4492	-999.25	-999.25	-32.5716
445.25	150.2161	0.017119	45.5107	-999.25	-999.25	-999.25	0.46416	-999.25	-999.25	-32.5844
445.5	147.9521	0.035974	45.5474	-999.25	-999.25	-999.25	0.453306	-999.25	-999.25	-36.9211
445.75	146.6975	0.048173	45.5515	-999.25	-999.25	-999.25	0.462507	-999.25	-999.25	-38.9056
446	152.4214	0.05604	44.8399	-999.25	-999.25	-999.25	0.50248	-999.25	-999.25	-43.5889
446.25	156.6322	0.03156	46.8319	-999.25	-999.25	-999.25	0.491573	-999.25	-999.25	-46.8384
446.5	159.7505	0.007413	49.5948	-999.25	-999.25	-999.25	0.504893	-999.25	-999.25	-48.0317
446.75	160.9482	0.01416	50.1177	-999.25	-999.25	-999.25	0.517641	-999.25	-999.25	-49.4183
447	163.3533	0.018987	48.8849	-999.25	-999.25	-999.25	0.469892	-999.25	-999.25	-49.9334
447.25	166.0283	0.013	52.9905	-999.25	-999.25	-999.25	0.476547	-999.25	-999.25	-50.2826
447.5	167.5942	0.01644	55.8694	-999.25	-999.25	-999.25	0.49024	-999.25	-999.25	-50.5127
447.75	169.7959	0.006266	55.5377	-999.25	-999.25	-999.25	0.498973	-999.25	-999.25	-50.6804
448	173.3625	0.007413	56.0187	-999.25	-999.25	-999.25	0.478866	-999.25	-999.25	-50.5156
448.25	175.3583	0.008942	58.0461	-999.25	-999.25	-999.25	0.48556	-999.25	-999.25	-49.7855
448.5	175.3925	0.010471	59.1441	-999.25	-999.25	-999.25	0.493493	-999.25	-999.25	-49.5653
448.75	174.5843	0.012	57.2578	-999.25	-999.25	-999.25	0.493453	-999.25	-999.25	-49.0749
449	173.4534	0.01268	54.6241	-999.25	-999.25	-999.25	0.481	-999.25	-999.25	-48.7764
449.25	173.3952	0.009	54.7929	-999.25	-999.25	-999.25	0.47652	-999.25	-999.25	-49.0049
449.5	169.6	0.009413	55.7505	-999.25	-999.25	-999.25	0.473347	-999.25	-999.25	-49.7146
449.75	166.1049	0.01224	57.6867	-999.25	-999.25	-999.25	0.47724	-999.25	-999.25	-50.4244
450	164.8643	0.01724	58.7412	-999.25	-999.25	-999.25	0.489707	-999.25	-999.25	-51.1341
450.25	164.1372	0.022827	56.8135	-999.25	-999.25	-999.25	0.497973	-999.25	-999.25	-51.2471
450.5	160.8485	0.02616	53.9873	-999.25	-999.25	-999.25	0.493321	-999.25	-999.25	-51.5024
450.75	160.4114	0.029493	57.0192	-999.25	-999.25	-999.25	0.479227	-999.25	-999.25	-52.0341
451	162.1649	0.030347	57.8203	-999.25	-999.25	-999.25	0.498307	-999.25	-999.25	-52.1349
451.25	163.6285	0.028	56.1527	-999.25	-999.25	-999.25	0.508881	-999.25	-999.25	-52.3631
451.5	164.1648	0.028747	53.6694	-999.25	-999.25	-999.25	0.49376	-999.25	-999.25	-52.4551
451.75	162.3551	0.02852	52.912	-999.25	-999.25	-999.25	0.49552	-999.25	-999.25	-51.8404
452	159.4559	0.0282	49.846	-999.25	-999.25	-999.25	0.471561	-999.25	-999.25	-51.3311
452.25	153.5188	0.013773	46.8168	-999.25	-999.25	-999.25	0.458733	-999.25	-999.25	-51.2774
452.5	150.7629	0.010413	44.6657	-999.25	-999.25	-999.25	0.46124	-999.25	-999.25	-51.0142
452.75	142.2821	0.01224	45.0624	-999.25	-999.25	-999.25	0.46424	-999.25	-999.25	-49.8931
453	137.0895	0.01724	44.2756	-999.25	-999.25	-999.25	0.467	-999.25	-999.25	-49.8461
453.25	130.5804	0.01852	42.5672	-999.25	-999.25	-999.25	0.44024	-999.25	-999.25	-49.4698
453.5	145.3427	0.01608	41.992	-999.25	-999.25	-999.25	0.453919	-999.25	-999.25	-49.1633
453.75	147.7309	0.022227	42.4294	-999.25	-999.25	-999.25	0.479733	-999.25	-999.25	-49.1414
454	148.1887	0.035307	44.4841	-999.25	-999.25	-999.25	0.491307	-999.25	-999.25	-48.7935
454.25	147.9857	0.046	45.4674	-999.25	-999.25	-999.25	0.4984	-999.25	-999.25	-48.3183
454.5	151.5059	0.046747	45.4335	-999.25	-999.25	-999.25	0.486573	-999.25	-999.25	-47.6663
454.75	157.3404	0.034335	46.2327	-999.25	-999.25	-999.25	0.480342	-999.25	-999.25	-48.4582
455	162.109	0.03274	48.7353	-999.25	-999.25	-999.25	0.47608	-999.25	-999.25	-49.7402
455.25	164.9909	0.030753	49.7853	-999.25	-999.25	-999.25	0.525123	-999.25	-999.25	-51.0221
455.5	167.0029	0.027701	49.6418	-999.25	-999.25	-999.25	0.526843	-999.25	-999.25	-50.9289
455.75	168.7116	0.019433	51.2801	-999.25	-999.25	-999.25	0.477047	-999.25	-999.25	-52.2261
456	169.55	0.017973	52.9166	-999.25	-999.25	-999.25	0.472274	-999.25	-999.25	-52.0099
456.25	169.4501	0.0131	55.5629	-999.25	-999.25	-999.25	0.477	-999.25	-999.25	-53.2195
456.5	168.6171	0.02652	59.0286	-999.25	-999.25	-999.25	0.4803	-999.25	-999.25	-53.083
456.75	168.3437	0.038027	60.9559	-999.25	-999.25	-999.25	0.506055	-999.25	-999.25	-52.7969
457	171.3396	0.04264	62.79	-999.25	-999.25	-999.25	0.5231	-999.25	-999.25	-52.7071
457.25	173.6736	0.038433	63.5812	-999.25	-999.25	-999.25	0.51096	-999.25	-999.25	-52.4716
457.5	174.7145	0.034713	62.812	-999.25	-999.25	-999.25	0.496986	-999.25	-999.25	-52.1102
457.75	176.9523	0.0321	62.0835	-999.25	-999.25	-999.25	0.49468	-999.25	-999.25	-51.7081
458	178.5176	0.023787	62.9709	-999.25	-999.25	-999.25	0.49848	-999.25	-999.25	-51.5876
458.25	178.3044	0.00874	63.3538	-999.25	-999.25	-999.25	0.499027	-999.25	-999.25	-51.1547
458.5	176.5731	0.00984	63.4604	-999.25	-999.25	-999.25	0.46206	-999.25	-999.25	-51.2712
458.75	175.6233	0.011347	62.7067	-999.25	-999.25	-999.25	0.45726	-999.25	-999.25	-51.8763
459	175.5125	0.021027	62.7154	-999.25	-999.25	-999.25	0.467534	-999.25	-999.25	-52.0647
459.25	172.8616	0.02926	60.4499	-999.25	-999.25	-999.25	0.486199	-999.25	-999.25	-52.7625
459.5	171.3039	0.036387	60.6415	-999.25	-999.25	-999.25	0.477567	-999.25	-999.25	-53.4603
459.75	169.8708	0.051	60.6148	-999.25	-999.25	-999.25	0.473	-999.25	-999.25	-54.4907
460	167.0686	0.075879	58.8647	-999.25	-999.25	-999.25	0.48994	-999.25	-999.25	-54.4385
460.25	147.9237	0.109173	55.5585	-999.25	-999.25	-999.25	0.504613	-999.25	-999.25	-54.4115
460.5	139.8277	0.119287	54.684	-999.25	-999.25	-999.25	0.471918	-999.25	-999.25	-54.6827
460.75	148.918	0.097242	55.487	-999.25	-999.25	-999.25	0.469359	-999.25	-999.25	-54.6747
461	155.8274	0.06518	55.7201	-999.25	-999.25	-999.25	0.480693	-999.25	-999.25	-54.5427
461.25	160.0343	0.049014	55.0018	-999.25	-999.25	-999.25	0.484233	-999.25	-999.25	-54.5405
461.5	162.911	0.044676	55.1964	-999.25	-999.25	-999.25	0.473	-999.25	-999.25	-54.5197
461.75	164.4475	0.040338	50.5912	-999.25	-999.25	-999.25	0.494253	-999.25	-999.25	-54.4903
462	162.8392	0.036	49.9721	-999.25	-999.25	-999.25	0.524781	-999.25	-999.25	-54.3944
462.25	156.1182	0.03342	53.3727	-999.25	-999.25	-999.25	0.50922	-999.25	-999.25	-54.5917
462.5	153.1501	0.028307	53.6923	-999.25	-999.25	-999.25	0.504	-999.25	-999.25	-54.5915
462.75	154.0418	0.021	51.7865	-999.25	-999.25	-999.25	0.516055	-999.25	-999.25	-54.6053
463	156.7802	0.02426	55.2285	-999.25	-999.25	-999.25	0.494341	-999.25	-999.25	-54.5927
463.25	158.043	0.02726	57.6488	-999.25	-999.25	-999.25	0.449347	-999.25	-999.25	-54.3357
463.5	157.0019	0.03	51.3234	-999.25	-999.25	-999.25	0.465808	-999.25	-999.25	-54.0787
463.75	153.5582	0.03442	49.0154	-999.25	-999.25	-999.25	0.47926	-999.25	-999.25	-53.5224
464	146.7228	0.04178	45.5389	-999.25	-999.25	-999.25	0.479047	-999.25	-999.25	-52.9461
464.25	143.2733	0.059041	43.9319	-999.25	-999.25	-999.25	0.462219	-999.25	-999.25	-51.6045
464.5	143.3926	0.084039	45.6161	-999.25	-999.25	-999.25	0.44664	-999.25	-999.25	-51.0337
464.75	143.257	0.09326	49.6014	-999.25	-999.25	-999.25	0.442913	-999.25	-999.25	-50.1365
465	142.4992	0.080932	52.229	-999.25	-999.25	-999.25	0.44426	-999.25	-999.25	-49.7292
465.25	140.9907	0.070601	50.606	-999.25	-999.25	-999.25	0.4339	-999.25	-999.25	-49.6917
465.5	140.0374	0.067526	47.2771	-999.25	-999.25	-999.25	0.434213	-999.25	-999.25	-49.7325
465.75	149.9887	0.045973	49.9008	-999.25	-999.25	-999.25	0.461315	-999.25	-999.25	-50.4111
466	153.5779	0.02916	51.0101	-999.25	-999.25	-999.25	0.464922	-999.25	-999.25	-51.0897
466.25	158.9737	0.03226	52.2062	-999.25	-999.25	-999.25	0.441347	-999.25	-999.25	-51.0516
466.5	160.8008	0.029726	55.3451	-999.25	-999.25	-999.25	0.458561	-999.25	-999.25	-52.3698
466.75	162.6514	0.025441	59.7842	-999.25	-999.25	-999.25	0.478979	-999.25	-999.25	-52.9277
467	163.8421	0.020613	61.0097	-999.25	-999.25	-999.25	0.508693	-999.25	-999.25	-53.1217
467.25	164.8192	0.007507	61.415	-999.25	-999.25	-999.25	0.505452	-999.25	-999.25	-53.3157
467.5	160.2106	0.01284	64.194	-999.25	-999.25	-999.25	0.48774	-999.25	-999.25	-53.3124
467.75	158.1144	0.01442	65.3353	-999.25	-999.25	-999.25	0.501173	-999.25	-999.25	-53.3445
468	158.7675	0.016	65.5448	-999.25	-999.25	-999.25	0.516561	-999.25	-999.25	-53.3767
468.25	154.362	0.02026	67.1278	-999.25	-999.25	-999.25	0.46348	-999.25	-999.25	-53.3357
468.5	146.4194	0.033387	69.685	-999.25	-999.25	-999.25	0.462347	-999.25	-999.25	-53.2033
468.75	145.6156	0.053274	68.9646	-999.25	-999.25	-999.25	0.46826	-999.25	-999.25	-52.8507
469	143.9795	0.05674	67.6845	-999.25	-999.25	-999.25	0.468281	-999.25	-999.25	-52.3881
469.25	142.3217	0.056047	66.0999	-999.25	-999.25	-999.25	0.467647	-999.25	-999.25	-51.9969
469.5	151.3374	0.049014	65.5604	-999.25	-999.25	-999.25	0.491027	-999.25	-999.25	-52.039
469.75	155.9092	0.04	62.383	-999.25	-999.25	-999.25	0.488221	-999.25	-999.25	-52.033
470	157.2166	0.041087	60.9986	-999.25	-999.25	-999.25	0.485653	-999.25	-999.25	-51.5929
470.25	163.2861	0.042	58.4012	-999.25	-999.25	-999.25	0.474466	-999.25	-999.25	-51.3595
470.5	169.6212	0.04242	60.3766	-999.25	-999.25	-999.25	0.46842	-999.25	-999.25	-51.5273
470.75	169.4493	0.039087	62.7786	-999.25	-999.25	-999.25	0.471827	-999.25	-999.25	-52.1343
471	169.9192	0.038493	62.6303	-999.25	-999.25	-999.25	0.463219	-999.25	-999.25	-52.6987
471.25	170.4906	0.04126	60.1223	-999.25	-999.25	-999.25	0.471459	-999.25	-999.25	-52.8353
471.5	171.7613	0.03	67.6616	-999.25	-999.25	-999.25	0.494433	-999.25	-999.25	-53.228
471.75	172.1499	0.023973	69.3008	-999.25	-999.25	-999.25	0.495233	-999.25	-999.25	-53.2655
472	172.9344	0.01048	66.2439	-999.25	-999.25	-999.25	0.49726	-999.25	-999.25	-53.1896
472.25	173.7585	0.009	65.762	-999.25	-999.25	-999.25	0.50896	-999.25	-999.25	-53.0952
472.5	173.8349	0.010507	68.7678	-999.25	-999.25	-999.25	0.499507	-999.25	-999.25	-53.0055
472.75	171.1457	0.017	70.0023	-999.25	-999.25	-999.25	0.49394	-999.25	-999.25	-53.0027
473	168.7864	0.02126	70.2608	-999.25	-999.25	-999.25	0.509953	-999.25	-999.25	-53.0137
473.25	168.9359	0.027014	70.8898	-999.25	-999.25	-999.25	0.532054	-999.25	-999.25	-53.0247
473.5	168.0762	0.03326	61.6482	-999.25	-999.25	-999.25	0.498562	-999.25	-999.25	-52.646
473.75	168.1171	0.040173	56.8591	-999.25	-999.25	-999.25	0.48678	-999.25	-999.25	-52.2127
474	167.6966	0.042	57.4017	-999.25	-999.25	-999.25	0.502534	-999.25	-999.25	-52.1796
474.25	167.251	0.04148	60.7628	-999.25	-999.25	-999.25	0.478701	-999.25	-999.25	-52.5173
474.5	167.1326	0.040133	62.8817	-999.25	-999.25	-999.25	0.47196	-999.25	-999.25	-53.0243
474.75	163.5322	0.027233	63.7098	-999.25	-999.25	-999.25	0.457233	-999.25	-999.25	-54.2847
475	161.5986	0.02674	61.9022	-999.25	-999.25	-999.25	0.463979	-999.25	-999.25	-54.2797
475.25	160.271	0.026347	59.8158	-999.25	-999.25	-999.25	0.492867	-999.25	-999.25	-54.3139
475.5	159.7299	0.03226	61.9776	-999.25	-999.25	-999.25	0.50426	-999.25	-999.25	-54.4207
475.75	160.7417	0.019801	60.8487	-999.25	-999.25	-999.25	0.500021	-999.25	-999.25	-53.8206
476	163.0704	0.01422	60.7966	-999.25	-999.25	-999.25	0.480133	-999.25	-999.25	-53.6428
476.25	166.5523	0.009767	61.5989	-999.25	-999.25	-999.25	0.461206	-999.25	-999.25	-52.0544
476.5	154.9711	0.00142	51.9157	-999.25	-999.25	-999.25	0.481659	-999.25	-999.25	-50.2882
476.75	121.533	0.005173	46.2408	-999.25	-999.25	-999.25	0.497638	-999.25	-999.25	-48.2574
477	121.714	0.00926	44.0574	-999.25	-999.25	-999.25	0.272548	-999.25	-999.25	-45.6419
477.25	121.8932	0.002	44.3699	-999.25	-999.25	-999.25	0.258178	-999.25	-999.25	-42.1335
477.5	122.8869	0.0136	44.3763	-999.25	-999.25	-999.25	0.339473	-999.25	-999.25	-39.3507
477.75	131.9727	0.049288	42.4068	-999.25	-999.25	-999.25	0.356507	-999.25	-999.25	-36.0861
478	133.8307	0.0621	43.319	-999.25	-999.25	-999.25	0.35478	-999.25	-999.25	-34.1422
478.25	133.7285	0.067307	44.384	-999.25	-999.25	-999.25	0.36478	-999.25	-999.25	-32.3821
478.5	129.8909	0.053973	43.8304	-999.25	-999.25	-999.25	0.37526	-999.25	-999.25	-31.0161
478.75	130.8732	0.058199	43.7294	-999.25	-999.25	-999.25	0.37652	-999.25	-999.25	-30.0587
479	130.8602	0.08282	43.2087	-999.25	-999.25	-999.25	0.389473	-999.25	-999.25	-29.2954
479.25	129.792	0.105014	43.1582	-999.25	-999.25	-999.25	0.405	-999.25	-999.25	-28.9898
479.5	130.0673	0.10588	41.4797	-999.25	-999.25	-999.25	0.410707	-999.25	-999.25	-28.9404
479.75	131.428	0.094907	39.0326	-999.25	-999.25	-999.25	0.385747	-999.25	-999.25	-29.0585
480	133.1182	0.09552	47.2137	-999.25	-999.25	-999.25	0.377041	-999.25	-999.25	-31.5599
480.25	134.6798	0.101427	55.1882	-999.25	-999.25	-999.25	0.39224	-999.25	-999.25	-36.7164
480.5	137.5927	0.105879	57.1005	-999.25	-999.25	-999.25	0.42028	-999.25	-999.25	-39.1586
480.75	150.708	0.10184	53.6126	-999.25	-999.25	-999.25	0.41996	-999.25	-999.25	-40.4419
481	150.9719	0.0836	51.8807	-999.25	-999.25	-999.25	0.422133	-999.25	-999.25	-41.1036
481.25	152.0213	0.06572	51.4213	-999.25	-999.25	-999.25	0.43028	-999.25	-999.25	-41.8126
481.5	138.1186	0.06604	47.2579	-999.25	-999.25	-999.25	0.43528	-999.25	-999.25	-41.8564
481.75	137.2755	0.071133	50.3767	-999.25	-999.25	-999.25	0.438707	-999.25	-999.25	-41.7537
482	152.4065	0.074813	54.6949	-999.25	-999.25	-999.25	0.439774	-999.25	-999.25	-42.5246
482.25	156.4216	0.07756	55.3902	-999.25	-999.25	-999.25	0.46688	-999.25	-999.25	-46.4601
482.5	167.0339	0.049614	55.4127	-999.25	-999.25	-999.25	0.476427	-999.25	-999.25	-47.8074
482.75	170.6682	0.01744	55.4397	-999.25	-999.25	-999.25	0.477747	-999.25	-999.25	-50.646
483	171.5362	0.00592	59.9413	-999.25	-999.25	-999.25	0.49032	-999.25	-999.25	-51.4516
483.25	172.8701	0.006266	64.4621	-999.25	-999.25	-999.25	0.495293	-999.25	-999.25	-52.4607
483.5	175.2197	0.01228	65.7112	-999.25	-999.25	-999.25	0.470093	-999.25	-999.25	-53.0035
483.75	176.2389	0.02108	63.6143	-999.25	-999.25	-999.25	0.483919	-999.25	-999.25	-53.3244
484	175.7021	0.025853	62.3162	-999.25	-999.25	-999.25	0.50128	-999.25	-999.25	-53.5112
484.25	174.9163	0.028467	53.2034	-999.25	-999.25	-999.25	0.500786	-999.25	-999.25	-53.6238
484.5	175.0678	0.020081	50.9263	-999.25	-999.25	-999.25	0.49128	-999.25	-999.25	-53.5693
484.75	174.134	0.005133	59.108	-999.25	-999.25	-999.25	0.506266	-999.25	-999.25	-53.7625
485	171.57	-0.00144	59.5057	-999.25	-999.25	-999.25	0.515187	-999.25	-999.25	-53.7957
485.25	171.4114	0.0116	63.9012	-999.25	-999.25	-999.25	0.50788	-999.25	-999.25	-53.829
485.5	170.3199	0.028987	68.3122	-999.25	-999.25	-999.25	0.49928	-999.25	-999.25	-53.8938
485.75	167.8826	0.031187	70.482	-999.25	-999.25	-999.25	0.501187	-999.25	-999.25	-54.048
486	168.2727	0.02692	70.6125	-999.25	-999.25	-999.25	0.50604	-999.25	-999.25	-53.8618
486.25	170.5563	0.025853	62.9178	-999.25	-999.25	-999.25	0.49684	-999.25	-999.25	-53.273
486.5	151.9756	0.037121	55.223	-999.25	-999.25	-999.25	0.506187	-999.25	-999.25	-53.1658
486.75	141.6383	0.0518	56.0483	-999.25	-999.25	-999.25	0.51028	-999.25	-999.25	-53.3378
487	139.5688	0.059853	52.8876	-999.25	-999.25	-999.25	0.500826	-999.25	-999.25	-53.6766
487.25	148.6763	0.049027	53.1872	-999.25	-999.25	-999.25	0.474774	-999.25	-999.25	-53.6827
487.5	150.3934	0.044561	58.065	-999.25	-999.25	-999.25	0.506439	-999.25	-999.25	-53.7706
487.75	149.2684	0.023147	59.5329	-999.25	-999.25	-999.25	0.50176	-999.25	-999.25	-53.8378
488	153.2075	0.026	58.332	-999.25	-999.25	-999.25	0.495572	-999.25	-999.25	-53.9454
488.25	161.2531	0.02676	60.4723	-999.25	-999.25	-999.25	0.47428	-999.25	-999.25	-53.6586
488.5	164.195	0.027853	61.4304	-999.25	-999.25	-999.25	0.484707	-999.25	-999.25	-53.5686
488.75	163.2246	0.033747	61.5143	-999.25	-999.25	-999.25	0.486346	-999.25	-999.25	-53.5369
489	161.2297	0.04328	62.8947	-999.25	-999.25	-999.25	0.47696	-999.25	-999.25	-53.4326
489.25	156.8111	0.048	68.7486	-999.25	-999.25	-999.25	0.478133	-999.25	-999.25	-53.3831
489.5	152.3926	0.038	71.9299	-999.25	-999.25	-999.25	0.46356	-999.25	-999.25	-52.7346
489.75	152.6969	0.03952	68.8305	-999.25	-999.25	-999.25	0.46064	-999.25	-999.25	-52.667
490	151.0637	0.03528	67.1455	-999.25	-999.25	-999.25	0.437454	-999.25	-999.25	-52.7322
490.25	151.3588	0.041841	67.2914	-999.25	-999.25	-999.25	0.427654	-999.25	-999.25	-53.001
490.5	154.5727	0.05912	68.7783	-999.25	-999.25	-999.25	0.44464	-999.25	-999.25	-52.2994
490.75	166.2822	0.07228	58.2827	-999.25	-999.25	-999.25	0.4674	-999.25	-999.25	-51.6615
491	166.4106	0.079879	55.701	-999.25	-999.25	-999.25	0.48356	-999.25	-999.25	-51.2725
491.25	168.9911	0.054561	54.7287	-999.25	-999.25	-999.25	0.49508	-999.25	-999.25	-51.4438
491.5	175.2268	0.051454	56.7871	-999.25	-999.25	-999.25	0.505266	-999.25	-999.25	-52.2166
491.75	180.154	0.034813	61.641	-999.25	-999.25	-999.25	0.491786	-999.25	-999.25	-52.2073
492	180.7445	0.03376	64.6904	-999.25	-999.25	-999.25	0.47316	-999.25	-999.25	-52.6929
492.25	181.4057	0.02788	65.1791	-999.25	-999.25	-999.25	0.48368	-999.25	-999.25	-52.8746
492.5	181.8712	0.024066	65.9985	-999.25	-999.25	-999.25	0.502187	-999.25	-999.25	-52.8725
492.75	182.0043	0.01196	62.7805	-999.25	-999.25	-999.25	0.50324	-999.25	-999.25	-52.7956
493	181.328	0.019987	63.2316	-999.25	-999.25	-999.25	0.47276	-999.25	-999.25	-52.7776
493.25	181.4496	0.047747	65.2438	-999.25	-999.25	-999.25	0.461027	-999.25	-999.25	-52.5675
493.5	184.8655	0.0436	63.8769	-999.25	-999.25	-999.25	0.48316	-999.25	-999.25	-52.1178
493.75	186.47	0.040467	60.8567	-999.25	-999.25	-999.25	0.494707	-999.25	-999.25	-51.5047
494	187.6063	0.015533	59.7041	-999.25	-999.25	-999.25	0.484467	-999.25	-999.25	-51.3345
494.25	190.0425	0.01328	62.7702	-999.25	-999.25	-999.25	0.501919	-999.25	-999.25	-51.5961
494.5	192.1825	0.015427	63.4737	-999.25	-999.25	-999.25	0.530693	-999.25	-999.25	-51.9139
494.75	189.2748	0.018374	63.0495	-999.25	-999.25	-999.25	0.499786	-999.25	-999.25	-52.2788
495	188.5495	0.02732	62.2645	-999.25	-999.25	-999.25	0.4804	-999.25	-999.25	-52.3412
495.25	179.9744	0.051666	61.2479	-999.25	-999.25	-999.25	0.485133	-999.25	-999.25	-51.9145
495.5	175.2482	0.090241	52.8652	-999.25	-999.25	-999.25	0.468093	-999.25	-999.25	-50.9244
495.75	170.5258	0.11732	49.1623	-999.25	-999.25	-999.25	0.46292	-999.25	-999.25	-49.7377
496	171.9867	0.11596	47.9311	-999.25	-999.25	-999.25	0.458	-999.25	-999.25	-49.1544
496.25	175.6255	0.052759	51.9211	-999.25	-999.25	-999.25	0.461401	-999.25	-999.25	-49.3374
496.5	177.0111	0.018081	55.911	-999.25	-999.25	-999.25	0.493239	-999.25	-999.25	-50.3486
496.75	171.1786	0.018413	59.901	-999.25	-999.25	-999.25	0.522707	-999.25	-999.25	-50.5516
497	172.4337	0.026093	60.4206	-999.25	-999.25	-999.25	0.526132	-999.25	-999.25	-52.3286
497.25	173.7833	0.02776	60.0844	-999.25	-999.25	-999.25	0.49964	-999.25	-999.25	-52.5449
497.5	172.6915	0.024334	59.7775	-999.25	-999.25	-999.25	0.474853	-999.25	-999.25	-52.1632
497.75	169.9414	0.015506	55.3849	-999.25	-999.25	-999.25	0.483374	-999.25	-999.25	-52.0523
498	167.9501	0.00024	52.3203	-999.25	-999.25	-999.25	0.48548	-999.25	-999.25	-52.011
498.25	166.413	0.00072	52.6686	-999.25	-999.25	-999.25	0.494267	-999.25	-999.25	-52.2314
498.5	165.0056	0.00028	55.3177	-999.25	-999.25	-999.25	0.511214	-999.25	-999.25	-52.5192
498.75	158.6991	0.01212	61.1603	-999.25	-999.25	-999.25	0.491841	-999.25	-999.25	-52.4941
499	152.3926	0.024693	63.6245	-999.25	-999.25	-999.25	0.47244	-999.25	-999.25	-52.7322
499.25	151.7207	0.044374	64.0875	-999.25	-999.25	-999.25	0.469187	-999.25	-999.25	-52.7276
499.5	151.5204	0.04268	63.8515	-999.25	-999.25	-999.25	0.46644	-999.25	-999.25	-52.7902
499.75	153.5459	0.035427	58.4573	-999.25	-999.25	-999.25	0.472266	-999.25	-999.25	-52.7604
500	129.7424	0.040214	57.3926	-999.25	-999.25	-999.25	0.466401	-999.25	-999.25	-52.727
500.25	127.4907	0.05884	57.9944	-999.25	-999.25	-999.25	0.460241	-999.25	-999.25	-52.7358
500.5	142.4906	0.04248	59.8366	-999.25	-999.25	-999.25	0.4484	-999.25	-999.25	-52.6812
500.75	153.0848	0.009066	62.7086	-999.25	-999.25	-999.25	0.469121	-999.25	-999.25	-52.3098
501	157.9469	-0.0038	64.8246	-999.25	-999.25	-999.25	0.48228	-999.25	-999.25	-51.3231
501.25	159.6326	-0.00272	65.7859	-999.25	-999.25	-999.25	0.475307	-999.25	-999.25	-51.0372
501.5	161.5374	-0.001	67.0908	-999.25	-999.25	-999.25	0.469066	-999.25	-999.25	-50.9986
501.75	167.0645	-0.00024	67.7814	-999.25	-999.25	-999.25	0.4562	-999.25	-999.25	-49.8946
502	169.1931	0.003	64.0311	-999.25	-999.25	-999.25	0.502053	-999.25	-999.25	-48.6805
502.25	171.8484	-0.002	59.6682	-999.25	-999.25	-999.25	0.572467	-999.25	-999.25	-47.7179
502.5	172.7725	-0.00124	54.3682	-999.25	-999.25	-999.25	0.57548	-999.25	-999.25	-46.8412
502.75	172.493	0.001	53.7234	-999.25	-999.25	-999.25	0.543334	-999.25	-999.25	-46.7588
503	173.2284	0.00228	54.9493	-999.25	-999.25	-999.25	0.503412	-999.25	-999.25	-46.6985
503.25	168.3981	0.00576	53.6824	-999.25	-999.25	-999.25	0.49408	-999.25	-999.25	-46.68
503.5	165.8516	0.011707	52.4631	-999.25	-999.25	-999.25	0.474853	-999.25	-999.25	-46.6672
503.75	166.6533	0.021654	55.9158	-999.25	-999.25	-999.25	0.49056	-999.25	-999.25	-46.6195
504	167.0748	0.036416	59.6155	-999.25	-999.25	-999.25	0.499826	-999.25	-999.25	-46.8942
504.25	165.6103	0.050733	59.1153	-999.25	-999.25	-999.25	0.4874	-999.25	-999.25	-47.1359
