DEPTH	BHC	DCOR	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
720.5	129.4132	0.007494	58.5633	-999.25	-999.25	-999.25	0.365873	-999.25	-999.25	-43.4593
720.75	127.6695	0.00638	71.1931	-999.25	-999.25	-999.25	0.3673	-999.25	-999.25	-42.7221
721	127.4733	0.00562	75.6324	-999.25	-999.25	-999.25	0.366727	-999.25	-999.25	-43.4818
721.25	127.6887	-0.003355	80.9207	-999.25	-999.25	-999.25	0.357127	-999.25	-999.25	-42.6608
721.5	126.7956	-0.00562	86.4353	-999.25	-999.25	-999.25	0.36024	-999.25	-999.25	-46.2378
721.75	126.4148	-0.00662	89.9871	-999.25	-999.25	-999.25	0.381927	-999.25	-999.25	-46.5904
722	126.7653	-0.009	89.4637	-999.25	-999.25	-999.25	0.398747	-999.25	-999.25	-50.0356
722.25	126.937	-0.008	85.345	-999.25	-999.25	-999.25	0.396439	-999.25	-999.25	-51.661
722.5	126.9408	-0.00538	84.6793	-999.25	-999.25	-999.25	0.381727	-999.25	-999.25	-52.5242
722.75	126.9712	0.003114	91.5486	-999.25	-999.25	-999.25	0.359025	-999.25	-999.25	-53.3965
723	126.5327	0.005609	94.0721	-999.25	-999.25	-999.25	0.358882	-999.25	-999.25	-53.8354
723.25	125.725	0.0184	94.9592	-999.25	-999.25	-999.25	0.330601	-999.25	-999.25	-54.8982
723.5	126.4604	0.025199	90.7462	-999.25	-999.25	-999.25	0.349998	-999.25	-999.25	-54.9419
723.75	127.645	0.025066	88.0527	-999.25	-999.25	-999.25	0.370133	-999.25	-999.25	-54.3209
724	128.4286	0.018399	86.6481	-999.25	-999.25	-999.25	0.382002	-999.25	-999.25	-53.634
724.25	126.8115	0.012	85.884	-999.25	-999.25	-999.25	0.399532	-999.25	-999.25	-52.7574
724.5	126.631	0.011533	89.466	-999.25	-999.25	-999.25	0.372932	-999.25	-999.25	-52.0939
724.75	124.8773	0.013767	90.0465	-999.25	-999.25	-999.25	0.347401	-999.25	-999.25	-51.2016
725	127.0455	0.016	83.1706	-999.25	-999.25	-999.25	0.359066	-999.25	-999.25	-48.8995
725.25	129.1832	0.0176	76.3891	-999.25	-999.25	-999.25	0.3572	-999.25	-999.25	-46.6461
725.5	127.1702	0.0092	67.5791	-999.25	-999.25	-999.25	0.349601	-999.25	-999.25	-43.6265
725.75	125.2628	0.005667	67.2977	-999.25	-999.25	-999.25	0.367265	-999.25	-999.25	-41.729
726	126.7862	0.0044	56.5746	-999.25	-999.25	-999.25	0.368533	-999.25	-999.25	-39.9235
726.25	128.8917	0.004201	50.7911	-999.25	-999.25	-999.25	0.3564	-999.25	-999.25	-37.9761
726.5	129.5577	0.009867	48.0165	-999.25	-999.25	-999.25	0.352801	-999.25	-999.25	-36.9388
726.75	129.989	0.027	53.3391	-999.25	-999.25	-999.25	0.352467	-999.25	-999.25	-38.0245
727	131.3803	0.032602	61.9122	-999.25	-999.25	-999.25	0.366801	-999.25	-999.25	-39.8345
727.25	122.0283	0.044733	67.3738	-999.25	-999.25	-999.25	0.374333	-999.25	-999.25	-41.3677
727.5	117.9284	0.060533	67.8632	-999.25	-999.25	-999.25	0.3838	-999.25	-999.25	-46.2323
727.75	121.9116	0.0724	68.7279	-999.25	-999.25	-999.25	0.403802	-999.25	-999.25	-47.5472
728	127.113	0.080066	71.636	-999.25	-999.25	-999.25	0.416199	-999.25	-999.25	-48.5467
728.25	127.7207	0.079666	73.1503	-999.25	-999.25	-999.25	0.415533	-999.25	-999.25	-49.972
728.5	119.183	0.079198	71.0693	-999.25	-999.25	-999.25	0.389199	-999.25	-999.25	-50.2181
728.75	120.1345	0.053268	65.8467	-999.25	-999.25	-999.25	0.382	-999.25	-999.25	-50.1741
729	127.5633	0.034821	68.2639	-999.25	-999.25	-999.25	0.393889	-999.25	-999.25	-52.1109
729.25	132.0934	0.013227	73.3328	-999.25	-999.25	-999.25	0.408773	-999.25	-999.25	-53.0852
729.5	132.9592	0.01086	75.4214	-999.25	-999.25	-999.25	0.399959	-999.25	-999.25	-53.6765
729.75	130.1994	0.014107	75.3916	-999.25	-999.25	-999.25	0.39494	-999.25	-999.25	-53.5678
730	127.58	0.00384	74.8416	-999.25	-999.25	-999.25	0.37774	-999.25	-999.25	-53.0167
730.25	128.657	0.00072	70.3298	-999.25	-999.25	-999.25	0.39274	-999.25	-999.25	-52.6628
730.5	131.0971	0.00858	70.9322	-999.25	-999.25	-999.25	0.408107	-999.25	-999.25	-52.5864
730.75	132.3313	0.02716	72.474	-999.25	-999.25	-999.25	0.404714	-999.25	-999.25	-51.7425
731	128.4371	0.03974	73.3449	-999.25	-999.25	-999.25	0.381539	-999.25	-999.25	-50.6702
731.25	127.3953	0.047	63.5734	-999.25	-999.25	-999.25	0.369053	-999.25	-999.25	-49.9995
731.5	125.6546	0.044193	65.5151	-999.25	-999.25	-999.25	0.380933	-999.25	-999.25	-50.0853
731.75	124.8426	0.04672	74.2	-999.25	-999.25	-999.25	0.397601	-999.25	-999.25	-52.0414
732	137.2388	0.060213	75.5296	-999.25	-999.25	-999.25	0.435	-999.25	-999.25	-53.8996
732.25	145.0808	0.083033	77.9429	-999.25	-999.25	-999.25	0.454286	-999.25	-999.25	-54.5348
732.5	146.3967	0.089321	43.3492	-999.25	-999.25	-999.25	0.487781	-999.25	-999.25	-54.8386
732.75	151.3341	0.038034	37.481	-999.25	-999.25	-999.25	0.54928	-999.25	-999.25	-54.2138
733	157.694	0.000067	36.5382	-999.25	-999.25	-999.25	0.558946	-999.25	-999.25	-52.9961
733.25	159.29	-0.01058	30.1559	-999.25	-999.25	-999.25	0.568613	-999.25	-999.25	-52.3843
733.5	160.7453	-0.012	29.6489	-999.25	-999.25	-999.25	0.57828	-999.25	-999.25	-51.528
733.75	151.6225	-0.011613	41.9947	-999.25	-999.25	-999.25	0.587947	-999.25	-999.25	-50.4948
734	140.4599	-0.00656	60.453	-999.25	-999.25	-999.25	0.496977	-999.25	-999.25	-49.2368
734.25	131.9697	0.00116	62.7888	-999.25	-999.25	-999.25	0.405573	-999.25	-999.25	-47.26
734.5	128.3647	0.00426	64.0094	-999.25	-999.25	-999.25	0.400033	-999.25	-999.25	-44.5238
734.75	127.8111	-0.00214	59.2332	-999.25	-999.25	-999.25	0.38912	-999.25	-999.25	-41.684
735	127.4679	0.001	60.815	-999.25	-999.25	-999.25	0.389787	-999.25	-999.25	-40.5597
735.25	128.6291	0.002187	66.1406	-999.25	-999.25	-999.25	0.373934	-999.25	-999.25	-40.1424
735.5	129.9233	0.002146	70.4536	-999.25	-999.25	-999.25	0.379707	-999.25	-999.25	-39.7362
735.75	130.0196	-0.000239	71.175	-999.25	-999.25	-999.25	0.38304	-999.25	-999.25	-38.7986
736	130.0741	-0.008	58.99	-999.25	-999.25	-999.25	0.390747	-999.25	-999.25	-37.8036
736.25	131.0723	-0.002026	60.7405	-999.25	-999.25	-999.25	0.399121	-999.25	-999.25	-36.7139
736.5	133.4325	-0.00048	56.8219	-999.25	-999.25	-999.25	0.38296	-999.25	-999.25	-36.5455
736.75	135.7928	0.002187	61.9744	-999.25	-999.25	-999.25	0.388681	-999.25	-999.25	-39.0401
737	135.9215	-0.000414	67.1455	-999.25	-999.25	-999.25	0.401121	-999.25	-999.25	-41.1222
737.25	136.5488	-0.0026	67.1514	-999.25	-999.25	-999.25	0.400801	-999.25	-999.25	-41.4154
737.5	136.7808	-0.004934	61.5515	-999.25	-999.25	-999.25	0.398319	-999.25	-999.25	-42.1424
737.75	136.9962	-0.009	61.0792	-999.25	-999.25	-999.25	0.396974	-999.25	-999.25	-42.8512
738	135.7327	-0.01008	61.4428	-999.25	-999.25	-999.25	0.390601	-999.25	-999.25	-42.7145
738.25	133.8366	-0.012	60.7895	-999.25	-999.25	-999.25	0.371452	-999.25	-999.25	-43.8993
738.5	132.6635	-0.011146	61.3269	-999.25	-999.25	-999.25	0.364535	-999.25	-999.25	-44.4241
738.75	134.4323	-0.00948	63.0465	-999.25	-999.25	-999.25	0.402797	-999.25	-999.25	-47.8144
739	136.7839	-0.006506	63.7649	-999.25	-999.25	-999.25	0.433133	-999.25	-999.25	-49.8867
739.25	137.2807	0	64.6808	-999.25	-999.25	-999.25	0.38574	-999.25	-999.25	-51.0884
739.5	128.9832	0.00456	65.5426	-999.25	-999.25	-999.25	0.36644	-999.25	-999.25	-50.9839
739.75	128.5197	0.005187	65.2154	-999.25	-999.25	-999.25	0.375054	-999.25	-999.25	-49.8377
740	128.2375	0.001733	66.7186	-999.25	-999.25	-999.25	0.388267	-999.25	-999.25	-48.539
740.25	127.9856	-0.003	69.487	-999.25	-999.25	-999.25	0.37688	-999.25	-999.25	-47.2214
740.5	127.226	-0.002627	69.6181	-999.25	-999.25	-999.25	0.374373	-999.25	-999.25	-46.1439
740.75	127.3903	-0.001	69.3469	-999.25	-999.25	-999.25	0.382828	-999.25	-999.25	-45.0604
741	128.0064	0.005	73.3067	-999.25	-999.25	-999.25	0.357321	-999.25	-999.25	-44.0981
741.25	128.0983	0.006	75.7043	-999.25	-999.25	-999.25	0.331928	-999.25	-999.25	-43.8225
741.5	130.4501	0.001767	69.6506	-999.25	-999.25	-999.25	0.356319	-999.25	-999.25	-43.8549
741.75	135.8752	0.000487	63.775	-999.25	-999.25	-999.25	0.393215	-999.25	-999.25	-43.9343
742	137.436	0.00218	63.9932	-999.25	-999.25	-999.25	0.401942	-999.25	-999.25	-43.9815
742.25	128.8351	0.002153	67.036	-999.25	-999.25	-999.25	0.388	-999.25	-999.25	-43.8077
742.5	128.3384	0.006027	67.4456	-999.25	-999.25	-999.25	0.385839	-999.25	-999.25	-43.418
742.75	129.5392	0.01518	68.8286	-999.25	-999.25	-999.25	0.380419	-999.25	-999.25	-42.6005
743	130.2354	0.019387	69.5022	-999.25	-999.25	-999.25	0.375	-999.25	-999.25	-41.2198
743.25	125.4565	0.019973	63.7886	-999.25	-999.25	-999.25	0.376054	-999.25	-999.25	-40.384
743.5	126.6369	0.02172	62.1972	-999.25	-999.25	-999.25	0.38372	-999.25	-999.25	-39.8723
743.75	126.7475	0.029233	63.4385	-999.25	-999.25	-999.25	0.392926	-999.25	-999.25	-39.9635
744	125.8658	0.03654	63.4119	-999.25	-999.25	-999.25	0.412188	-999.25	-999.25	-40.3483
744.25	125.9148	0.029021	64.176	-999.25	-999.25	-999.25	0.422762	-999.25	-999.25	-41.1921
744.5	128.1173	0.008994	64.355	-999.25	-999.25	-999.25	0.391068	-999.25	-999.25	-42.0358
744.75	129.7475	0.006433	64.2328	-999.25	-999.25	-999.25	0.380973	-999.25	-999.25	-41.8587
745	131.4823	0.00318	64.7538	-999.25	-999.25	-999.25	0.391979	-999.25	-999.25	-43.4898
745.25	132.2197	0.00654	67.1935	-999.25	-999.25	-999.25	0.386607	-999.25	-999.25	-43.3112
745.5	130.9304	0.008513	68.4622	-999.25	-999.25	-999.25	0.381839	-999.25	-999.25	-43.895
745.75	127.993	0.00918	68.7417	-999.25	-999.25	-999.25	0.374439	-999.25	-999.25	-44.7285
746	127.7314	0.011693	69.3447	-999.25	-999.25	-999.25	0.38608	-999.25	-999.25	-44.8583
746.25	135.9719	0.017027	73.2999	-999.25	-999.25	-999.25	0.402081	-999.25	-999.25	-46.7967
746.5	141.0412	0.01928	75.6211	-999.25	-999.25	-999.25	0.40836	-999.25	-999.25	-50.4328
746.75	142.1239	0.016	76.0318	-999.25	-999.25	-999.25	0.411693	-999.25	-999.25	-51.5659
747	138.5124	0.014919	74.8899	-999.25	-999.25	-999.25	0.407164	-999.25	-999.25	-52.3409
747.25	133.1469	0.005	73.6737	-999.25	-999.25	-999.25	0.392259	-999.25	-999.25	-52.8448
747.5	136.6792	0.004159	73.0815	-999.25	-999.25	-999.25	0.403047	-999.25	-999.25	-52.5841
747.75	142.777	0.007027	67.9641	-999.25	-999.25	-999.25	0.407054	-999.25	-999.25	-53.5602
748	145.4219	0.010867	66.6031	-999.25	-999.25	-999.25	0.388747	-999.25	-999.25	-53.552
748.25	148.467	0.025081	70.6895	-999.25	-999.25	-999.25	0.38052	-999.25	-999.25	-53.3542
748.5	152.3191	0.032493	71.9415	-999.25	-999.25	-999.25	0.421708	-999.25	-999.25	-52.7648
748.75	154.8766	0.036094	71.3799	-999.25	-999.25	-999.25	0.445827	-999.25	-999.25	-52.7121
749	155.9505	0.016079	71.4301	-999.25	-999.25	-999.25	0.424839	-999.25	-999.25	-52.4948
749.25	138.9	0.00948	73.985	-999.25	-999.25	-999.25	0.381893	-999.25	-999.25	-53.8138
749.5	136.6488	0.00904	77.0318	-999.25	-999.25	-999.25	0.385213	-999.25	-999.25	-54.1611
749.75	134.7224	0.02156	80.2922	-999.25	-999.25	-999.25	0.3952	-999.25	-999.25	-56.0586
750	132.503	0.024466	73.6983	-999.25	-999.25	-999.25	0.379879	-999.25	-999.25	-55.5334
750.25	126.6824	0.014173	67.661	-999.25	-999.25	-999.25	0.37284	-999.25	-999.25	-53.4671
750.5	128.0221	0.01416	66.1573	-999.25	-999.25	-999.25	0.35804	-999.25	-999.25	-52.8362
750.75	134.0322	0.024	69.5146	-999.25	-999.25	-999.25	0.378067	-999.25	-999.25	-52.4052
751	134.4368	0.031867	67.6808	-999.25	-999.25	-999.25	0.387187	-999.25	-999.25	-51.1044
751.25	134.2151	0.03852	60.9994	-999.25	-999.25	-999.25	0.36312	-999.25	-999.25	-49.2698
751.5	123.7363	0.015946	60.2848	-999.25	-999.25	-999.25	0.355493	-999.25	-999.25	-48.2836
751.75	122.0272	0.005173	64.3032	-999.25	-999.25	-999.25	0.348574	-999.25	-999.25	-47.6056
752	125.861	0.00264	68.0485	-999.25	-999.25	-999.25	0.34204	-999.25	-999.25	-48.4481
752.25	131.8568	0.00452	67.9672	-999.25	-999.25	-999.25	0.376081	-999.25	-999.25	-48.8854
752.5	134.6597	0.011906	65.6361	-999.25	-999.25	-999.25	0.389867	-999.25	-999.25	-50.1485
752.75	132.1141	0.0252	65.8441	-999.25	-999.25	-999.25	0.383079	-999.25	-999.25	-48.9457
753	127.3451	0.031547	65.5624	-999.25	-999.25	-999.25	0.387534	-999.25	-999.25	-47.5732
753.25	124.0574	0.040213	61.2026	-999.25	-999.25	-999.25	0.39236	-999.25	-999.25	-46.7161
753.5	126.8231	0.05104	62.2315	-999.25	-999.25	-999.25	0.38004	-999.25	-999.25	-46.3012
753.75	129.2025	0.0545	60.5525	-999.25	-999.25	-999.25	0.362	-999.25	-999.25	-46.5154
754	129.6684	0.049832	56.4834	-999.25	-999.25	-999.25	0.362667	-999.25	-999.25	-46.8495
754.25	130.6601	0.040666	57.7749	-999.25	-999.25	-999.25	0.380164	-999.25	-999.25	-48.071
754.5	132.0709	0.0365	64.6913	-999.25	-999.25	-999.25	0.3755	-999.25	-999.25	-48.7934
754.75	131.1275	0.030332	71.6076	-999.25	-999.25	-999.25	0.361666	-999.25	-999.25	-49.0996
755	132.7977	0.0245	78.524	-999.25	-999.25	-999.25	0.379163	-999.25	-999.25	-53.7447
755.25	140.8092	0.026	79.9565	-999.25	-999.25	-999.25	0.42	-999.25	-999.25	-58.833
755.5	142.1765	0.028833	82.5677	-999.25	-999.25	-999.25	0.453834	-999.25	-999.25	-58.3678
755.75	141.6709	0.032166	80.9672	-999.25	-999.25	-999.25	0.445502	-999.25	-999.25	-61.6573
756	142.9197	0.013	80.571	-999.25	-999.25	-999.25	0.4385	-999.25	-999.25	-62.031
756.25	148.8418	0.008	78.6509	-999.25	-999.25	-999.25	0.429167	-999.25	-999.25	-61.2484
756.5	149.821	0.008833	76.6204	-999.25	-999.25	-999.25	0.434166	-999.25	-999.25	-59.8603
756.75	142.6841	0.0085	73.389	-999.25	-999.25	-999.25	0.4095	-999.25	-999.25	-58.719
757	133.5484	0.009999	70.3096	-999.25	-999.25	-999.25	0.396167	-999.25	-999.25	-56.8245
757.25	131.1935	0.005	60.5212	-999.25	-999.25	-999.25	0.397833	-999.25	-999.25	-54.93
757.5	133.4537	0.006	59.4731	-999.25	-999.25	-999.25	0.392	-999.25	-999.25	-53.272
757.75	134.5597	0.011001	58.425	-999.25	-999.25	-999.25	0.401337	-999.25	-999.25	-51.5424
758	133.2826	0.016833	58.8833	-999.25	-999.25	-999.25	0.434665	-999.25	-999.25	-49.811
758.25	132.3331	0.0155	57.14	-999.25	-999.25	-999.25	0.4125	-999.25	-999.25	-48.9475
758.5	132.6524	0.011166	53.9611	-999.25	-999.25	-999.25	0.395833	-999.25	-999.25	-48.2962
758.75	132.047	0.006167	52.8388	-999.25	-999.25	-999.25	0.396666	-999.25	-999.25	-48.4311
759	132.0765	0.001	52.11	-999.25	-999.25	-999.25	0.3945	-999.25	-999.25	-48.582
759.25	133.4304	0.001167	53.7034	-999.25	-999.25	-999.25	0.384999	-999.25	-999.25	-48.664
759.5	134.179	0.005333	55.4981	-999.25	-999.25	-999.25	0.38	-999.25	-999.25	-49.4539
759.75	133.1415	0.006007	56.3813	-999.25	-999.25	-999.25	0.388484	-999.25	-999.25	-51.5804
760	133.6742	0.00388	57.1805	-999.25	-999.25	-999.25	0.393	-999.25	-999.25	-53.1286
760.25	135.2396	-0.002	55.9259	-999.25	-999.25	-999.25	0.393827	-999.25	-999.25	-53.6874
760.5	135.368	-0.001507	56.779	-999.25	-999.25	-999.25	0.39004	-999.25	-999.25	-53.9129
760.75	136.0893	0.001	56.8727	-999.25	-999.25	-999.25	0.38796	-999.25	-999.25	-54.0371
761	135.8677	0.001827	56.2298	-999.25	-999.25	-999.25	0.394653	-999.25	-999.25	-53.576
761.25	134.6012	-0.000013	54.4452	-999.25	-999.25	-999.25	0.39152	-999.25	-999.25	-53.1921
761.5	134.2253	-0.00384	54.23	-999.25	-999.25	-999.25	0.3844	-999.25	-999.25	-52.8516
761.75	134.454	-0.006307	52.8405	-999.25	-999.25	-999.25	0.376	-999.25	-999.25	-52.6695
762	134.4882	-0.005	53.1415	-999.25	-999.25	-999.25	0.386426	-999.25	-999.25	-52.5785
762.25	134.6007	-0.00252	53.2582	-999.25	-999.25	-999.25	0.40432	-999.25	-999.25	-52.1045
762.5	134.3612	-0.003307	50.4592	-999.25	-999.25	-999.25	0.410134	-999.25	-999.25	-51.2006
762.75	135.0939	-0.003	52.125	-999.25	-999.25	-999.25	0.389547	-999.25	-999.25	-51.1103
763	135.3753	-0.01068	55.9075	-999.25	-999.25	-999.25	0.38796	-999.25	-999.25	-51.7412
763.25	135.3184	-0.005693	57.1623	-999.25	-999.25	-999.25	0.39548	-999.25	-999.25	-52.9771
763.5	135.5886	-0.005493	57.7365	-999.25	-999.25	-999.25	0.387054	-999.25	-999.25	-52.5271
763.75	135.9406	-0.00648	57.4618	-999.25	-999.25	-999.25	0.38232	-999.25	-999.25	-51.3551
764	135.7381	-0.009	53.1842	-999.25	-999.25	-999.25	0.385653	-999.25	-999.25	-50.4052
764.25	135.6404	-0.006027	51.4035	-999.25	-999.25	-999.25	0.386493	-999.25	-999.25	-50.187
764.5	135.2788	-0.00384	51.3013	-999.25	-999.25	-999.25	0.39548	-999.25	-999.25	-50.024
764.75	135.0503	-0.001347	51.9376	-999.25	-999.25	-999.25	0.399653	-999.25	-999.25	-50.6456
765	134.592	-0.001173	52.0803	-999.25	-999.25	-999.25	0.39248	-999.25	-999.25	-50.6508
765.25	134.4788	-0.001	52.0007	-999.25	-999.25	-999.25	0.39112	-999.25	-999.25	-50.6652
765.5	135.5358	-0.000173	55.8859	-999.25	-999.25	-999.25	0.411054	-999.25	-999.25	-50.3957
765.75	137.0017	-0.002013	56.6277	-999.25	-999.25	-999.25	0.43196	-999.25	-999.25	-51.0953
766	137.7661	-0.005074	57.0532	-999.25	-999.25	-999.25	0.43692	-999.25	-999.25	-53.3707
766.25	138.0173	-0.01018	57.241	-999.25	-999.25	-999.25	0.427238	-999.25	-999.25	-54.0565
766.5	137.1546	-0.013513	53.8374	-999.25	-999.25	-999.25	0.40108	-999.25	-999.25	-53.6102
766.75	136.2859	-0.011386	52.0781	-999.25	-999.25	-999.25	0.406074	-999.25	-999.25	-53.0229
767	135.8007	-0.0039	53.4214	-999.25	-999.25	-999.25	0.41364	-999.25	-999.25	-53.1639
767.25	136.0086	0.001946	54.2692	-999.25	-999.25	-999.25	0.414379	-999.25	-999.25	-55.3584
767.5	136.584	0.006153	53.8972	-999.25	-999.25	-999.25	0.42546	-999.25	-999.25	-55.9751
767.75	136.8427	0.00618	53.3551	-999.25	-999.25	-999.25	0.422259	-999.25	-999.25	-55.7584
768	136.484	0.006567	54.339	-999.25	-999.25	-999.25	0.389567	-999.25	-999.25	-53.6593
768.25	136.3004	-0.007847	54.9624	-999.25	-999.25	-999.25	0.395613	-999.25	-999.25	-51.8632
768.5	136.4244	-0.00946	55.9256	-999.25	-999.25	-999.25	0.403101	-999.25	-999.25	-51.6221
768.75	134.4588	-0.003	57.1258	-999.25	-999.25	-999.25	0.397919	-999.25	-999.25	-50.4928
769	133.2683	-0.000693	49.748	-999.25	-999.25	-999.25	0.404307	-999.25	-999.25	-49.7879
769.25	134.0677	0.00428	47.6725	-999.25	-999.25	-999.25	0.401899	-999.25	-999.25	-49.3949
769.5	134.4915	0.005	48.5243	-999.25	-999.25	-999.25	0.39992	-999.25	-999.25	-49.4082
769.75	134.7787	0.006153	51.6919	-999.25	-999.25	-999.25	0.412074	-999.25	-999.25	-49.548
770	134.8053	0.00454	52.4823	-999.25	-999.25	-999.25	0.412259	-999.25	-999.25	-50.0149
770.25	134.7296	-0.000027	49.8115	-999.25	-999.25	-999.25	0.385701	-999.25	-999.25	-49.532
770.5	134.6324	-0.011	43.305	-999.25	-999.25	-999.25	0.37746	-999.25	-999.25	-48.2645
770.75	134.7666	-0.00936	41.4691	-999.25	-999.25	-999.25	0.375079	-999.25	-999.25	-47.2078
771	134.7183	-0.01154	42.091	-999.25	-999.25	-999.25	0.369487	-999.25	-999.25	-46.6936
771.25	134.1866	-0.009847	43.6653	-999.25	-999.25	-999.25	0.366307	-999.25	-999.25	-45.9668
771.5	134.1308	-0.00736	44.7628	-999.25	-999.25	-999.25	0.372921	-999.25	-999.25	-44.827
771.75	135.5778	-0.006973	45.4693	-999.25	-999.25	-999.25	0.375	-999.25	-999.25	-43.6329
772	136.174	-0.008	37.1685	-999.25	-999.25	-999.25	0.370848	-999.25	-999.25	-42.9087
772.25	136.7702	-0.01044	34.5359	-999.25	-999.25	-999.25	0.37244	-999.25	-999.25	-42.4824
772.5	136.8264	-0.011	34.7445	-999.25	-999.25	-999.25	0.3626	-999.25	-999.25	-42.4938
772.75	136.9975	-0.012146	34.4681	-999.25	-999.25	-999.25	0.357	-999.25	-999.25	-42.5745
773	137.0252	-0.013	37.2586	-999.25	-999.25	-999.25	0.357813	-999.25	-999.25	-42.6169
773.25	137.0776	-0.01552	40.9165	-999.25	-999.25	-999.25	0.376241	-999.25	-999.25	-43.0948
773.5	137.4307	-0.012707	42.9174	-999.25	-999.25	-999.25	0.389026	-999.25	-999.25	-44.4153
773.75	139.0828	-0.005307	47.1409	-999.25	-999.25	-999.25	0.379548	-999.25	-999.25	-54.6053
774	142.3532	-0.000639	62.2202	-999.25	-999.25	-999.25	0.385161	-999.25	-999.25	-56.8508
774.25	143.9424	0.020879	71.7236	-999.25	-999.25	-999.25	0.422103	-999.25	-999.25	-57.5869
774.5	144.8659	0.035759	74.0262	-999.25	-999.25	-999.25	0.469585	-999.25	-999.25	-62.4688
774.75	144.8754	0.050841	73.5005	-999.25	-999.25	-999.25	0.491518	-999.25	-999.25	-63.138
775	144.0178	0.056293	72.5961	-999.25	-999.25	-999.25	0.434026	-999.25	-999.25	-63.9237
775.25	143.3827	0.06044	73.1352	-999.25	-999.25	-999.25	0.422108	-999.25	-999.25	-64.9796
775.5	141.0689	0.05148	74.6296	-999.25	-999.25	-999.25	0.414761	-999.25	-999.25	-65.1278
775.75	139.9854	0.048121	74.015	-999.25	-999.25	-999.25	0.434026	-999.25	-999.25	-65.1237
776	140.3753	0.043	73.9073	-999.25	-999.25	-999.25	0.441626	-999.25	-999.25	-65.5886
776.25	140.8639	0.049241	77.2829	-999.25	-999.25	-999.25	0.449321	-999.25	-999.25	-65.5621
776.5	140.8391	0.056733	79.6105	-999.25	-999.25	-999.25	0.465465	-999.25	-999.25	-65.5536
776.75	140.5479	0.066693	80.6067	-999.25	-999.25	-999.25	0.481319	-999.25	-999.25	-65.2202
777	139.2398	0.066279	76.4759	-999.25	-999.25	-999.25	0.486121	-999.25	-999.25	-65.1551
777.25	134.6072	0.064777	74.7526	-999.25	-999.25	-999.25	0.456674	-999.25	-999.25	-65.1439
777.5	134.3428	0.040307	75.492	-999.25	-999.25	-999.25	0.410747	-999.25	-999.25	-64.6553
777.75	138.2454	0.04144	76.4341	-999.25	-999.25	-999.25	0.433842	-999.25	-999.25	-64.5581
778	141.2628	0.049026	76.295	-999.25	-999.25	-999.25	0.466172	-999.25	-999.25	-64.5509
778.25	142.2319	0.059848	73.4373	-999.25	-999.25	-999.25	0.456032	-999.25	-999.25	-64.644
778.5	133.9872	0.06116	75.5937	-999.25	-999.25	-999.25	0.45132	-999.25	-999.25	-64.2189
778.75	139.9881	0.04474	79.148	-999.25	-999.25	-999.25	0.45256	-999.25	-999.25	-64.028
779	140.4828	0.03458	80.7605	-999.25	-999.25	-999.25	0.46084	-999.25	-999.25	-63.8371
779.25	142.0918	0.017633	78.266	-999.25	-999.25	-999.25	0.464947	-999.25	-999.25	-63.8973
779.5	141.3785	0.02112	75.1969	-999.25	-999.25	-999.25	0.46202	-999.25	-999.25	-63.9911
779.75	142.3213	0.028807	74.7307	-999.25	-999.25	-999.25	0.456	-999.25	-999.25	-63.9903
780	146.6694	0.02958	72.9337	-999.25	-999.25	-999.25	0.458473	-999.25	-999.25	-63.9271
780.25	147.7534	0.045539	73.2614	-999.25	-999.25	-999.25	0.4497	-999.25	-999.25	-63.9251
780.5	146.1363	0.066293	75.357	-999.25	-999.25	-999.25	0.44432	-999.25	-999.25	-63.6428
780.75	146.3675	0.080367	75.7442	-999.25	-999.25	-999.25	0.471887	-999.25	-999.25	-63.6299
781	145.5016	0.08756	76.1607	-999.25	-999.25	-999.25	0.494921	-999.25	-999.25	-63.6169
781.25	142.0687	0.09342	75.9764	-999.25	-999.25	-999.25	0.492133	-999.25	-999.25	-63.604
781.5	141.0363	0.093633	76.2111	-999.25	-999.25	-999.25	0.453627	-999.25	-999.25	-63.9236
781.75	142.0266	0.0796	77.4843	-999.25	-999.25	-999.25	0.4737	-999.25	-999.25	-63.9107
782	142.9017	0.071	77.2137	-999.25	-999.25	-999.25	0.488487	-999.25	-999.25	-63.8719
782.25	141.9883	0.071947	76.7377	-999.25	-999.25	-999.25	0.461687	-999.25	-999.25	-64.0208
782.5	139.9113	0.07914	73.7393	-999.25	-999.25	-999.25	0.420781	-999.25	-999.25	-64.1697
782.75	133.33	0.07758	71.1862	-999.25	-999.25	-999.25	0.397773	-999.25	-999.25	-64.3186
783	135.069	0.058486	75.7121	-999.25	-999.25	-999.25	0.403313	-999.25	-999.25	-64.3815
783.25	139.7369	0.02514	77.405	-999.25	-999.25	-999.25	0.40998	-999.25	-999.25	-64.489
783.5	141.9056	0.020353	77.611	-999.25	-999.25	-999.25	0.427293	-999.25	-999.25	-64.9337
783.75	141.211	0.019473	77.4226	-999.25	-999.25	-999.25	0.438473	-999.25	-999.25	-65.0456
784	140.8361	0.01614	79.3998	-999.25	-999.25	-999.25	0.43628	-999.25	-999.25	-65.0368
784.25	141.5875	0.01458	81.4392	-999.25	-999.25	-999.25	0.438807	-999.25	-999.25	-65.4796
784.5	144.2991	0.015933	80.587	-999.25	-999.25	-999.25	0.440933	-999.25	-999.25	-65.5391
