DEPTH	CLI	DCOR	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1157.25	9.4665	0.003269	92.0013	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1157.5	9.4076	0.001187	92.4937	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1157.75	9.3916	0.00909	95.7787	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1158	9.3665	0.015132	96.6078	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1158.25	9.3278	0.018379	93.7518	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1158.5	9.3239	0.016323	94.2557	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1158.75	9.32	0.01294	95.6007	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1159	9.3168	0.012668	95.1462	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1159.25	9.3128	0.013175	94.2412	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1159.5	9.3275	0.013348	92.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1159.75	9.3454	0.014992	91.0104	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1160	9.3574	0.02285	93.2604	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1160.25	9.3778	0.029238	95.9533	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1160.5	9.4315	0.029757	100.4155	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1160.75	9.4647	0.024832	103.6102	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1161	9.4842	0.016279	105.9602	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1161.25	9.5153	0.013508	103.4196	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1161.5	9.554	0.014591	97.62	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1161.75	9.566	0.015641	99.21	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1162	9.578	0.016691	100.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1162.25	9.605	0.023935	98.24	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1162.5	9.632	0.031179	95.68	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1162.75	9.647	0.034809	94.8988	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1163	9.67	0.031919	95.0059	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1163.25	9.705	0.019247	96.4459	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1163.5	9.7203	0.011836	95.8105	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1163.75	9.7059	0.01232	92.0607	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1164	9.7154	0.018653	92.4097	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1164.25	9.7309	0.026449	93.7847	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1164.5	9.734	0.036553	92.53	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1164.75	9.7262	0.046833	91.6687	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1165	9.6872	0.055512	95.0087	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1165.25	9.6599	0.058501	97.5739	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1165.5	9.6794	0.038754	97.0439	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1165.75	9.6979	0.021963	96.4323	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1166	9.7123	0.016983	95.4949	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1166.25	9.6922	0.020004	95.177	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1166.5	9.6492	0.028356	95.272	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1166.75	9.5356	0.036578	92.8497	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1167	9.375	0.044713	91.4832	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1167.25	9.1285	0.036084	90.1166	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1167.5	8.882	0.027456	88.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1167.75	8.9064	0.018943	84.1378	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1168	8.9632	0.013126	82.1958	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1168.25	9.0687	0.011354	84.2608	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1168.5	9.1492	0.008594	84.0504	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1168.75	9.1922	0.004351	80.4254	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1169	9.2415	0.003001	79.982	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1169.25	9.3002	0.005993	84.313	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1169.5	9.3152	0.007226	85.056	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1169.75	9.3192	0.00802	84.901	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1170	9.3785	0.006844	85.685	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1170.25	9.4659	0.007758	86.2367	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1170.5	9.6104	0.018989	84.9217	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1170.75	9.7465	0.028146	84.8947	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1171	9.849	0.029019	90.0131	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1171.25	9.989	0.035053	89.9957	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1171.5	10.154	0.044528	86.5557	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1171.75	10.196	0.061077	87.0943	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1172	10.156	0.082341	90.2843	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1172.25	10.1775	0.088518	88.5597	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1172.5	10.24	0.084639	83.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1172.75	10.155	0.064274	87.81	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1173	10.07	0.043908	92.06	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1173.25	10.0263	0.033471	92.41	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1173.5	10.004	0.027764	93.3578	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1173.75	10.014	0.029159	95.2028	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1174	10.015	0.032064	95.8726	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1174.25	10.0025	0.037234	94.7789	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1174.5	10.06	0.044008	92.9084	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1174.75	10.135	0.051184	90.8434	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1175	10.1425	0.069552	89.0303	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1175.25	10.15	0.090721	87.2803	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1175.5	9.946	0.085261	85.93	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1175.75	9.7412	0.070726	85.4936	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1176	9.7372	0.046563	88.3085	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1176.25	9.7242	0.027166	90.3023	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1176.5	9.6755	0.026804	89.0148	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1176.75	9.5201	0.021169	86.3997	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1177	9.2936	0.01202	82.8997	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1177.25	9.2439	0.005761	82.1998	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1177.5	9.2666	0.001429	81.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1177.75	9.2893	-0.001097	77.715	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1178	9.312	-0.003624	73.93	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1178.25	9.3435	-0.002439	77.62	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1178.5	9.375	-0.001254	81.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1178.75	9.4281	0.00017	81.385	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1179	9.4758	0.005109	81.344	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1179.25	9.5153	0.015321	81.129	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1179.5	9.5585	0.018554	80.3752	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1179.75	9.6072	0.011312	78.8128	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1180	9.6638	0.007446	78.9239	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1180.25	9.7223	0.004425	79.4539	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1180.5	9.7652	0.013048	81.9834	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1180.75	9.8042	0.024585	85.0134	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1181	9.946	0.051943	84.525	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1181.25	10.0696	0.079493	84.0496	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1181.5	10.0176	0.091988	87.1446	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1181.75	9.9815	0.095982	89.4561	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1182	10.009	0.066014	88.6374	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1182.25	9.9765	0.053932	89.2281	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1182.5	9.904	0.053769	90.7581	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1182.75	9.9294	0.060489	90.9012	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1183	10.02	0.071796	90.12	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1183.25	9.9475	0.085284	92.495	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1183.5	9.9233	0.098772	94.87	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1183.75	9.8992	0.086879	92.84	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1184	9.875	0.074987	90.81	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1184.25	9.8894	0.05533	89.5226	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1184.5	9.9244	0.045217	91.1594	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1184.75	9.9904	0.049424	97.1844	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1185	10.0125	0.053591	98.0833	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1185.25	9.9688	0.057695	91.29	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1185.5	9.954	0.06633	89.6581	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1185.75	9.9465	0.0761	89.3181	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1186	9.8785	0.083266	91.56	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1186.25	9.7901	0.088112	94.0262	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1186.5	9.6806	0.086288	94.8062	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1186.75	9.6368	0.084414	94.7043	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1187	9.593	0.082338	91.0793	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1187.25	9.6019	0.084751	88.4302	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1187.5	9.6463	0.1051	89.6802	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1187.75	9.6475	0.103452	90.312	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1188	9.62	0.087145	90.532	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1188.25	9.5827	0.069463	87.2934	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1188.5	9.539	0.050864	81.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1188.75	9.5465	0.04709	85.935	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1189	9.5502	0.043316	90.12	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1189.25	9.554	0.04408	86.3327	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1189.5	9.5838	0.047594	85.7976	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1189.75	9.6583	0.055233	90.1426	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1190	9.7092	0.066382	90.8125	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1190.25	9.7247	0.082797	85.9675	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1190.5	9.695	0.092628	86.1216	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1190.75	9.5975	0.092579	93.7773	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1191	9.684	0.08439	90.9351	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1191.25	9.8165	0.074164	85.4651	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1191.5	9.816	0.064662	85.025	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1191.75	9.796	0.060832	85.8432	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1192	9.831	0.078936	86.6582	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1192.25	9.8804	0.095901	86.3091	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1192.5	9.9873	0.108314	81.3094	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1192.75	9.946	0.10261	79.8171	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1193	9.806	0.084833	80.6621	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1193.25	9.8061	0.073861	82.6293	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1193.5	9.8996	0.067425	85.3443	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1193.75	9.9681	0.062805	88.2602	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1194	10.02	0.059396	91.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1194.25	9.873	0.045571	90.09	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1194.5	9.726	0.031746	88.87	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1194.75	9.731	0.029253	89.2637	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1195	9.7325	0.032605	89.524	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1195.25	9.734	0.044728	89.584	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1195.5	9.777	0.052031	88.7303	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1195.75	9.8845	0.0521	86.5054	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1196	9.8216	0.052721	89.0593	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1196.25	9.7161	0.05348	92.8093	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1196.5	9.6826	0.055659	95.9834	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1196.75	9.6671	0.058194	99.0134	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1197	9.6285	0.056838	100.41	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1197.25	9.6087	0.054825	100.1159	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1197.5	9.6872	0.054081	94.7009	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1197.75	9.7626	0.055083	91.5749	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1198	9.8258	0.063062	97.5932	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1198.25	9.8384	0.068727	98.7998	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1198.5	9.851	0.072848	96.7998	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1198.75	9.7981	0.067501	95.9737	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1199	9.71	0.055842	95.93	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1199.25	9.7845	0.05334	93.12	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1199.5	9.859	0.050838	90.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1199.75	9.9845	0.045029	91.81	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1200	10.11	0.039219	93.31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1200.25	10.135	0.04241	92.96	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1200.5	10.1425	0.05008	92.4501	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1200.75	10.15	0.064473	91.7001	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1201	10.1085	0.069482	89.483	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1201.25	10.0048	0.060409	85.0646	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1201.5	9.906	0.056181	90.5065	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1201.75	9.8085	0.053166	98.4165	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1202	10.0295	0.06227	99.06	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1202.25	10.293	0.07505	97.8387	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1202.5	10.408	0.090393	96.4337	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1202.75	10.494	0.099681	94.8716	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1203	10.464	0.084782	92.6816	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1203.25	10.4175	0.073177	91.752	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1203.5	10.305	0.074738	95.858	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1203.75	10.185	0.070465	98.8202	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1204	10.06	0.062304	101.0202	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1204.25	10.0138	0.053505	98.3484	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1204.5	10.02	0.044281	92.43	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1204.75	10.065	0.048917	94.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1205	10.11	0.053553	97.37	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1205.25	10.0538	0.078493	91.5141	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1205.5	10.04	0.08803	90.3994	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1205.75	10.09	0.074451	96.3994	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1206	10.184	0.067275	99.6741	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1206.25	10.344	0.069707	98.8591	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1206.5	10.425	0.075793	95.2609	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1206.75	10.3875	0.087364	87.4864	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1207	10.0465	0.081179	83.5066	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1207.25	9.6295	0.07055	80.4766	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1207.5	9.5425	0.0845	79.465	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1207.75	9.5616	0.099244	79.5975	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1208	9.6746	0.092579	82.2825	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1208.25	9.8007	0.088599	83.7506	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1208.5	9.9788	0.095349	80.3571	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1208.75	9.9459	0.104004	80.2002	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1209	9.7724	0.113927	82.2002	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1209.25	9.7075	0.121579	86.1115	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1209.5	9.715	0.127719	91.2965	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1209.75	9.7356	0.125219	89.6421	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1210	9.765	0.116963	83.43	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1210.25	9.722	0.093434	85.43	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1210.5	9.679	0.069905	87.43	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1210.75	9.6253	0.0662	84.074	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1211	9.6228	0.068943	83.7596	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1211.25	9.6973	0.081364	88.0096	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1211.5	9.824	0.089801	91.1073	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1211.75	10.029	0.092264	92.476	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1212	10.058	0.082922	93.1739	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1212.25	10.043	0.070626	93.7039	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1212.5	10.0176	0.069969	93.1861	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1212.75	9.9896	0.072225	92.4062	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1213	9.8865	0.079727	88.685	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1213.25	9.7843	0.083866	85.6836	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1213.5	9.7608	0.069319	88.4986	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1213.75	9.7371	0.055492	91.0941	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1214	9.7127	0.044534	92.8127	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1214.25	9.7123	0.039315	94.1931	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1214.5	9.7278	0.03792	95.3481	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1214.75	9.731	0.03899	93.6048	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1215	9.726	0.041703	89.93	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1215.25	9.691	0.055254	88.305	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1215.5	9.656	0.068806	86.68	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1215.75	9.687	0.069345	89.65	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1216	9.718	0.069885	91.135	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1216.25	9.6643	0.086029	92.62	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1216.5	9.629	0.093036	93.6817	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1216.75	9.6215	0.086328	96.3367	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1217	9.7067	0.07167	97.6651	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1217.25	9.9311	0.045079	97.0026	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1217.5	9.9356	0.042727	96.0942	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1217.75	9.8851	0.046443	95.1242	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1218	9.855	0.056212	96.37	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1218.25	9.8069	0.065979	97.8971	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1218.5	9.6664	0.069677	98.3321	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1218.75	9.5728	0.071082	98.2616	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1219	9.6668	0.063327	96.1716	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1219.25	9.7893	0.059598	94.7728	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1219.5	10.0255	0.07195	96.1352	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1219.75	10.144	0.082676	95.2758	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1220	10.184	0.092319	92.9358	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1220.25	10.1775	0.0903	92.8438	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1220.5	10.14	0.080511	94.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1220.75	10.09	0.074305	95	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1221	10.04	0.068099	95.75	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1221.25	10.2587	0.077441	94.2626	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1221.5	10.436	0.094358	92.8821	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1221.75	10.551	0.122642	91.6621	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
