DEPTH	BHC	CLI	DCOR	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1128	-999.25	10.37	0.037508	-999.25	-999.25	-999.25	-999.25	0.41856	3.111	2.1857	-999.25
1128.125	-999.25	10.37	0.037508	-999.25	-999.25	-999.25	-999.25	0.41856	3.111	2.1857	-999.25
1128.25	-999.25	10.415	0.034087	-999.25	-999.25	-999.25	-999.25	0.396491	3.1255	2.1825	-999.25
1128.375	-999.25	10.46	0.030666	-999.25	-999.25	-999.25	-999.25	0.374423	3.14	2.1825	-999.25
1128.5	-999.25	10.46	0.030666	-999.25	-999.25	-999.25	-999.25	0.374423	3.14	2.1794	-999.25
1128.625	-999.25	10.46	0.030666	-999.25	-999.25	-999.25	-999.25	0.374423	3.14	2.1794	-999.25
1128.75	-999.25	10.4038	0.019882	-999.25	-999.25	-999.25	-999.25	0.376355	3.1119	2.1802	-999.25
1128.875	-999.25	10.3869	0.011755	-999.25	-999.25	-999.25	-999.25	0.387159	3.061	2.1802	-999.25
1129	-999.25	10.3869	0.011755	-999.25	-999.25	-999.25	-999.25	0.387159	3.061	2.18	-999.25
1129.125	-999.25	10.3869	0.011755	-999.25	-999.25	-999.25	-999.25	0.387159	3.061	2.18	-999.25
1129.25	-999.25	10.37	0.007616	-999.25	-999.25	-999.25	-999.25	0.411278	2.976	2.1783	-999.25
1129.375	-999.25	10.3525	0.004797	-999.25	-999.25	-999.25	-999.25	0.413056	2.9357	2.1783	-999.25
1129.5	-999.25	10.3525	0.004797	-999.25	-999.25	-999.25	-999.25	0.413056	2.9357	2.1856	-999.25
1129.625	-999.25	10.3525	0.004797	-999.25	-999.25	-999.25	-999.25	0.413056	2.9357	2.1856	-999.25
1129.75	-999.25	10.3088	0.003958	-999.25	-999.25	-999.25	-999.25	0.38131	2.9626	2.206	-999.25
1129.875	-999.25	10.42	0.010377	-999.25	-999.25	-999.25	-999.25	0.379272	3.068	2.206	-999.25
1130	-999.25	10.42	0.010377	-999.25	-999.25	-999.25	-999.25	0.379272	3.068	2.1986	-999.25
1130.125	-999.25	10.42	0.010377	-999.25	-999.25	-999.25	-999.25	0.379272	3.068	2.1986	-999.25
1130.25	-999.25	10.57	0.018613	-999.25	-999.25	-999.25	-999.25	0.384671	3.193	2.1842	-999.25
1130.375	-999.25	10.484	0.018054	-999.25	-999.25	-999.25	-999.25	0.39388	3.18	2.1842	-999.25
1130.5	-999.25	10.484	0.018054	-999.25	-999.25	-999.25	-999.25	0.39388	3.18	2.1808	-999.25
1130.625	-999.25	10.484	0.018054	-999.25	-999.25	-999.25	-999.25	0.39388	3.18	2.1808	-999.25
1130.75	-999.25	10.339	0.015293	-999.25	-999.25	-999.25	-999.25	0.404043	3.1325	2.1801	-999.25
1130.875	-999.25	10.265	0.020174	-999.25	-999.25	-999.25	-999.25	0.400928	3.0605	2.1801	-999.25
1131	-999.25	10.265	0.020174	-999.25	-999.25	-999.25	-999.25	0.400928	3.0605	2.1858	-999.25
1131.125	-999.25	10.265	0.020174	-999.25	-999.25	-999.25	-999.25	0.400928	3.0605	2.1858	-999.25
1131.25	-999.25	10.1823	0.024376	-999.25	-999.25	-999.25	-999.25	0.394178	3.1275	2.1972	-999.25
1131.375	-999.25	9.9938	0.018224	-999.25	-999.25	-999.25	-999.25	0.386182	3.7745	2.1972	-999.25
1131.5	-999.25	9.9938	0.018224	-999.25	-999.25	-999.25	-999.25	0.386182	3.7745	2.2253	-999.25
1131.625	-999.25	9.9938	0.018224	-999.25	-999.25	-999.25	-999.25	0.386182	3.7745	2.2253	-999.25
1131.75	-999.25	9.7893	0.011957	-999.25	-999.25	-999.25	-999.25	0.377424	4.1618	2.2537	-999.25
1131.875	-999.25	9.5212	0.00523	-999.25	-999.25	-999.25	-999.25	0.365624	3.5112	2.2537	-999.25
1132	-999.25	9.5212	0.00523	-999.25	-999.25	-999.25	-999.25	0.365624	3.5112	2.2831	-999.25
1132.125	-999.25	9.5212	0.00523	-999.25	-999.25	-999.25	-999.25	0.365624	3.5112	2.2831	-999.25
1132.25	-999.25	9.4068	0.005486	-999.25	-999.25	-999.25	-999.25	0.357052	3.2126	2.2981	-999.25
1132.375	-999.25	9.3948	0.010396	-999.25	-999.25	-999.25	-999.25	0.350631	3.1486	2.2981	-999.25
1132.5	-999.25	9.3948	0.010396	-999.25	-999.25	-999.25	-999.25	0.350631	3.1486	2.3036	-999.25
1132.625	-999.25	9.3948	0.010396	-999.25	-999.25	-999.25	-999.25	0.350631	3.1486	2.3036	-999.25
1132.75	-999.25	9.3936	0.012914	-999.25	-999.25	-999.25	-999.25	0.347863	3.0409	2.3108	-999.25
1132.875	-999.25	9.3924	0.013838	-999.25	-999.25	-999.25	-999.25	0.347529	2.904	2.3108	-999.25
1133	-999.25	9.3924	0.013838	-999.25	-999.25	-999.25	-999.25	0.347529	2.904	2.319	-999.25
1133.125	-999.25	9.3924	0.013838	-999.25	-999.25	-999.25	-999.25	0.347529	2.904	2.319	-999.25
1133.25	-999.25	9.3912	0.011333	-999.25	-999.25	-999.25	-999.25	0.352203	2.9625	2.318	-999.25
1133.375	-999.25	9.39	0.008828	-999.25	-999.25	-999.25	-999.25	0.356878	3.021	2.318	-999.25
1133.5	-999.25	9.39	0.008828	-999.25	-999.25	-999.25	-999.25	0.356878	3.021	2.3169	-999.25
1133.625	-999.25	9.39	0.008828	-999.25	-999.25	-999.25	-999.25	0.356878	3.021	2.3169	-999.25
1133.75	-999.25	9.394	0.006952	-999.25	-999.25	-999.25	-999.25	0.352288	3.031	2.3224	-999.25
1133.875	-999.25	9.398	0.005075	-999.25	-999.25	-999.25	-999.25	0.347697	3.041	2.3224	-999.25
1134	-999.25	9.398	0.005075	-999.25	-999.25	-999.25	-999.25	0.347697	3.041	2.3278	-999.25
1134.125	-999.25	9.398	0.005075	-999.25	-999.25	-999.25	-999.25	0.347697	3.041	2.3278	-999.25
1134.25	-999.25	9.7205	0.008142	-999.25	-999.25	-999.25	-999.25	0.334568	3.1516	2.3141	-999.25
1134.375	-999.25	9.9452	0.01223	-999.25	-999.25	-999.25	-999.25	0.336567	3.175	2.3141	-999.25
1134.5	-999.25	9.9452	0.01223	-999.25	-999.25	-999.25	-999.25	0.336567	3.175	2.2968	-999.25
1134.625	-999.25	9.9452	0.01223	-999.25	-999.25	-999.25	-999.25	0.336567	3.175	2.2968	-999.25
1134.75	-999.25	10.0232	0.017852	-999.25	-999.25	-999.25	-999.25	0.361268	3.0675	2.2741	-999.25
1134.875	-999.25	10.0466	0.021396	-999.25	-999.25	-999.25	-999.25	0.370906	2.99	2.2741	-999.25
1135	-999.25	10.0466	0.021396	-999.25	-999.25	-999.25	-999.25	0.370906	2.99	2.2563	-999.25
1135.125	-999.25	10.0466	0.021396	-999.25	-999.25	-999.25	-999.25	0.370906	2.99	2.2563	-999.25
1135.25	-999.25	10.07	0.021822	-999.25	-999.25	-999.25	-999.25	0.357942	2.9575	2.2459	-999.25
1135.375	-999.25	10.026	0.017184	-999.25	-999.25	-999.25	-999.25	0.354655	2.9954	2.2459	-999.25
1135.5	-999.25	10.026	0.017184	-999.25	-999.25	-999.25	-999.25	0.354655	2.9954	2.2336	-999.25
1135.625	-999.25	10.026	0.017184	-999.25	-999.25	-999.25	-999.25	0.354655	2.9954	2.2336	-999.25
1135.75	-999.25	9.971	0.011278	-999.25	-999.25	-999.25	-999.25	0.353791	3.0509	2.2207	-999.25
1135.875	-999.25	9.9565	0.008394	-999.25	-999.25	-999.25	-999.25	0.350458	3.0875	2.2207	-999.25
1136	-999.25	9.9565	0.008394	-999.25	-999.25	-999.25	-999.25	0.350458	3.0875	2.2216	-999.25
1136.125	-999.25	9.9565	0.008394	-999.25	-999.25	-999.25	-999.25	0.350458	3.0875	2.2216	-999.25
1136.25	-999.25	9.9747	0.007351	-999.25	-999.25	-999.25	-999.25	0.348827	3.104	2.2206	-999.25
1136.375	-999.25	10.0832	0.01064	-999.25	-999.25	-999.25	-999.25	0.356465	3.059	2.2206	-999.25
1136.5	-999.25	10.0832	0.01064	-999.25	-999.25	-999.25	-999.25	0.356465	3.059	2.198	-999.25
1136.625	-999.25	10.0832	0.01064	-999.25	-999.25	-999.25	-999.25	0.356465	3.059	2.198	-999.25
1136.75	-999.25	10.162	0.013968	-999.25	-999.25	-999.25	-999.25	0.363618	3.022	2.183	-999.25
1136.875	-999.25	10.122	0.017452	-999.25	-999.25	-999.25	-999.25	0.368832	3.017	2.183	-999.25
1137	-999.25	10.122	0.017452	-999.25	-999.25	-999.25	-999.25	0.368832	3.017	2.198	-999.25
1137.125	-999.25	10.122	0.017452	-999.25	-999.25	-999.25	-999.25	0.368832	3.017	2.198	-999.25
1137.25	-999.25	10.1063	0.020973	-999.25	-999.25	-999.25	-999.25	0.371433	3.0138	2.2138	-999.25
1137.375	-999.25	10.1875	0.024643	-999.25	-999.25	-999.25	-999.25	0.363587	3.0175	2.2138	-999.25
1137.5	-999.25	10.1875	0.024643	-999.25	-999.25	-999.25	-999.25	0.363587	3.0175	2.2327	-999.25
1137.625	-999.25	10.1875	0.024643	-999.25	-999.25	-999.25	-999.25	0.363587	3.0175	2.2327	-999.25
1137.75	-999.25	10.217	0.022399	-999.25	-999.25	-999.25	-999.25	0.362168	3.0136	2.2427	-999.25
1137.875	-999.25	10.212	0.016214	-999.25	-999.25	-999.25	-999.25	0.36503	3.0046	2.2427	-999.25
1138	-999.25	10.212	0.016214	-999.25	-999.25	-999.25	-999.25	0.36503	3.0046	2.2466	-999.25
1138.125	-999.25	10.212	0.016214	-999.25	-999.25	-999.25	-999.25	0.36503	3.0046	2.2466	-999.25
1138.25	-999.25	10.195	0.014627	-999.25	-999.25	-999.25	-999.25	0.369444	3.0209	2.2483	-999.25
1138.375	-999.25	10.17	0.016105	-999.25	-999.25	-999.25	-999.25	0.374892	3.054	2.2483	-999.25
1138.5	-999.25	10.17	0.016105	-999.25	-999.25	-999.25	-999.25	0.374892	3.054	2.2485	-999.25
1138.625	-999.25	10.17	0.016105	-999.25	-999.25	-999.25	-999.25	0.374892	3.054	2.2485	-999.25
1138.75	-999.25	10.13	0.013635	-999.25	-999.25	-999.25	-999.25	0.361384	3.064	2.2384	-999.25
1138.875	-999.25	10.09	0.011165	-999.25	-999.25	-999.25	-999.25	0.347876	3.074	2.2384	-999.25
1139	-999.25	10.09	0.011165	-999.25	-999.25	-999.25	-999.25	0.347876	3.074	2.2282	-999.25
1139.125	-999.25	10.09	0.011165	-999.25	-999.25	-999.25	-999.25	0.347876	3.074	2.2282	-999.25
1139.25	-999.25	10.1525	0.013333	-999.25	-999.25	-999.25	-999.25	0.35958	3.1059	2.2308	-999.25
1139.375	-999.25	10.17	0.016798	-999.25	-999.25	-999.25	-999.25	0.366917	3.1022	2.2308	-999.25
1139.5	-999.25	10.17	0.016798	-999.25	-999.25	-999.25	-999.25	0.366917	3.1022	2.2317	-999.25
1139.625	-999.25	10.17	0.016798	-999.25	-999.25	-999.25	-999.25	0.366917	3.1022	2.2317	-999.25
1139.75	-999.25	10.12	0.022213	-999.25	-999.25	-999.25	-999.25	0.367702	3.0452	2.2304	-999.25
1139.875	-999.25	10.086	0.022907	-999.25	-999.25	-999.25	-999.25	0.371558	3.022	2.2304	-999.25
1140	-999.25	10.086	0.022907	-999.25	-999.25	-999.25	-999.25	0.371558	3.022	2.2254	-999.25
1140.125	-999.25	10.086	0.022907	-999.25	-999.25	-999.25	-999.25	0.371558	3.022	2.2254	-999.25
1140.25	-999.25	10.076	0.016517	-999.25	-999.25	-999.25	-999.25	0.380021	3.0495	2.215	-999.25
1140.375	-999.25	10.073	0.014145	-999.25	-999.25	-999.25	-999.25	0.387375	3.0717	2.215	-999.25
1140.5	-999.25	10.073	0.014145	-999.25	-999.25	-999.25	-999.25	0.387375	3.0717	2.2108	-999.25
1140.625	-999.25	10.073	0.014145	-999.25	-999.25	-999.25	-999.25	0.387375	3.0717	2.2108	-999.25
1140.75	-999.25	10.07	0.0178	-999.25	-999.25	-999.25	-999.25	0.393063	3.0861	2.2162	-999.25
1140.875	-999.25	9.9292	0.01506	-999.25	-999.25	-999.25	-999.25	0.397063	3.1282	2.2162	-999.25
1141	-999.25	9.9292	0.01506	-999.25	-999.25	-999.25	-999.25	0.397063	3.1282	2.2114	-999.25
1141.125	-999.25	9.9292	0.01506	-999.25	-999.25	-999.25	-999.25	0.397063	3.1282	2.2114	-999.25
1141.25	-999.25	9.7532	0.01072	-999.25	-999.25	-999.25	-999.25	0.400639	3.1772	2.2042	-999.25
1141.375	-999.25	9.761	0.011212	-999.25	-999.25	-999.25	-999.25	0.403219	3.1595	2.2042	-999.25
1141.5	-999.25	9.761	0.011212	-999.25	-999.25	-999.25	-999.25	0.403219	3.1595	2.2069	-999.25
1141.625	-999.25	9.761	0.011212	-999.25	-999.25	-999.25	-999.25	0.403219	3.1595	2.2069	-999.25
1141.75	-999.25	9.8048	0.011957	-999.25	-999.25	-999.25	-999.25	0.403614	3.1283	2.21	-999.25
1141.875	-999.25	9.8088	0.008882	-999.25	-999.25	-999.25	-999.25	0.396284	3.1098	2.21	-999.25
1142	-999.25	9.8088	0.008882	-999.25	-999.25	-999.25	-999.25	0.396284	3.1098	2.2047	-999.25
1142.125	-999.25	9.8088	0.008882	-999.25	-999.25	-999.25	-999.25	0.396284	3.1098	2.2047	-999.25
1142.25	-999.25	9.805	0.006417	-999.25	-999.25	-999.25	-999.25	0.389158	3.0919	2.2005	-999.25
1142.375	-999.25	9.77	0.006389	-999.25	-999.25	-999.25	-999.25	0.382847	3.0764	2.2005	-999.25
1142.5	-999.25	9.77	0.006389	-999.25	-999.25	-999.25	-999.25	0.382847	3.0764	2.2005	-999.25
1142.625	-999.25	9.77	0.006389	-999.25	-999.25	-999.25	-999.25	0.382847	3.0764	2.2005	-999.25
1142.75	-999.25	9.7528	0.006783	-999.25	-999.25	-999.25	-999.25	0.381919	3.0564	2.2007	-999.25
1142.875	-999.25	9.8065	0.008856	-999.25	-999.25	-999.25	-999.25	0.402492	3.0182	2.2007	-999.25
1143	-999.25	9.8065	0.008856	-999.25	-999.25	-999.25	-999.25	0.402492	3.0182	2.2013	-999.25
1143.125	-999.25	9.8065	0.008856	-999.25	-999.25	-999.25	-999.25	0.402492	3.0182	2.2013	-999.25
1143.25	-999.25	9.8514	0.009183	-999.25	-999.25	-999.25	-999.25	0.404832	3.0024	2.2038	-999.25
1143.375	-999.25	9.8904	0.008346	-999.25	-999.25	-999.25	-999.25	0.395022	3.0014	2.2038	-999.25
1143.5	-999.25	9.8904	0.008346	-999.25	-999.25	-999.25	-999.25	0.395022	3.0014	2.2075	-999.25
1143.625	-999.25	9.8904	0.008346	-999.25	-999.25	-999.25	-999.25	0.395022	3.0014	2.2075	-999.25
1143.75	-999.25	9.9236	0.007234	-999.25	-999.25	-999.25	-999.25	0.389249	3.0164	2.2063	-999.25
1143.875	-999.25	9.953	0.005939	-999.25	-999.25	-999.25	-999.25	0.386166	3.042	2.2063	-999.25
1144	-999.25	9.953	0.005939	-999.25	-999.25	-999.25	-999.25	0.386166	3.042	2.2018	-999.25
1144.125	-999.25	9.953	0.005939	-999.25	-999.25	-999.25	-999.25	0.386166	3.042	2.2018	-999.25
1144.25	-999.25	10.0815	0.015389	-999.25	-999.25	-999.25	-999.25	0.387795	3.0655	2.2013	-999.25
1144.375	-999.25	10.21	0.024838	-999.25	-999.25	-999.25	-999.25	0.389424	3.089	2.2013	-999.25
1144.5	-999.25	10.21	0.024838	-999.25	-999.25	-999.25	-999.25	0.389424	3.089	2.2008	-999.25
1144.625	-999.25	10.21	0.024838	-999.25	-999.25	-999.25	-999.25	0.389424	3.089	2.2008	-999.25
1144.75	-999.25	10.3412	0.030502	-999.25	-999.25	-999.25	-999.25	0.393336	3.0515	2.2177	-999.25
1144.875	-999.25	10.392	0.029633	-999.25	-999.25	-999.25	-999.25	0.396034	3.0544	2.2177	-999.25
1145	-999.25	10.392	0.029633	-999.25	-999.25	-999.25	-999.25	0.396034	3.0544	2.2241	-999.25
1145.125	-999.25	10.392	0.029633	-999.25	-999.25	-999.25	-999.25	0.396034	3.0544	2.2241	-999.25
1145.25	-999.25	10.322	0.018964	-999.25	-999.25	-999.25	-999.25	0.39691	3.1179	2.2145	-999.25
1145.375	-999.25	10.268	0.013384	-999.25	-999.25	-999.25	-999.25	0.394906	3.1552	2.2145	-999.25
1145.5	-999.25	10.268	0.013384	-999.25	-999.25	-999.25	-999.25	0.394906	3.1552	2.2037	-999.25
1145.625	-999.25	10.268	0.013384	-999.25	-999.25	-999.25	-999.25	0.394906	3.1552	2.2037	-999.25
1145.75	-999.25	10.238	0.015439	-999.25	-999.25	-999.25	-999.25	0.388581	3.1532	2.1909	-999.25
1145.875	-999.25	10.245	0.015981	-999.25	-999.25	-999.25	-999.25	0.380201	3.1223	2.1909	-999.25
1146	-999.25	10.245	0.015981	-999.25	-999.25	-999.25	-999.25	0.380201	3.1223	2.1905	-999.25
1146.125	-999.25	10.245	0.015981	-999.25	-999.25	-999.25	-999.25	0.380201	3.1223	2.1905	-999.25
1146.25	-999.25	10.3075	0.014253	-999.25	-999.25	-999.25	-999.25	0.36874	3.0479	2.2089	-999.25
1146.375	-999.25	10.34	0.017572	-999.25	-999.25	-999.25	-999.25	0.370458	3.103	2.2089	-999.25
1146.5	-999.25	10.34	0.017572	-999.25	-999.25	-999.25	-999.25	0.370458	3.103	2.215	-999.25
1146.625	-999.25	10.34	0.017572	-999.25	-999.25	-999.25	-999.25	0.370458	3.103	2.215	-999.25
1146.75	-999.25	10.365	0.022155	-999.25	-999.25	-999.25	-999.25	0.375475	3.1905	2.2181	-999.25
1146.875	-999.25	10.38	0.022585	-999.25	-999.25	-999.25	-999.25	0.369226	3.2005	2.2181	-999.25
1147	-999.25	10.38	0.022585	-999.25	-999.25	-999.25	-999.25	0.369226	3.2005	2.2245	-999.25
1147.125	-999.25	10.38	0.022585	-999.25	-999.25	-999.25	-999.25	0.369226	3.2005	2.2245	-999.25
1147.25	-999.25	10.414	0.023675	-999.25	-999.25	-999.25	-999.25	0.360411	3.1813	2.2316	-999.25
1147.375	-999.25	10.534	0.031557	-999.25	-999.25	-999.25	-999.25	0.352614	3.1228	2.2316	-999.25
1147.5	-999.25	10.534	0.031557	-999.25	-999.25	-999.25	-999.25	0.352614	3.1228	2.2375	-999.25
1147.625	-999.25	10.534	0.031557	-999.25	-999.25	-999.25	-999.25	0.352614	3.1228	2.2375	-999.25
1147.75	-999.25	10.6225	0.037467	-999.25	-999.25	-999.25	-999.25	0.352925	3.1099	2.238	-999.25
1147.875	-999.25	10.585	0.035496	-999.25	-999.25	-999.25	-999.25	0.385627	3.2793	2.238	-999.25
1148	-999.25	10.585	0.035496	-999.25	-999.25	-999.25	-999.25	0.385627	3.2793	2.2166	-999.25
1148.125	-999.25	10.585	0.035496	-999.25	-999.25	-999.25	-999.25	0.385627	3.2793	2.2166	-999.25
1148.25	-999.25	10.51	0.037619	-999.25	-999.25	-999.25	-999.25	0.392255	3.3569	2.2017	-999.25
1148.375	-999.25	10.41	0.042471	-999.25	-999.25	-999.25	-999.25	0.381506	3.3734	2.2017	-999.25
1148.5	-999.25	10.41	0.042471	-999.25	-999.25	-999.25	-999.25	0.381506	3.3734	2.191	-999.25
1148.625	-999.25	10.41	0.042471	-999.25	-999.25	-999.25	-999.25	0.381506	3.3734	2.191	-999.25
1148.75	-999.25	10.39	0.046142	-999.25	-999.25	-999.25	-999.25	0.38399	3.3542	2.2053	-999.25
1148.875	-999.25	10.37	0.049026	-999.25	-999.25	-999.25	-999.25	0.395292	3.3112	2.2053	-999.25
1149	-999.25	10.37	0.049026	-999.25	-999.25	-999.25	-999.25	0.395292	3.3112	2.2361	-999.25
1149.125	-999.25	10.37	0.049026	-999.25	-999.25	-999.25	-999.25	0.395292	3.3112	2.2361	-999.25
1149.25	-999.25	10.3625	0.046976	-999.25	-999.25	-999.25	-999.25	0.387602	3.2584	2.2381	-999.25
1149.375	-999.25	10.35	0.041639	-999.25	-999.25	-999.25	-999.25	0.367256	3.199	2.2381	-999.25
1149.5	-999.25	10.35	0.041639	-999.25	-999.25	-999.25	-999.25	0.367256	3.199	2.2211	-999.25
1149.625	-999.25	10.35	0.041639	-999.25	-999.25	-999.25	-999.25	0.367256	3.199	2.2211	-999.25
1149.75	-999.25	10.335	0.027257	-999.25	-999.25	-999.25	-999.25	0.362444	3.2185	2.2216	-999.25
1149.875	-999.25	10.32	0.012876	-999.25	-999.25	-999.25	-999.25	0.357631	3.238	2.2216	-999.25
1150	-999.25	10.32	0.012876	-999.25	-999.25	-999.25	-999.25	0.357631	3.238	2.2222	-999.25
1150.125	-999.25	10.32	0.012876	-999.25	-999.25	-999.25	-999.25	0.357631	3.238	2.2222	-999.25
1150.25	-999.25	10.295	0.015015	-999.25	-999.25	-999.25	-999.25	0.362931	3.088	2.2215	-999.25
1150.375	-999.25	10.238	0.02161	-999.25	-999.25	-999.25	-999.25	0.368661	3.0374	2.2215	-999.25
1150.5	-999.25	10.238	0.02161	-999.25	-999.25	-999.25	-999.25	0.368661	3.0374	2.2275	-999.25
1150.625	-999.25	10.238	0.02161	-999.25	-999.25	-999.25	-999.25	0.368661	3.0374	2.2275	-999.25
1150.75	-999.25	10.133	0.034888	-999.25	-999.25	-999.25	-999.25	0.375037	3.1359	2.2434	-999.25
1150.875	-999.25	10.1775	0.036608	-999.25	-999.25	-999.25	-999.25	0.378506	3.23	2.2434	-999.25
1151	-999.25	10.1775	0.036608	-999.25	-999.25	-999.25	-999.25	0.378506	3.23	2.249	-999.25
1151.125	-999.25	10.1775	0.036608	-999.25	-999.25	-999.25	-999.25	0.378506	3.23	2.249	-999.25
1151.25	-999.25	10.4462	0.020984	-999.25	-999.25	-999.25	-999.25	0.377615	3.3175	2.2392	-999.25
1151.375	-999.25	10.38	0.016191	-999.25	-999.25	-999.25	-999.25	0.379528	3.233	2.2392	-999.25
1151.5	-999.25	10.38	0.016191	-999.25	-999.25	-999.25	-999.25	0.379528	3.233	2.2292	-999.25
1151.625	-999.25	10.38	0.016191	-999.25	-999.25	-999.25	-999.25	0.379528	3.233	2.2292	-999.25
1151.75	-999.25	10.23	0.01411	-999.25	-999.25	-999.25	-999.25	0.382143	3.1055	2.2192	-999.25
1151.875	-999.25	10.156	0.017357	-999.25	-999.25	-999.25	-999.25	0.378026	3.1292	2.2192	-999.25
1152	-999.25	10.156	0.017357	-999.25	-999.25	-999.25	-999.25	0.378026	3.1292	2.2263	-999.25
1152.125	-999.25	10.156	0.017357	-999.25	-999.25	-999.25	-999.25	0.378026	3.1292	2.2263	-999.25
1152.25	-999.25	10.101	0.021937	-999.25	-999.25	-999.25	-999.25	0.372225	3.1907	2.2377	-999.25
1152.375	-999.25	10.09	0.023724	-999.25	-999.25	-999.25	-999.25	0.374749	3.0815	2.2377	-999.25
1152.5	-999.25	10.09	0.023724	-999.25	-999.25	-999.25	-999.25	0.374749	3.0815	2.2401	-999.25
1152.625	-999.25	10.09	0.023724	-999.25	-999.25	-999.25	-999.25	0.374749	3.0815	2.2401	-999.25
1152.75	-999.25	10.107	0.02734	-999.25	-999.25	-999.25	-999.25	0.37858	2.9845	2.2418	-999.25
1152.875	-999.25	10.192	0.04106	-999.25	-999.25	-999.25	-999.25	0.379309	3.107	2.2418	-999.25
1153	-999.25	10.192	0.04106	-999.25	-999.25	-999.25	-999.25	0.379309	3.107	2.2501	-999.25
1153.125	-999.25	10.192	0.04106	-999.25	-999.25	-999.25	-999.25	0.379309	3.107	2.2501	-999.25
1153.25	-999.25	10.255	0.051316	-999.25	-999.25	-999.25	-999.25	0.379826	3.2012	2.2532	-999.25
1153.375	-999.25	10.23	0.047738	-999.25	-999.25	-999.25	-999.25	0.379494	3.1825	2.2532	-999.25
1153.5	-999.25	10.23	0.047738	-999.25	-999.25	-999.25	-999.25	0.379494	3.1825	2.2349	-999.25
1153.625	-999.25	10.23	0.047738	-999.25	-999.25	-999.25	-999.25	0.379494	3.1825	2.2349	-999.25
1153.75	-999.25	10.265	0.038333	-999.25	-999.25	-999.25	-999.25	0.38272	3.1663	2.2321	-999.25
1153.875	-999.25	10.34	0.025045	-999.25	-999.25	-999.25	-999.25	0.388315	3.1518	2.2321	-999.25
1154	-999.25	10.34	0.025045	-999.25	-999.25	-999.25	-999.25	0.388315	3.1518	2.2397	-999.25
1154.125	-999.25	10.34	0.025045	-999.25	-999.25	-999.25	-999.25	0.388315	3.1518	2.2397	-999.25
1154.25	-999.25	10.4225	0.022499	-999.25	-999.25	-999.25	-999.25	0.375528	3.1869	2.2482	-999.25
1154.375	-999.25	10.51	0.027113	-999.25	-999.25	-999.25	-999.25	0.350491	3.255	2.2482	-999.25
1154.5	-999.25	10.51	0.027113	-999.25	-999.25	-999.25	-999.25	0.350491	3.255	2.2573	-999.25
1154.625	-999.25	10.51	0.027113	-999.25	-999.25	-999.25	-999.25	0.350491	3.255	2.2573	-999.25
1154.75	-999.25	10.685	0.046009	-999.25	-999.25	-999.25	-999.25	0.368645	3.3345	2.2225	-999.25
1154.875	-999.25	10.86	0.064907	-999.25	-999.25	-999.25	-999.25	0.386799	3.414	2.2225	-999.25
1155	-999.25	10.86	0.064907	-999.25	-999.25	-999.25	-999.25	0.386799	3.414	2.1878	-999.25
1155.125	-999.25	10.86	0.064907	-999.25	-999.25	-999.25	-999.25	0.386799	3.414	2.1878	-999.25
1155.25	-999.25	10.765	0.07546	-999.25	-999.25	-999.25	-999.25	0.372233	3.3365	2.201	-999.25
1155.375	-999.25	10.67	0.086013	-999.25	-999.25	-999.25	-999.25	0.357667	3.259	2.201	-999.25
1155.5	-999.25	10.67	0.086013	-999.25	-999.25	-999.25	-999.25	0.357667	3.259	2.2142	-999.25
1155.625	-999.25	10.67	0.086013	-999.25	-999.25	-999.25	-999.25	0.357667	3.259	2.2142	-999.25
1155.75	-999.25	10.8012	0.059767	-999.25	-999.25	-999.25	-999.25	0.323822	3.174	2.2295	-999.25
1155.875	-999.25	10.85	0.044043	-999.25	-999.25	-999.25	-999.25	0.298667	3.155	2.2295	-999.25
1156	-999.25	10.85	0.044043	-999.25	-999.25	-999.25	-999.25	0.298667	3.155	2.2539	-999.25
1156.125	-999.25	10.85	0.044043	-999.25	-999.25	-999.25	-999.25	0.298667	3.155	2.2539	-999.25
1156.25	-999.25	10.775	0.04411	-999.25	-999.25	-999.25	-999.25	0.286551	3.235	2.2919	-999.25
1156.375	-999.25	10.7225	0.045441	-999.25	-999.25	-999.25	-999.25	0.28879	3.2775	2.2919	-999.25
1156.5	-999.25	10.7225	0.045441	-999.25	-999.25	-999.25	-999.25	0.28879	3.2775	2.3021	-999.25
1156.625	-999.25	10.7225	0.045441	-999.25	-999.25	-999.25	-999.25	0.28879	3.2775	2.3021	-999.25
1156.75	-999.25	10.7038	0.04867	-999.25	-999.25	-999.25	-999.25	0.312571	3.2638	2.2708	-999.25
1156.875	-999.25	10.632	0.034485	-999.25	-999.25	-999.25	-999.25	0.328793	3.323	2.2708	-999.25
1157	-999.25	10.632	0.034485	-999.25	-999.25	-999.25	-999.25	0.328793	3.323	2.26	-999.25
1157.125	-999.25	10.632	0.034485	-999.25	-999.25	-999.25	-999.25	0.328793	3.323	2.26	-999.25
1157.25	-999.25	10.547	0.01594	-999.25	-999.25	-999.25	-999.25	0.343122	3.4005	2.2544	-999.25
1157.375	-999.25	10.53	0.007141	-999.25	-999.25	-999.25	-999.25	0.357443	3.285	2.2544	-999.25
1157.5	-999.25	10.53	0.007141	-999.25	-999.25	-999.25	-999.25	0.357443	3.285	2.2215	-999.25
1157.625	-999.25	10.53	0.007141	-999.25	-999.25	-999.25	-999.25	0.357443	3.285	2.2215	-999.25
