DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1536.25	63.626	8.3915	40.403	24.043	23.971	197.71	0.0607	4.45	2.606	4.596
1536.375	63.4655	8.3883	36.5755	26.3255	25.6995	134.832	0.0622	4.5005	2.5957	3.0985
1536.5	63.305	8.385	32.748	28.608	27.428	71.954	0.0637	4.551	2.5855	1.601
1536.625	64.4025	8.4295	31.4495	29.4895	27.73	60.143	0.06525	4.4115	2.5753	-4.3765
1536.75	65.5	8.474	30.151	30.371	28.032	48.332	0.0668	4.272	2.565	-10.354
1536.875	65.9135	8.5	32.6405	28.694	25.7625	54.562	0.06185	4.1895	2.5725	-10.082
1537	66.327	8.526	35.13	27.017	23.493	60.792	0.0569	4.107	2.58	-9.81
1537.125	66.2325	8.5285	35.859	26.9825	23.872	65.983	0.05765	4.5195	2.585	-12.048
1537.25	66.138	8.531	36.588	26.948	24.251	71.174	0.0584	4.932	2.59	-14.286
1537.375	65.006	8.568	36.119	28.802	25.803	64.2395	0.05885	5.026	2.5835	-14.855
1537.5	63.874	8.605	35.65	30.656	27.355	57.305	0.0593	5.12	2.577	-15.424
1537.625	64.3825	8.6375	34.7735	31.341	27.598	64.0555	0.05965	4.684	2.562	-16.5005
1537.75	64.891	8.67	33.897	32.026	27.841	70.806	0.06	4.248	2.547	-17.577
1537.875	64.9925	8.7055	36	33.5555	27.903	69.89	0.06075	4.2485	2.563	-18.654
1538	65.094	8.741	38.103	35.085	27.965	68.974	0.0615	4.249	2.579	-19.731
1538.125	65.134	8.586	40.576	31.739	26.115	57.118	0.0633	4.255	2.581	-20.808
1538.25	65.174	8.431	43.049	28.393	24.265	45.262	0.0651	4.261	2.583	-21.885
1538.375	65.574	8.3025	41.5685	28.2975	25.1	48.076	0.0694	4.328	2.57	-21.6645
1538.5	65.974	8.174	40.088	28.202	25.935	50.89	0.0737	4.395	2.557	-21.444
1538.625	66.7715	8.176	36.9225	27.5595	26.045	81.77	0.0829	4.4875	2.544	-22.3415
1538.75	67.569	8.178	33.757	26.917	26.155	112.65	0.0921	4.58	2.531	-23.239
1538.875	68.202	8.18	31.1435	26.2745	25.1985	72.7865	0.0987	4.4495	2.5235	-24.0215
1539	68.835	8.182	28.53	25.632	24.242	32.923	0.1053	4.319	2.516	-24.804
1539.125	69.1095	8.198	29.074	24.9895	23.5825	38.5425	0.11015	4.331	2.498	-24.451
1539.25	69.384	8.214	29.618	24.347	22.923	44.162	0.115	4.343	2.48	-24.098
1539.375	70.5325	8.2455	29.6325	24.98	21.1805	49.6745	0.1169	4.359	2.4705	-25.0395
1539.5	71.681	8.277	29.647	25.613	19.438	55.187	0.1188	4.375	2.461	-25.981
1539.625	72.1225	8.305	25.67	25.127	18.991	44.9685	0.10795	4.428	2.478	-26.4675
1539.75	72.564	8.333	21.693	24.641	18.544	34.75	0.0971	4.481	2.495	-26.954
1539.875	72.176	8.3175	20.8455	22.96	19.041	47.3365	0.106	4.4315	2.475	-26.936
1540	71.788	8.302	19.998	21.279	19.538	59.923	0.1149	4.382	2.455	-26.918
1540.125	71.7695	8.347	19.5395	19.711	18.0425	47.7495	0.11885	4.463	2.4825	-26.9865
1540.25	71.751	8.392	19.081	18.143	16.547	35.576	0.1228	4.544	2.51	-27.055
1540.375	72.533	8.3605	23.609	17.1675	16.4885	30.794	0.11855	4.715	2.515	-27.0185
1540.5	73.315	8.329	28.137	16.192	16.43	26.012	0.1143	4.886	2.52	-26.982
1540.625	73.695	8.2905	29.1075	16.282	16.3055	25.926	0.10365	4.988	2.51	-26.9275
1540.75	74.075	8.252	30.078	16.372	16.181	25.84	0.093	5.09	2.5	-26.873
1540.875	71.7765	8.268	25.41	16.622	16.0715	34.1915	0.10465	5.188	2.48	-26.8095
1541	69.478	8.284	20.742	16.872	15.962	42.543	0.1163	5.286	2.46	-26.746
1541.125	71.046	8.291	21.3225	16.816	15.428	59.286	0.1228	5.063	2.4395	-26.6105
1541.25	72.614	8.298	21.903	16.76	14.894	76.029	0.1293	4.84	2.419	-26.475
1541.375	73.639	8.311	23.417	15.3205	14.227	46.9045	0.10445	4.66	2.478	-25.505
1541.5	74.664	8.324	24.931	13.881	13.56	17.78	0.0796	4.48	2.537	-24.535
1541.625	70.9555	8.33	24.497	14.5835	14.004	44.8685	0.078	4.3745	2.545	-24.232
1541.75	67.247	8.336	24.063	15.286	14.448	71.957	0.0764	4.269	2.553	-23.929
1541.875	66.845	8.3208	23.2525	16.8195	15.636	52.0375	0.06345	4.3025	2.561	-22.95
1542	66.443	8.3055	22.442	18.353	16.824	32.118	0.0505	4.336	2.569	-21.971
1542.125	66.015	8.2902	23.7485	21.1455	19.282	49.4935	0.04605	4.3735	2.5865	-21.3495
1542.25	65.587	8.275	25.055	23.938	21.74	66.869	0.0416	4.411	2.604	-20.728
1542.375	63.727	8.32	23.4105	26.687	24.968	69.826	0.04435	4.46	2.6065	-19.1985
1542.5	61.867	8.365	21.766	29.436	28.196	72.783	0.0471	4.509	2.609	-17.669
1542.625	62.4645	8.3795	22.908	33.298	32.593	91.8715	0.04475	4.5445	2.619	-16.7815
1542.75	63.062	8.394	24.05	37.16	36.99	110.96	0.0424	4.58	2.629	-15.894
1542.875	64.516	8.401	23.767	40.5035	40.276	153.97	0.0309	4.5285	2.6465	-14.107
1543	65.97	8.408	23.484	43.847	43.562	196.98	0.0194	4.477	2.664	-12.32
1543.125	65.156	8.3945	25.682	50.374	45.589	258.335	0.0218	4.3435	2.667	-10.6765
1543.25	64.342	8.381	27.88	56.901	47.616	319.69	0.0242	4.21	2.67	-9.033
1543.375	62.093	8.375	30.648	43.247	44.5085	191.8375	0.04675	4.2305	2.667	-6.9645
1543.5	59.844	8.369	33.416	29.593	41.401	63.985	0.0693	4.251	2.664	-4.896
1543.625	63.836	8.371	37.357	19.1735	26.635	75.1445	0.08975	4.1205	2.6555	-2.754
1543.75	67.828	8.373	41.298	8.754	11.869	86.304	0.1102	3.99	2.647	-0.612
1543.875	70.4065	8.3625	53.0795	6.6585	8.77	48.028	0.1097	3.752	2.638	1.0915
1544	72.985	8.352	64.861	4.563	5.671	9.752	0.1092	3.514	2.629	2.795
1544.125	74.3135	8.356	66.626	4.552	5.123	8.832	0.1029	3.6955	2.646	4.236
1544.25	75.642	8.36	68.391	4.541	4.575	7.912	0.0966	3.877	2.663	5.677
1544.375	76.2485	8.3555	65.3215	5.2	4.9775	8.4455	0.08345	4.1625	2.67	7.1795
1544.5	76.855	8.351	62.252	5.859	5.38	8.979	0.0703	4.448	2.677	8.682
1544.625	71.7095	8.3325	58.637	6.664	6.2965	15.153	0.069	4.188	2.6715	9.567
1544.75	66.564	8.314	55.022	7.469	7.213	21.327	0.0677	3.928	2.666	10.452
1544.875	66.8675	8.3123	55.793	7.43	7.5335	24.0355	0.0706	3.9635	2.66	10.882
1545	67.171	8.3105	56.564	7.391	7.854	26.744	0.0735	3.999	2.654	11.312
1545.125	67.87	8.3088	62.763	7.0645	7.518	18.508	0.06945	4.1155	2.65	11.386
1545.25	68.569	8.307	68.962	6.738	7.182	10.272	0.0654	4.232	2.646	11.46
1545.375	68.827	8.3053	70.8255	7.004	7.1745	13.126	0.06085	4.2005	2.6505	11.6315
1545.5	69.085	8.3035	72.689	7.27	7.167	15.98	0.0563	4.169	2.655	11.803
1545.625	68.424	8.3018	65.6045	7.9205	7.732	14.649	0.052	4.134	2.6515	11.2895
1545.75	67.763	8.3	58.52	8.571	8.297	13.318	0.0477	4.099	2.648	10.776
1545.875	67.402	8.3015	58.1705	11.815	11.433	36.1055	0.0393	4.3115	2.6675	11.1635
1546	67.041	8.303	57.821	15.059	14.569	58.893	0.0309	4.524	2.687	11.551
1546.125	65.166	8.3075	48.7855	24.709	20.5835	106.1065	0.02465	4.734	2.691	11.243
1546.25	63.291	8.312	39.75	34.359	26.598	153.32	0.0184	4.944	2.695	10.935
1546.375	60.4765	8.3145	36.9265	38.0165	34.6675	345.55	0.02135	4.867	2.7	8.977
1546.5	57.662	8.317	34.103	41.674	42.737	537.78	0.0243	4.79	2.705	7.019
1546.625	57.054	8.3085	36.947	36.5925	34.9525	412.915	0.0317	4.8015	2.6905	5.061
1546.75	56.446	8.3	39.791	31.511	27.168	288.05	0.0391	4.813	2.676	3.103
1546.875	58.27	8.2915	42.056	28.432	24.539	163.1885	0.0396	4.94	2.6455	3.661
1547	60.094	8.283	44.321	25.353	21.91	38.327	0.0401	5.067	2.615	4.219
1547.125	61.1645	8.2835	41.7075	24.9745	22.1745	41.2195	0.0377	4.8855	2.627	3.002
1547.25	62.235	8.284	39.094	24.596	22.439	44.112	0.0353	4.704	2.639	1.785
1547.375	62.786	8.2833	38.782	25.5675	23.0885	92.371	0.04005	4.7065	2.6395	0.421
1547.5	63.337	8.2827	38.47	26.539	23.738	140.63	0.0448	4.709	2.64	-0.943
1547.625	63.832	8.2821	40.566	27.2995	23.997	100.566	0.04745	4.485	2.6235	-0.463
1547.75	64.327	8.2815	42.662	28.06	24.256	60.502	0.0501	4.261	2.607	0.017
1547.875	64.5385	8.2808	42.941	28.892	24.419	53.166	0.05	4.1685	2.6085	-1.1835
1548	64.75	8.2802	43.22	29.724	24.582	45.83	0.0499	4.076	2.61	-2.384
1548.125	64.715	8.2796	42.214	30.556	25.2655	62.619	0.0483	4.1295	2.6115	-3.0157
1548.25	64.68	8.279	41.208	31.388	25.949	79.408	0.0467	4.183	2.613	-3.6473
1548.375	64.444	8.2805	41.0475	32.5655	26.728	69.9635	0.05085	4.2545	2.6075	-4.279
1548.5	64.208	8.282	40.887	33.743	27.507	60.519	0.055	4.326	2.602	-4.9106
1548.625	64.5575	8.2867	40.9115	34.1075	27.477	51.9835	0.0601	4.5	2.606	-5.5423
1548.75	64.907	8.2915	40.936	34.472	27.447	43.448	0.0652	4.674	2.61	-6.174
1548.875	65.127	8.2962	39.635	31.0125	25.476	50.959	0.0779	4.535	2.5925	-6.0495
1549	65.347	8.301	38.334	27.553	23.505	58.47	0.0906	4.396	2.575	-5.925
1549.125	67.4785	8.3057	34.801	26.4865	23.168	41.934	0.1067	4.316	2.5305	-7.4138
1549.25	69.61	8.3105	31.268	25.42	22.831	25.398	0.1228	4.236	2.486	-8.9025
1549.375	63.896	8.3153	32.821	26.7265	22.6195	23.2135	0.12665	4.322	2.474	-10.3913
1549.5	58.182	8.32	34.374	28.033	22.408	21.029	0.1305	4.408	2.462	-11.88
1549.625	63.2505	8.326	31.8285	30.558	24.815	21.8325	0.1147	4.475	2.479	-11.5365
1549.75	68.319	8.332	29.283	33.083	27.222	22.636	0.0989	4.542	2.496	-11.193
1549.875	69.6065	8.3177	26.7285	34.6455	28.255	66.823	0.08965	4.6655	2.5085	-12.1915
1550	70.894	8.3035	24.174	36.208	29.288	111.01	0.0804	4.789	2.521	-13.19
1550.125	70.6505	8.2892	23.731	35.2245	30.43	165.175	0.08235	4.496	2.5065	-13.5705
1550.25	70.407	8.275	23.288	34.241	31.572	219.34	0.0843	4.203	2.492	-13.951
1550.375	73.389	8.2775	22.746	33.441	31.239	140.9405	0.0929	4.2115	2.468	-14.474
1550.5	76.371	8.28	22.204	32.641	30.906	62.541	0.1015	4.22	2.444	-14.997
1550.625	78.078	8.2847	23.007	34.4945	29.5735	35.9725	0.10685	4.2525	2.435	-16.304
1550.75	79.785	8.2895	23.81	36.348	28.241	9.404	0.1122	4.285	2.426	-17.611
1550.875	75.073	8.2943	24.1865	37.2215	29.239	12.8085	0.11805	4.347	2.4325	-17.3405
1551	70.361	8.299	24.563	38.095	30.237	16.213	0.1239	4.409	2.439	-17.07
1551.125	72.05	8.302	24.614	34.2495	31.0505	16.6595	0.12855	4.5725	2.4625	-17.8335
1551.25	73.739	8.305	24.665	30.404	31.864	17.106	0.1332	4.736	2.486	-18.597
1551.375	74.6195	8.3185	24.204	25.097	30.9465	22.5755	0.12545	4.696	2.478	-19.194
1551.5	75.5	8.332	23.743	19.79	30.029	28.045	0.1177	4.656	2.47	-19.791
1551.625	74.555	8.3775	24.457	14.4835	19.965	36.0535	0.13085	4.6345	2.431	-20.338
1551.75	73.61	8.423	25.171	9.177	9.901	44.062	0.144	4.613	2.392	-20.885
1551.875	74.87	8.4385	24.785	9.293	9.2715	27.2575	0.1421	4.6455	2.403	-20.8615
1552	76.13	8.454	24.399	9.409	8.642	10.453	0.1402	4.678	2.414	-20.838
1552.125	75.5925	8.456	24.498	9.1135	8.1735	11.531	0.12815	4.645	2.4315	-20.8065
1552.25	75.055	8.458	24.597	8.818	7.705	12.609	0.1161	4.612	2.449	-20.775
1552.375	73.605	8.487	25.2415	9.166	8.0035	13.603	0.11505	4.687	2.4545	-19.8835
1552.5	72.155	8.516	25.886	9.514	8.302	14.597	0.114	4.762	2.46	-18.992
1552.625	72.5565	8.545	24.803	9.8095	8.668	18.413	0.12175	4.693	2.4615	-17.7185
1552.75	72.958	8.574	23.72	10.105	9.034	22.229	0.1295	4.624	2.463	-16.445
1552.875	73.293	8.603	24.8715	10.2955	9.141	25.2325	0.0927	4.7205	2.505	-14.334
1553	73.628	8.632	26.023	10.486	9.248	28.236	0.0559	4.817	2.547	-12.223
1553.125	73.486	8.709	32.344	12.0785	9.213	39.0725	0.08845	4.1195	2.538	-9.923
1553.25	73.344	8.786	38.665	13.671	9.178	49.909	0.121	3.422	2.529	-7.623
1553.375	78.4905	8.918	53.3175	8.521	5.9935	133.2895	0.1615	3.119	2.5005	-4.299
1553.5	83.637	9.05	67.97	3.371	2.809	216.67	0.202	2.816	2.472	-0.975
1553.625	90.7085	8.975	81.3535	2.84	2.58	109.345	0.22005	2.8905	2.5185	2.151
1553.75	97.78	8.9	94.737	2.309	2.351	2.02	0.2381	2.965	2.565	5.277
1553.875	103.21	8.9535	97.6485	2.4115	2.385	3.367	0.21555	2.9185	2.578	7.125
1554	108.64	9.007	100.56	2.514	2.419	4.714	0.193	2.872	2.591	8.973
1554.125	100.759	8.8945	94.153	2.669	2.515	4.329	0.20075	2.7905	2.567	10.063
1554.25	92.878	8.782	87.746	2.824	2.611	3.944	0.2085	2.709	2.543	11.153
1554.375	93.309	8.8375	90.664	2.683	2.507	3.4875	0.2174	2.862	2.524	11.838
1554.5	93.74	8.893	93.582	2.542	2.403	3.031	0.2263	3.015	2.505	12.523
1554.625	91.9715	8.769	91.55	2.5185	2.445	2.447	0.18215	3.121	2.581	12.9455
1554.75	90.203	8.645	89.518	2.495	2.487	1.863	0.138	3.227	2.657	13.368
1554.875	86.797	8.7505	79.1645	2.6005	2.5915	80.8265	0.15005	3.3815	2.6435	13.521
1555	83.391	8.856	68.811	2.706	2.696	159.79	0.1621	3.536	2.63	13.674
1555.125	81.3435	8.6875	71.755	2.939	2.857	81.4415	0.1578	4.2175	2.6315	13.4355
1555.25	79.296	8.519	74.699	3.172	3.018	3.093	0.1535	4.899	2.633	13.197
1555.375	79.1485	8.5245	77.8975	3.496	3.397	8.817	0.1154	4.675	2.636	13.3805
1555.5	79.001	8.53	81.096	3.82	3.776	14.541	0.0773	4.451	2.639	13.564
1555.625	75.3065	8.5385	71.1655	4.685	4.976	19.7825	0.0775	4.3885	2.6395	12.8255
1555.75	71.612	8.547	61.235	5.55	6.176	25.024	0.0777	4.326	2.64	12.087
1555.875	69.792	8.5245	58.9235	6.971	6.9855	21.2865	0.06405	4.4415	2.6495	12.278
1556	67.972	8.502	56.612	8.392	7.795	17.549	0.0504	4.557	2.659	12.469
1556.125	66.6335	8.4795	47.331	9.0945	8.7845	63.2445	0.05085	4.371	2.6545	11.647
1556.25	65.295	8.457	38.05	9.797	9.774	108.94	0.0513	4.185	2.65	10.825
1556.375	65.1195	8.471	38.185	10.8475	10.817	154.6	0.05655	4.1285	2.6415	10.8565
1556.5	64.944	8.485	38.32	11.898	11.86	200.26	0.0618	4.072	2.633	10.888
1556.625	66.0455	8.445	38.801	11.191	11.8765	111.62	0.06185	4.292	2.635	10.506
1556.75	67.147	8.405	39.282	10.484	11.893	22.98	0.0619	4.512	2.637	10.124
1556.875	68.064	8.358	40.877	10.38	10.909	22.803	0.0705	4.625	2.623	10.1245
1557	68.981	8.311	42.472	10.276	9.925	22.626	0.0791	4.738	2.609	10.125
1557.125	69.8535	8.312	44.5345	9.9075	9.6795	28.7065	0.08205	4.5845	2.618	10.1375
1557.25	70.726	8.313	46.597	9.539	9.434	34.787	0.085	4.431	2.627	10.15
1557.375	71.0005	8.302	41.3525	11.2475	11.174	34.8585	0.0732	4.614	2.6295	10.1715
1557.5	71.275	8.291	36.108	12.956	12.914	34.93	0.0614	4.797	2.632	10.193
1557.625	71.58	8.301	33.619	13.7925	13.82	32.2185	0.05965	4.673	2.6375	10.0282
1557.75	71.885	8.311	31.13	14.629	14.726	29.507	0.0579	4.549	2.643	9.8635
1557.875	70.006	8.3305	32.852	14.955	15.0495	36.2915	0.06425	4.2235	2.642	9.6987
1558	68.127	8.35	34.574	15.281	15.373	43.076	0.0706	3.898	2.641	9.534
1558.125	67.783	8.3305	37.939	14.6575	14.926	33.4165	0.06835	4.0175	2.6515	9.8155
1558.25	67.439	8.311	41.304	14.034	14.479	23.757	0.0661	4.137	2.662	10.097
1558.375	67.7305	8.3255	43.721	15.289	15.608	28.904	0.0615	4.151	2.661	9.3985
1558.5	68.022	8.34	46.138	16.544	16.737	34.051	0.0569	4.165	2.66	8.7
1558.625	66.984	8.376	42.652	14.78	17.6775	36.8555	0.0736	4.035	2.649	9.1785
1558.75	65.946	8.412	39.166	13.016	18.618	39.66	0.0903	3.905	2.638	9.657
1558.875	66.7245	8.456	46.877	9.8565	18.8695	42.7455	0.11285	3.7335	2.6255	10.0345
1559	67.503	8.5	54.588	6.697	19.121	45.831	0.1354	3.562	2.613	10.412
1559.125	69.5655	8.54	61.0995	6.7765	13.1005	27.678	0.1447	3.462	2.61	11.0495
1559.25	71.628	8.58	67.611	6.856	7.08	9.525	0.154	3.362	2.607	11.687
1559.375	72.4895	8.5095	71.053	7.7155	7.4385	11.464	0.1231	3.5485	2.619	12.2115
1559.5	73.351	8.439	74.495	8.575	7.797	13.403	0.0922	3.735	2.631	12.736
1559.625	72.973	8.499	65.463	10.0905	9.4275	25.3265	0.06895	3.98	2.642	12.365
1559.75	72.595	8.559	56.431	11.606	11.058	37.25	0.0457	4.225	2.653	11.994
1559.875	68.2705	8.6095	50.4895	12.9925	12.97	32.1285	0.0497	4.2665	2.6535	10.8448
1560	63.946	8.66	44.548	14.379	14.882	27.007	0.0537	4.308	2.654	9.6956
1560.125	64.327	8.5215	45.2215	14.0595	14.948	35.5	0.0562	4.245	2.656	8.5464
1560.25	64.708	8.383	45.895	13.74	15.014	43.993	0.0587	4.182	2.658	7.3973
1560.375	64.8395	8.355	48.3385	13.395	14.084	32.115	0.05925	4.246	2.664	6.2481
1560.5	64.971	8.327	50.782	13.05	13.154	20.237	0.0598	4.31	2.67	5.099
1560.625	65.328	8.3325	49.8145	12.8	12.9035	33.867	0.06495	4.3745	2.652	5.1105
1560.75	65.685	8.338	48.847	12.55	12.653	47.497	0.0701	4.439	2.634	5.122
1560.875	66.515	8.367	48.9265	12.5235	12.9625	61.4845	0.07295	4.311	2.6295	4.3735
1561	67.345	8.396	49.006	12.497	13.272	75.472	0.0758	4.183	2.625	3.625
1561.125	67.5265	8.4	51.358	13.1165	13.1285	43.139	0.0679	4.1555	2.629	3.733
1561.25	67.708	8.404	53.71	13.736	12.985	10.806	0.06	4.128	2.633	3.841
1561.375	67.8455	8.382	48.9	15.834	15.3715	34.8985	0.0516	4.137	2.634	2.629
1561.5	67.983	8.36	44.09	17.932	17.758	58.991	0.0432	4.146	2.635	1.417
1561.625	65.4915	8.362	45.901	17.5605	18.166	47.2995	0.0444	4.178	2.632	2.041
1561.75	63	8.364	47.712	17.189	18.574	35.608	0.0456	4.21	2.629	2.665
1561.875	63.63	8.3518	52.6855	18.0565	18.074	41.9435	0.05135	4.357	2.6315	0.067
1562	64.26	8.3396	57.659	18.924	17.574	48.279	0.0571	4.504	2.634	-2.531
1562.125	64.9935	8.3274	60.906	17.328	16.7555	40.258	0.06095	4.57	2.64	-1.7745
1562.25	65.727	8.3153	64.153	15.732	15.937	32.237	0.0648	4.636	2.646	-1.018
1562.375	66.288	8.3032	62.537	15.1435	15.2845	34.058	0.0665	4.6275	2.6375	-2.7328
1562.5	66.849	8.291	60.921	14.555	14.632	35.879	0.0682	4.619	2.629	-4.4476
1562.625	66.9075	8.2915	58.6795	14.67	14.7195	32.324	0.07025	4.57	2.6305	-6.1624
1562.75	66.966	8.292	56.438	14.785	14.807	28.769	0.0723	4.521	2.632	-7.8773
1562.875	66.664	8.3055	59.6045	15.069	15.063	36.121	0.07235	4.474	2.6335	-9.5921
1563	66.362	8.319	62.771	15.353	15.319	43.473	0.0724	4.427	2.635	-11.307
1563.125	66.5775	8.324	57.338	15.9295	15.7395	40.3175	0.0685	4.4465	2.6155	-11.1375
1563.25	66.793	8.329	51.905	16.506	16.16	37.162	0.0646	4.466	2.596	-10.968
1563.375	67.0435	8.3665	51.9905	16.939	17.1705	67.519	0.06465	4.431	2.6015	-11.9565
1563.5	67.294	8.404	52.076	17.372	18.181	97.876	0.0647	4.396	2.607	-12.945
1563.625	65.7765	8.426	55.737	17.778	18.5295	67.705	0.06375	4.4085	2.6075	-13.4435
1563.75	64.259	8.448	59.398	18.184	18.878	37.534	0.0628	4.421	2.608	-13.942
1563.875	64.6295	8.4238	56.3895	17.07	17.9645	50.228	0.0902	4.465	2.548	-13.8655
1564	65	8.3996	53.381	15.956	17.051	62.922	0.1176	4.509	2.488	-13.789
1564.125	67.394	8.3755	50.7305	15.3375	16.1325	52.7525	0.1248	4.3705	2.4695	-14.398
1564.25	69.788	8.3513	48.08	14.719	15.214	42.583	0.132	4.232	2.451	-15.007
1564.375	71.7695	8.3272	46.939	14.101	15.022	30.7735	0.13745	4.333	2.4655	-14.9285
1564.5	73.751	8.303	45.798	13.483	14.83	18.964	0.1429	4.434	2.48	-14.85
1564.625	74.2765	8.33	46.887	13.677	14.0465	18.992	0.1156	4.5425	2.524	-14.1665
1564.75	74.802	8.357	47.976	13.871	13.263	19.02	0.0883	4.651	2.568	-13.483
1564.875	72.882	8.385	49.2165	13.3685	13.1395	22.0075	0.07915	4.5985	2.592	-13.215
1565	70.962	8.413	50.457	12.866	13.016	24.995	0.07	4.546	2.616	-12.947
1565.125	69.6445	8.43	48.805	12.853	12.917	31.214	0.0757	4.533	2.607	-11.824
1565.25	68.327	8.447	47.153	12.84	12.818	37.433	0.0814	4.52	2.598	-10.701
1565.375	68.815	8.464	46.5165	13.253	13.06	44.8285	0.08575	4.3785	2.59	-10.02
1565.5	69.303	8.481	45.88	13.666	13.302	52.224	0.0901	4.237	2.582	-9.339
1565.625	69.53	8.492	44.5615	14.5725	13.936	37.3425	0.07505	4.3275	2.6015	-7.983
1565.75	69.757	8.503	43.243	15.479	14.57	22.461	0.06	4.418	2.621	-6.627
1565.875	67.1	8.5168	41.568	16.236	15.878	28.351	0.05245	4.5745	2.6285	-5.922
1566	64.443	8.5305	39.893	16.993	17.186	34.241	0.0449	4.731	2.636	-5.217
1566.125	64.338	8.5443	42.3565	17.2755	18.013	41.198	0.0513	4.812	2.6335	-4.3875
1566.25	64.233	8.558	44.82	17.558	18.84	48.155	0.0577	4.893	2.631	-3.558
1566.375	64.853	8.5745	48.8705	16.542	18.4895	66.7685	0.06835	4.48	2.641	-2.7115
1566.5	65.473	8.591	52.921	15.526	18.139	85.382	0.079	4.067	2.651	-1.865
1566.625	66.1835	8.6215	56.565	12.3215	14.0785	52.1635	0.0888	3.957	2.6565	-0.8135
1566.75	66.894	8.652	60.209	9.117	10.018	18.945	0.0986	3.847	2.662	0.238
1566.875	67.6805	8.662	66.117	8.942	9.378	26.6605	0.10705	3.9855	2.655	1.0115
1567	68.467	8.672	72.025	8.767	8.738	34.376	0.1155	4.124	2.648	1.785
1567.125	69.127	8.6235	71.053	8.8775	8.856	21.8885	0.10005	4.2155	2.6515	2.574
1567.25	69.787	8.575	70.081	8.988	8.974	9.401	0.0846	4.307	2.655	3.363
1567.375	69.2685	8.5765	62.944	10.3305	9.6705	13.3305	0.062	4.528	2.6615	4.4405
1567.5	68.75	8.578	55.807	11.673	10.367	17.26	0.0394	4.749	2.668	5.518
1567.625	66.4555	8.5567	50.2055	13.0835	11.962	22.0585	0.03975	4.6595	2.6695	5.551
1567.75	64.161	8.5355	44.604	14.494	13.557	26.857	0.0401	4.57	2.671	5.584
1567.875	62.9515	8.5142	45.1255	15.6715	14.348	67.4335	0.0508	4.542	2.6775	5.9895
1568	61.742	8.493	45.647	16.849	15.139	108.01	0.0615	4.514	2.684	6.395
1568.125	62.353	8.495	46.9285	12.6925	14.533	65.188	0.06795	4.2645	2.6735	6.5235
1568.25	62.964	8.497	48.21	8.536	13.927	22.366	0.0744	4.015	2.663	6.652
1568.375	64.775	8.4827	53.29	8.9205	14.0825	25.282	0.0927	3.887	2.641	7.1128
1568.5	66.586	8.4685	58.37	9.305	14.238	28.198	0.111	3.759	2.619	7.5735
1568.625	68.9895	8.4543	61.847	7.3645	9.6325	17.902	0.1267	3.8785	2.6085	8.0343
1568.75	71.393	8.44	65.324	5.424	5.027	7.606	0.1424	3.998	2.598	8.495
1568.875	73.1555	8.51	66.4625	4.8685	4.992	9.128	0.14845	4.0715	2.614	9.0685
1569	74.918	8.58	67.601	4.313	4.957	10.65	0.1545	4.145	2.63	9.642
1569.125	75.447	8.6635	65.768	4.285	4.6155	12.429	0.14695	3.9355	2.6375	10.268
1569.25	75.976	8.747	63.935	4.257	4.274	14.208	0.1394	3.726	2.645	10.894
1569.375	76.4115	8.671	64.559	4.4495	4.443	9.353	0.1299	3.867	2.6425	11.0875
1569.5	76.847	8.595	65.183	4.642	4.612	4.498	0.1204	4.008	2.64	11.281
1569.625	76.582	8.5975	63.1265	5.1155	5.0715	7.137	0.1233	4.0025	2.6385	11.475
1569.75	76.317	8.6	61.07	5.589	5.531	9.776	0.1262	3.997	2.637	11.669
1569.875	74.4705	8.6065	61.1	5.744	5.845	9.7175	0.1357	3.9215	2.6165	11.9135
1570	72.624	8.613	61.13	5.899	6.159	9.659	0.1452	3.846	2.596	12.158
1570.125	73.416	8.638	66.9185	5.4605	6.302	12.698	0.1497	3.838	2.6025	12.5175
1570.25	74.208	8.663	72.707	5.022	6.445	15.737	0.1542	3.83	2.609	12.877
1570.375	75.533	8.8025	75.131	4.8435	5.412	12.728	0.15495	3.8095	2.611	12.9855
1570.5	76.858	8.942	77.555	4.665	4.379	9.719	0.1557	3.789	2.613	13.094
1570.625	77.2855	8.8385	76.862	4.403	4.328	7.539	0.15095	3.8715	2.6075	13.3855
1570.75	77.713	8.735	76.169	4.141	4.277	5.359	0.1462	3.954	2.602	13.677
1570.875	77.8415	8.559	73.986	4.3245	4.3795	5.18	0.1419	3.8595	2.614	13.722
1571	77.97	8.383	71.803	4.508	4.482	5.001	0.1376	3.765	2.626	13.767
1571.125	78.161	8.363	69.832	4.732	4.699	6.1835	0.1215	3.814	2.6455	13.9375
1571.25	78.352	8.343	67.861	4.956	4.916	7.366	0.1054	3.863	2.665	14.108
1571.375	76.262	8.345	62.5955	5.331	5.197	8.8545	0.10505	3.9715	2.6555	14.1605
1571.5	74.172	8.347	57.33	5.706	5.478	10.343	0.1047	4.08	2.646	14.213
1571.625	72.3765	8.353	54.762	5.996	5.9295	14.57	0.0923	4.096	2.6555	14.355
1571.75	70.581	8.359	52.194	6.286	6.381	18.797	0.0799	4.112	2.665	14.497
1571.875	69.3465	8.36	52.496	6.7935	6.89	14.902	0.06975	4.0255	2.666	14.688
1572	68.112	8.361	52.798	7.301	7.399	11.007	0.0596	3.939	2.667	14.879
