DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1500	115.207	10.966	64.323	0.624	0.644	1.204	0.36338	3.396	2.314	92.665
1500.25	115.8545	10.9185	66.801	0.627	0.6465	1.184	0.36096	3.37	2.3255	92.782
1500.5	116.684	10.907	69.685	0.632	0.654	1.186	0.36103	3.36	2.328	92.782
1500.75	116.6665	10.9085	69.9175	0.637	0.659	1.2075	0.35874	3.3555	2.342	92.933
1501	116.576	10.902	68.62	0.641	0.66	1.22	0.36001	3.372	2.347	93.011
1501.25	116.6185	10.9	67.621	0.644	0.659	1.209	0.369745	3.3825	2.3105	92.8445
1501.5	116.922	10.93	67.695	0.643	0.657	1.197	0.38689	3.393	2.258	92.712
1501.75	117.3605	11.032	67.632	0.6405	0.656	1.197	0.39177	3.4125	2.2355	92.704
1502	117.598	11.151	67.603	0.64	0.658	1.2	0.39047	3.439	2.245	92.711
1502.25	117.256	11.179	69.1015	0.6425	0.662	1.2015	0.393285	3.4615	2.2735	92.718
1502.5	116.461	11.117	70.534	0.646	0.667	1.209	0.38506	3.493	2.308	92.653
1502.75	115.796	11.05	70.205	0.6485	0.6695	1.218	0.37355	3.5265	2.3245	92.5295
1503	115.76	11.013	70.11	0.652	0.671	1.216	0.37412	3.558	2.323	92.528
1503.25	116.0575	10.9845	71.7495	0.657	0.6745	1.214	0.37692	3.4915	2.311	92.7295
1503.5	116.021	10.955	72.232	0.666	0.681	1.215	0.3772	3.423	2.299	93.005
1503.75	115.925	10.9055	72.126	0.6835	0.696	1.2145	0.36979	3.3545	2.2995	93.2175
1504	115.418	10.824	71.614	0.706	0.719	1.227	0.35645	3.489	2.317	93.458
1504.25	113.945	10.7045	69.693	0.7265	0.7365	1.2615	0.341315	3.7195	2.3505	93.804
1504.5	112.41	10.619	67.738	0.741	0.744	1.283	0.33677	3.774	2.368	93.96
1504.75	112.278	10.6545	67.1745	0.7475	0.7435	1.2665	0.347655	3.5565	2.344	93.737
1505	113.396	10.751	67.854	0.746	0.74	1.249	0.35728	3.374	2.308	93.534
1505.25	114.6315	10.8615	68.435	0.73	0.7335	1.244	0.360505	3.41	2.2775	93.657
1505.5	115.783	10.919	69.565	0.699	0.718	1.245	0.36649	3.413	2.266	93.801
1505.75	116.6045	10.8015	70.8335	0.6605	0.6865	1.241	0.36252	3.4385	2.2775	93.84
1506	115.221	10.443	74.177	0.633	0.651	1.201	0.34181	3.475	2.306	94.212
1506.25	109.837	9.9485	81.204	0.629	0.6395	1.1515	0.305	3.533	2.3665	95.052
1506.5	103.417	9.657	85.947	0.64	0.659	1.156	0.27437	3.736	2.423	95.644
1506.75	101.9855	9.7385	83.3845	0.6625	0.6925	1.2345	0.27615	3.898	2.4035	95.295
1507	106.321	10.011	79.56	0.711	0.732	1.265	0.29856	3.92	2.341	94.401
1507.25	111.0635	10.2155	77.742	0.7935	0.785	1.2335	0.33912	3.6765	2.324	93.8025
1507.5	111.913	10.244	73.875	0.863	0.834	1.257	0.3487	3.373	2.358	93.845
1507.75	110.209	10.151	70.0875	0.866	0.8475	1.3105	0.342455	3.2865	2.381	94.3915
1508	109.055	10.001	68.292	0.796	0.794	1.341	0.33504	3.239	2.367	95.023
1508.25	109.088	9.808	67.083	0.686	0.6845	1.308	0.322615	3.1685	2.3545	95.6555
1508.5	109.931	9.573	66.907	0.6	0.591	1.169	0.30675	3.141	2.356	96.533
1508.75	110.9055	9.418	66.7515	0.5545	0.556	1.012	0.30184	3.118	2.3535	97.2505
1509	113.406	9.382	67.436	0.534	0.565	1.001	0.30476	3.131	2.354	97.218
1509.25	117.924	9.3655	67.43	0.5425	0.5995	1.1395	0.29729	3.3335	2.3675	96.7125
1509.5	119.575	9.384	64.501	0.588	0.651	1.214	0.28564	3.512	2.398	96.404
1509.75	116.023	9.4915	61.6055	0.6575	0.705	1.2275	0.28018	3.828	2.434	96.084
1510	113.881	9.632	59.268	0.711	0.732	1.291	0.27955	4.094	2.433	95.538
1510.25	118.9255	9.739	58.8075	0.7325	0.732	1.271	0.293015	3.745	2.402	95.2705
1510.5	124.261	9.826	61.161	0.741	0.73	1.207	0.31475	3.393	2.378	95.357
1510.75	124.634	9.9295	64.052	0.7425	0.737	1.2095	0.32909	3.397	2.3725	95.4735
1511	122.911	9.996	64.508	0.739	0.746	1.253	0.33792	3.439	2.376	95.431
1511.25	120.066	10.01	63.2285	0.732	0.7445	1.293	0.34508	3.414	2.369	95.276
1511.5	116.78	10.047	62.946	0.715	0.73	1.289	0.35064	3.427	2.359	95.278
1511.75	114.148	10.08	64.0745	0.6835	0.7	1.2595	0.349925	3.446	2.368	95.477
1512	113.572	10.073	65.858	0.656	0.669	1.231	0.34816	3.44	2.376	95.683
1512.25	114.674	10.0545	69.032	0.653	0.666	1.175	0.354675	3.489	2.3585	95.824
1512.5	112.969	10.038	72.164	0.671	0.698	1.168	0.35635	3.557	2.349	95.578
1512.75	107.1425	9.9945	69.5385	0.703	0.743	1.296	0.34564	3.6455	2.372	94.8505
1513	103.52	10.025	63.284	0.75	0.782	1.401	0.33926	3.673	2.391	94.295
1513.25	105.7265	10.227	60.423	0.799	0.804	1.373	0.341335	3.666	2.38	94.3625
1513.5	108.526	10.369	61.833	0.818	0.801	1.327	0.33994	3.585	2.367	94.776
1513.75	109.481	10.311	63.163	0.7935	0.7815	1.294	0.3382	3.503	2.3715	95.012
1514	110.702	10.25	63.836	0.754	0.757	1.285	0.34424	3.48	2.374	95.067
1514.25	112.2145	10.277	66.6985	0.723	0.7385	1.283	0.352675	3.47	2.3625	95.2055
1514.5	113.647	10.369	69.454	0.703	0.728	1.271	0.35916	3.443	2.352	95.414
1514.75	114.2975	10.4825	70.168	0.6835	0.721	1.264	0.35757	3.436	2.3535	95.651
1515	114.074	10.467	70.405	0.657	0.706	1.27	0.35047	3.406	2.367	95.88
1515.25	114.513	10.259	76.7945	0.6335	0.68	1.278	0.34824	3.3805	2.3675	96.2425
1515.5	117.246	9.983	91.672	0.638	0.668	1.236	0.34705	3.366	2.342	96.823
1515.75	118.128	9.776	96.8505	0.6925	0.7145	1.153	0.3399	3.3425	2.33	97.312
1516	107.613	9.609	82.446	0.793	0.843	1.202	0.31781	3.344	2.369	97.366
1516.25	88.9825	9.385	61.4365	0.928	1.0235	1.628	0.25735	3.693	2.457	97.1825
1516.5	79.001	9.207	47.291	1.077	1.149	2.228	0.20391	4.374	2.514	97.249
1516.75	85.59	9.168	47.011	1.1985	1.1665	2.0155	0.189085	4.4305	2.485	97.8045
1517	99.392	9.183	54.961	1.231	1.12	1.606	0.21528	3.945	2.443	98.49
1517.25	107.6525	9.197	60.731	1.1605	1.0615	1.452	0.25655	3.582	2.4325	98.7875
1517.5	108.185	9.197	63.021	1.073	1.025	1.45	0.26796	3.345	2.438	98.88
1517.75	106.1765	9.1895	61.6545	1.028	1.017	1.5095	0.26431	3.2655	2.449	99.2225
1518	105.738	9.192	58.891	1.03	1.03	1.551	0.25601	3.261	2.455	99.745
1518.25	105.9545	9.2105	61.0905	1.0645	1.0585	1.544	0.25831	3.3	2.4495	99.986
1518.5	104.723	9.25	68.051	1.097	1.095	1.555	0.27022	3.546	2.447	99.608
1518.75	101.5965	9.313	72.2795	1.106	1.116	1.625	0.27378	3.8765	2.454	98.9155
1519	98.141	9.389	70.412	1.098	1.105	1.67	0.27826	3.926	2.457	98.582
1519.25	97.5125	9.4795	70.0295	1.0815	1.0685	1.618	0.27972	3.747	2.4535	98.5895
1519.5	100.565	9.59	72.614	1.055	1.027	1.545	0.29055	3.606	2.444	98.462
1519.75	105.0565	9.6925	72.91	1.021	1	1.491	0.30853	3.62	2.434	98.0595
1520	108.091	9.751	71.878	0.988	0.987	1.478	0.31704	3.644	2.438	97.755
1520.25	109.1025	9.7895	71.485	0.9635	0.9805	1.4895	0.316985	3.784	2.4475	97.7535
1520.5	109.384	9.825	70.35	0.948	0.971	1.491	0.3202	3.727	2.449	97.681
1520.75	109.607	9.852	69.6065	0.936	0.9555	1.4845	0.32718	3.757	2.4445	97.297
1521	109.885	9.902	71.421	0.929	0.941	1.463	0.32964	3.644	2.437	96.969
1521.25	110.0175	9.942	72.3635	0.9285	0.941	1.4415	0.32609	3.591	2.4285	97.1295
1521.5	109.425	9.897	72.098	0.934	0.955	1.452	0.32219	3.646	2.427	97.589
1521.75	108.311	9.761	74.311	0.941	0.971	1.505	0.313535	3.6405	2.4385	97.975
1522	107.591	9.634	75.413	0.952	0.982	1.534	0.30068	3.63	2.452	98.158
1522.25	107.401	9.587	72.2195	0.9535	0.9825	1.5175	0.2955	3.6075	2.4565	98.1625
1522.5	107.376	9.606	70.609	0.934	0.964	1.52	0.30052	3.577	2.45	97.998
1522.75	108.0735	9.6825	72.4355	0.906	0.9335	1.5025	0.313765	3.55	2.432	97.5935
1523	109.666	9.753	73.171	0.886	0.913	1.452	0.32704	3.54	2.406	96.987
1523.25	110.8475	9.7545	72.388	0.884	0.913	1.429	0.32932	3.52	2.392	96.464
1523.5	110.915	9.718	71.497	0.908	0.94	1.442	0.32186	3.469	2.398	96.33
1523.75	109.706	9.612	70.721	0.973	1.004	1.4905	0.30447	3.4565	2.417	96.7505
1524	107.223	9.448	68.842	1.081	1.102	1.579	0.27834	3.378	2.434	97.687
1524.25	103.9	9.3485	63.284	1.221	1.2325	1.7035	0.24935	3.3485	2.4435	98.489
1524.5	100.724	9.332	55.766	1.372	1.363	1.877	0.22547	3.627	2.452	98.71
1524.75	98.522	9.3525	53.4045	1.485	1.442	2.0005	0.215285	4.0525	2.465	98.816
1525	97.202	9.408	56.906	1.524	1.445	1.984	0.22	4.328	2.487	98.861
1525.25	97.459	9.521	60.3585	1.472	1.3705	1.928	0.235895	4.176	2.493	98.4805
1525.5	100.071	9.669	63.273	1.371	1.271	1.815	0.25911	3.718	2.455	97.948
1525.75	104.1275	9.817	67.1875	1.2615	1.1905	1.66	0.29358	3.464	2.424	97.5255
1526	106.076	9.908	70.6	1.157	1.127	1.586	0.31533	3.541	2.433	97.11
1526.25	104.895	9.9155	69.726	1.066	1.061	1.6145	0.31762	3.586	2.452	96.796
1526.5	104.935	9.958	68.046	1.005	1.009	1.592	0.31756	3.588	2.448	96.647
1526.75	107.7055	10.057	69.4445	0.9745	0.9885	1.51	0.32881	3.6225	2.436	96.457
1527	109.462	10.113	68.451	0.957	0.986	1.506	0.33713	3.631	2.439	96.403
1527.25	108.75	10.114	65.3945	0.9485	0.9875	1.546	0.33173	3.6295	2.4505	96.682
1527.5	107.951	10.106	64.795	0.954	0.991	1.561	0.32455	3.636	2.459	96.99
1527.75	107.8855	10.0985	67.26	0.9745	0.9995	1.552	0.320995	3.6815	2.4585	97.189
1528	107.211	10.076	69.614	0.999	1.014	1.544	0.3201	3.771	2.461	97.388
1528.25	105.9075	10.061	67.5965	1.0185	1.03	1.5655	0.31113	3.7745	2.4725	97.619
1528.5	104.999	10.073	64.916	1.032	1.041	1.597	0.30071	3.783	2.476	97.665
1528.75	104.886	10.058	65.857	1.0445	1.042	1.614	0.304525	3.789	2.459	97.4615
1529	105.775	10.001	67.246	1.062	1.047	1.591	0.3115	3.778	2.429	97.314
1529.25	106.1475	9.9255	66.9765	1.075	1.0655	1.559	0.30485	3.75	2.4175	97.406
1529.5	104.515	9.793	65.858	1.068	1.071	1.628	0.28745	3.708	2.44	97.685
1529.75	103.0565	9.6705	64.9625	1.0495	1.0475	1.6855	0.271195	3.673	2.464	98.106
1530	104.556	9.607	65.629	1.03	1.02	1.607	0.26981	3.599	2.467	98.502
1530.25	107.4175	9.5545	66.877	1.0015	0.993	1.545	0.28375	3.4555	2.461	98.6185
1530.5	108.876	9.528	68.687	0.968	0.971	1.529	0.28717	3.441	2.457	98.618
1530.75	109.0425	9.5155	70.288	0.942	0.9565	1.5265	0.29257	3.41	2.457	98.6835
1531	108.918	9.506	69.576	0.927	0.949	1.526	0.29968	3.378	2.455	98.817
1531.25	108.701	9.5085	69.7715	0.921	0.947	1.5235	0.31126	3.4005	2.449	99.03
1531.5	108.435	9.523	71.642	0.917	0.947	1.521	0.31873	3.421	2.443	99.276
1531.75	108.3735	9.5445	73.491	0.9145	0.948	1.5185	0.320865	3.39	2.4355	99.38
1532	108.44	9.568	73.615	0.916	0.949	1.52	0.32545	3.456	2.428	99.217
1532.25	108.2825	9.5755	72.646	0.9235	0.956	1.523	0.32805	3.41	2.4285	99.012
1532.5	107.915	9.551	74.364	0.941	0.969	1.533	0.32547	3.411	2.434	99.102
1532.75	107.5155	9.5145	76.2355	0.973	0.996	1.546	0.318215	3.4195	2.44	99.237
1533	106.876	9.493	73.62	1.016	1.037	1.574	0.30976	3.433	2.444	99.017
1533.25	105.813	9.456	69.5915	1.067	1.0865	1.6325	0.30329	3.434	2.45	98.713
1533.5	104.636	9.378	68.574	1.126	1.142	1.684	0.29529	3.435	2.455	98.685
1533.75	103.6255	9.296	69.877	1.1845	1.198	1.7285	0.28315	3.431	2.4625	98.985
1534	102.578	9.244	70.254	1.22	1.234	1.783	0.27053	3.419	2.474	99.343
1534.25	101.88	9.224	68.81	1.2135	1.227	1.8285	0.26129	3.425	2.476	99.46
1534.5	102.405	9.218	67.646	1.177	1.18	1.809	0.25683	3.438	2.469	99.516
1534.75	104.127	9.2145	66.1405	1.1305	1.123	1.7075	0.261965	3.452	2.4595	99.7115
1535	105.906	9.215	65.223	1.102	1.091	1.635	0.27333	3.439	2.453	99.918
1535.25	106.728	9.24	65.895	1.126	1.1205	1.6085	0.280375	3.452	2.4505	99.8355
1535.5	105.976	9.286	64.811	1.212	1.234	1.631	0.28357	3.373	2.45	99.312
1535.75	101.3445	9.2995	61.8415	1.332	1.4235	1.813	0.27161	3.4945	2.47	98.593
1536	93.25	9.221	56.474	1.43	1.55	2.323	0.23768	3.773	2.511	98.122
1536.25	89.216	9.095	51.726	1.4995	1.5105	2.613	0.214185	3.8755	2.512	98.4255
1536.5	92.962	9.024	56.083	1.555	1.463	1.999	0.19538	3.531	2.465	99.26
1536.75	96.6985	9.006	64.479	1.53	1.4635	1.761	0.21913	3.2325	2.454	99.747
1537	95.83	9	65.164	1.45	1.445	2.004	0.23113	3.382	2.472	99.536
1537.25	95.906	9.0005	59.551	1.41	1.4225	2.107	0.22031	3.407	2.47	99.225
1537.5	98.83	9.002	57.867	1.418	1.423	1.964	0.22788	3.462	2.462	99.459
1537.75	100.8765	9.003	60.9285	1.425	1.4245	1.9385	0.23535	3.468	2.4595	99.83
1538	101.187	9.005	62.576	1.428	1.431	1.95	0.23542	3.488	2.456	100.003
1538.25	100.895	9.0155	62.0625	1.444	1.4595	1.9545	0.238615	3.4845	2.4565	100.1505
1538.5	100.196	9.029	61.993	1.461	1.493	2.019	0.24148	3.457	2.461	100.168
1538.75	99.1325	9.035	61.9635	1.4725	1.4925	2.1085	0.239015	3.4385	2.463	99.92
1539	98.951	9.042	61.258	1.505	1.468	2.124	0.23761	3.4	2.457	99.669
1539.25	100.205	9.063	61.925	1.6025	1.516	1.956	0.243345	3.4105	2.447	99.657
1539.5	99.686	9.079	62.241	1.737	1.702	1.894	0.24576	3.416	2.464	99.584
1539.75	94.4745	9.06	58.548	1.813	1.918	2.3225	0.23063	3.43	2.5105	99.0845
1540	88.991	9.037	52.651	1.792	1.91	3.039	0.21837	3.574	2.54	98.564
1540.25	90.314	9.045	51.8795	1.699	1.6695	2.793	0.21547	3.5695	2.515	98.4775
1540.5	97.331	9.065	59.427	1.551	1.432	2.053	0.2409	3.416	2.466	98.769
1540.75	103.54	9.0715	67.838	1.3595	1.2755	1.736	0.27203	3.379	2.4415	99.3335
1541	105.748	9.08	70.552	1.197	1.18	1.713	0.28172	3.565	2.446	99.837
1541.25	105.8205	9.1065	68.082	1.119	1.139	1.7425	0.281995	3.6285	2.459	99.999
1541.5	105.837	9.127	65.33	1.102	1.137	1.746	0.28244	3.626	2.462	100.051
1541.75	105.6755	9.131	65.8865	1.118	1.156	1.764	0.283775	3.513	2.4535	100.1345
1542	105.214	9.128	66.665	1.138	1.177	1.796	0.28509	3.459	2.451	100.107
1542.25	104.585	9.111	66.656	1.155	1.196	1.812	0.288805	3.4555	2.4555	100.004
1542.5	104.033	9.089	66.652	1.169	1.212	1.82	0.2922	3.608	2.463	99.917
1542.75	103.671	9.0785	68.532	1.1815	1.217	1.835	0.29138	3.6055	2.468	99.8935
1543	103.641	9.075	71.642	1.197	1.215	1.838	0.28925	3.6	2.467	99.892
1543.25	104.0535	9.07	72.719	1.2235	1.2265	1.8105	0.29029	3.483	2.46	99.7835
1543.5	104.207	9.064	72.767	1.261	1.266	1.798	0.29394	3.492	2.46	99.462
1543.75	103.315	9.058	72.696	1.3075	1.3295	1.86	0.29464	3.497	2.469	99.082
1544	101.675	9.056	72.857	1.371	1.396	1.975	0.28964	3.475	2.479	98.993
1544.25	100.412	9.058	73.975	1.4605	1.4695	2.043	0.283575	3.464	2.4905	98.9545
1544.5	99.449	9.061	74.99	1.548	1.566	2.023	0.28167	3.475	2.499	98.641
1544.75	96.8435	9.0385	76.249	1.5715	1.6395	2.1205	0.27276	3.4525	2.5305	98.4745
1545	93.068	9	78.015	1.513	1.596	2.369	0.25234	3.44	2.567	98.79
1545.25	92.2165	9.009	78.3685	1.424	1.4585	2.325	0.24758	3.5235	2.533	99.1205
1545.5	96.531	9.113	79.889	1.341	1.343	1.984	0.25224	3.297	2.431	98.653
1545.75	102.5	9.2425	83.823	1.2705	1.3015	1.7555	0.27485	2.9645	2.355	97.6645
1546	104.496	9.192	86.772	1.217	1.301	1.792	0.29437	3.053	2.382	97.301
1546.25	102.3795	9.0035	87.9735	1.2275	1.32	1.991	0.27415	3.2945	2.44	97.3155
1546.5	101.053	8.909	89.403	1.355	1.417	2.03	0.26114	3.338	2.447	96.569
1546.75	100.9235	8.904	91.3445	1.652	1.7495	1.984	0.268345	3.355	2.422	94.069
1547	99.214	8.84	94.39	2.173	2.494	2.41	0.27675	3.4	2.358	87.588
1547.25	98.8835	8.6595	92.246	3.0915	3.939	4.8855	0.276775	3.7405	2.215	74.627
1547.5	103.223	8.515	78.219	4.98	6.673	14.855	0.27783	4.316	2.075	59.283
1547.75	108.345	8.4815	60.084	9.304	12.3585	27.224	0.282975	4.7185	2.019	47.076
1548	109.12	8.477	45.924	15.803	21.496	29.398	0.28325	4.812	2.024	38.472
1548.25	105.0325	8.467	35.632	20.264	28.946	36.831	0.273435	4.9515	2.059	32.0615
1548.5	100.538	8.445	29.557	22.183	30.52	49.55	0.258	5.094	2.099	26.299
1548.75	99.9005	8.424	27.683	24.4395	30.9525	51.8905	0.248625	5.0685	2.1065	20.4915
1549	100.341	8.411	26.966	27.731	32.521	47.007	0.24708	5.023	2.096	15.91
1549.25	97.4015	8.395	24.977	31.3315	33.652	49.3	0.241255	5.023	2.1165	14.151
1549.5	94.075	8.376	22.469	34.246	34.135	58.569	0.22797	5.201	2.149	14.076
1549.75	93.36	8.356	21.5595	35.6455	35.162	65.7305	0.22568	5.308	2.1545	14.329
1550	92.574	8.343	20.703	37.296	36.944	65.821	0.22344	5.295	2.165	14.594
1550.25	90.666	8.3435	20.199	41.0115	39.5015	63.2415	0.214565	5.302	2.1815	14.7155
1550.5	89.774	8.34	21.525	45.419	42.322	65.61	0.21306	5.315	2.181	14.378
1550.75	94.098	8.331	23.3635	48.8735	43.8455	77.33	0.212875	5.273	2.1855	13.79
1551	101.799	8.336	25.048	52.181	44.109	80.522	0.21022	5.286	2.193	13.267
1551.25	104.197	8.3595	25.3925	56.716	44.8315	69.378	0.21674	5.2565	2.176	12.634
1551.5	99.627	8.378	24.842	61.804	46.902	65.633	0.22558	5.155	2.158	11.789
1551.75	96.0785	8.387	25.841	66.6605	50.298	75.599	0.223265	5.1695	2.154	10.6055
1552	97.394	8.399	27.598	72.825	54.904	98.554	0.22053	5.166	2.137	9.18
1552.25	100.397	8.409	29.353	82.9205	61.1405	127.6705	0.22864	5.1545	2.1055	7.8655
1552.5	103.602	8.41	31.938	96.272	67.721	149.347	0.23771	5.05	2.09	6.714
1552.75	105.922	8.41	34.3465	108.2225	71.4005	168.313	0.240875	5.0355	2.0955	5.66
1553	107.637	8.412	35.678	114.067	71.423	185.245	0.2411	5.03	2.097	5.04
1553.25	108.3145	8.412	36.195	112.77	69.359	172.384	0.240625	5.034	2.079	5.098
1553.5	107.208	8.411	39.831	109.235	66.468	142.934	0.24418	5.055	2.057	5.284
1553.75	107.4495	8.4095	49.2875	105.8135	63.5975	125.183	0.253355	5.0595	2.05	5.181
1554	109.387	8.408	57.394	104.399	62.2	117.223	0.25881	5.091	2.064	5.115
1554.25	109.9515	8.407	58.926	107.56	63.7	110.3285	0.255365	5.077	2.0825	5.473
1554.5	109.615	8.407	56.905	115.364	68.007	112.497	0.25374	5.088	2.085	6.072
1554.75	110.593	8.407	52.7905	126.718	74.242	131.611	0.260655	4.9905	2.078	6.697
1555	110.56	8.407	47.378	136.827	79.367	168.569	0.26437	4.936	2.082	7.358
1555.25	104.6465	8.407	41.875	141.094	78.606	212.685	0.25654	4.9015	2.093	7.9845
1555.5	95.776	8.407	38.656	140.266	74.472	190.866	0.24333	4.925	2.117	8.53
1555.75	91.9015	8.407	38.7135	135.517	71.15	150.737	0.234155	5.201	2.1575	8.998
1556	93.249	8.406	38.558	127.538	68.291	141.925	0.23713	5.464	2.155	9.222
1556.25	95.9575	8.4055	36.4335	118.027	65.975	142.423	0.24855	5.3675	2.101	9.1425
1556.5	97.064	8.405	34.42	110.397	64.695	129.433	0.25543	5.226	2.065	8.947
1556.75	94.125	8.405	33.0685	106.1295	63.7295	115.8425	0.251085	5.1715	2.0795	8.601
1557	90.115	8.405	30.874	105.127	62.664	111.088	0.23854	5.152	2.132	7.985
1557.25	88.7595	8.405	29.3855	108.688	63.051	109.698	0.228265	5.35	2.1775	6.921
1557.5	89.538	8.405	28.771	116.234	66.15	119.954	0.22731	5.643	2.177	5.54
1557.75	89.9665	8.404	28.0165	126.703	71.359	149.9815	0.23016	5.6875	2.1515	4.2085
1558	88.035	8.404	28.052	140.366	76.903	184.961	0.23203	5.627	2.12	3.129
1558.25	85.7785	8.404	29.205	157.8985	81.7655	214.5925	0.232325	5.558	2.092	2.35
1558.5	86.084	8.405	29.271	177.082	85.271	239.253	0.22985	5.433	2.084	1.7
1558.75	88.4765	8.406	28.5355	193.827	87.822	266.3085	0.22828	5.3185	2.085	1.2365
1559	89.466	8.406	29.692	202.213	90.661	303.73	0.22981	5.324	2.088	1.19
1559.25	88.446	8.406	30.488	204.858	93.226	352.23	0.23062	5.3315	2.109	1.4735
1559.5	87.824	8.406	30.795	212.31	94.82	345.396	0.22954	5.346	2.137	1.894
1559.75	88.0365	8.4085	32.0095	221.899	95.879	325.6805	0.226855	5.3665	2.1455	2.367
1560	88.736	8.409	33.465	228.009	96.243	346.436	0.22156	5.4	2.142	2.713
1560.25	86.959	8.408	37.427	231.0185	96.8065	313.9465	0.2063	5.5825	2.1705	3.055
1560.5	79.723	8.407	42.806	228.077	97.664	273.876	0.17693	5.78	2.258	3.622
1560.75	71.003	8.411	42.9785	214.8875	94.4745	319.5185	0.14581	6.0385	2.367	4.212
1561	66.894	8.422	37.733	202.087	88.642	451.086	0.12295	6.17	2.414	4.596
1561.25	67.798	8.4385	34.1175	188.364	88.6895	371.2105	0.113955	5.8805	2.364	4.951
1561.5	70.824	8.442	35.294	162.643	88.076	238.666	0.12009	5.436	2.285	5.518
1561.75	74.648	8.4325	38.789	131.05	77.7805	185.8455	0.15117	5.359	2.243	6.284
1562	78.386	8.423	39.973	107.238	66.599	141.543	0.18561	5.635	2.235	7.102
1562.25	80.932	8.414	38.82	94.523	59.156	108.831	0.18204	5.7285	2.2285	7.999
1562.5	81.571	8.408	37.77	89.156	56.251	94.764	0.18724	5.68	2.222	8.886
1562.75	79.3525	8.403	35.8835	89.3345	58.1365	97.686	0.180305	5.721	2.255	9.52
1563	74.8	8.399	33.619	92.86	62.325	121.06	0.15348	5.739	2.318	9.773
1563.25	70.4865	8.4	32.7215	98.6415	65.5005	170.671	0.13614	5.9825	2.347	9.5965
1563.5	69.662	8.406	34.355	105.56	66.302	181.898	0.14289	5.724	2.311	9.162
1563.75	73.473	8.413	34.3325	111.915	66.2795	135.994	0.16537	5.2085	2.2425	8.5545
1564	78.584	8.416	30.709	112.596	65.993	110.726	0.20191	5.09	2.184	7.831
1564.25	82.205	8.416	27.5675	105.728	64.278	103.5985	0.218705	5.1005	2.1465	7.0715
1564.5	84.466	8.415	24.782	96.344	61.155	98.447	0.22693	5.131	2.133	6.49
1564.75	85.2285	8.416	22.19	85.661	56.2815	91.973	0.227955	5.2	2.154	6.2085
1565	84.694	8.417	21.86	73.353	50.066	79.486	0.21519	5.272	2.191	5.939
1565.25	83.576	8.417	23.0315	59.874	43.333	64.792	0.200475	5.315	2.2195	5.6635
1565.5	81.77	8.415	23.661	47.242	36.48	56.327	0.18699	5.346	2.242	5.606
1565.75	78.905	8.412	23.8375	37.192	30.185	51.892	0.173715	5.358	2.2725	5.8375
1566	75.119	8.416	25.137	29.912	25.091	48.305	0.1595	5.359	2.306	6.307
1566.25	72.041	8.419	26.8235	25.1385	21.4545	45.0175	0.148295	5.3465	2.3305	6.774
1566.5	72.961	8.416	27.754	21.931	19.094	39.481	0.13912	5.36	2.34	7.032
1566.75	77.119	8.4115	28.1145	20.2355	17.9195	34.671	0.147625	5.374	2.3305	7.159
1567	80.612	8.411	27.368	19.817	17.724	32.449	0.15781	5.371	2.319	7.189
1567.25	83.122	8.41	28.3735	20.492	18.6405	31.5255	0.161595	5.3615	2.3115	6.999
1567.5	84.277	8.409	31.531	21.734	20.244	33.402	0.16422	5.374	2.306	6.578
1567.75	83.2715	8.408	33.42	23.5035	21.876	37.561	0.165955	5.414	2.3	6.0435
1568	81.839	8.411	33.449	25.807	23.571	38.205	0.16869	5.492	2.285	5.654
1568.25	80.7515	8.416	29.926	27.779	25.2915	38.8365	0.16923	5.549	2.271	5.4675
1568.5	79.243	8.419	26.621	28.942	26.349	42.048	0.16308	5.693	2.275	5.383
1568.75	77.644	8.42	29.5795	29.9535	27.013	41.787	0.156505	5.861	2.2945	5.4095
1569	75.393	8.424	36.882	31.003	28.05	41.909	0.14507	5.828	2.325	5.624
1569.25	70.603	8.4355	44.279	31.3895	29.308	49.716	0.12056	5.8025	2.3825	5.9355
1569.5	65.208	8.458	46.881	30.963	29.955	63.433	0.10038	5.785	2.439	5.95
1569.75	62.691	8.4875	44.5645	29.724	29.2285	66.3315	0.09273	5.807	2.4385	5.684
1570	62.821	8.516	43.633	27.402	27.187	56.248	0.09442	5.7	2.392	5.554
1570.25	63.82	8.5185	45.176	23.9945	23.8025	49.635	0.10232	5.728	2.3675	5.3605
1570.5	65.3	8.502	44.308	20.403	20.033	41.667	0.10744	5.819	2.372	4.972
1570.75	68.966	8.4905	42.384	17.5295	17.132	31.684	0.116215	5.811	2.3525	4.8185
1571	77.26	8.489	42.958	15.263	15.152	25.817	0.1292	5.349	2.314	5.077
1571.25	85.8625	8.495	44.5185	13.4505	13.7655	22.919	0.14959	5.007	2.2925	5.6845
1571.5	87.085	8.501	47.58	12.06	12.831	20.034	0.16281	4.843	2.283	6.354
1571.75	82.3555	8.5065	50.153	10.9425	12.1475	17.9695	0.176675	4.884	2.2855	6.9205
1572	78.725	8.508	50.125	9.845	11.319	18.397	0.18215	5.225	2.292	7.398
1572.25	75.5845	8.503	51.491	8.708	10.3395	20.884	0.17542	5.3345	2.285	7.7855
1572.5	71.152	8.5	52.674	7.639	9.283	24.197	0.17175	5.374	2.272	8.084
1572.75	67.9735	8.499	52.4605	6.702	8.159	26.9015	0.17016	5.4515	2.2535	8.282
