DEPTH	BHC	CLI	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1759	59.782	8.817	114.68	120.254	74.357	130.132	0.12955	4.476	2.707	39.496
1759.25	58.413	8.7055	108.6115	119.293	74.8695	155.4155	0.130365	4.5955	2.6995	39.8195
1759.5	57.845	8.632	101.287	120.202	73.871	180.775	0.11588	4.478	2.692	39.71
1759.75	57.612	8.7075	93.7065	121.548	71.94	191.143	0.114025	4.074	2.6725	39.3965
1760	56.859	8.853	89.546	120.477	71.28	195.443	0.10523	3.694	2.641	39.009
1760.25	56.6305	8.963	96.4115	118.4905	72.921	165.7155	0.10552	3.66	2.6285	38.9175
1760.5	57.521	9.027	109.889	116.983	73.394	147.504	0.12175	3.755	2.655	39.375
1760.75	58.5215	9.1095	120.1095	114.869	71.906	161.055	0.14462	3.803	2.693	40.025
1761	58.462	9.226	124.29	115.256	72.161	162.299	0.15591	3.874	2.714	40.378
1761.25	57.53	9.278	124.048	119.058	74.6405	149.176	0.157015	3.9855	2.7195	40.502
1761.5	56.307	9.221	123.133	120.219	75.667	149.219	0.16237	4.123	2.722	40.612
1761.75	55.0345	9.1815	122.3345	115.726	73.9085	148.5435	0.1615	4.227	2.718	40.568
1762	54.374	9.227	120.936	112.136	73.56	132.117	0.16157	4.288	2.703	40.023
1762.25	54.417	9.228	118.902	113.325	76.5135	123.554	0.150275	4.345	2.6925	38.5405
1762.5	54.062	9.073	115.436	115.323	79.191	148.632	0.14154	4.414	2.691	36.357
1762.75	53.268	8.826	112.272	116.07	79.8055	199.578	0.131845	4.492	2.696	34.1355
1763	53.182	8.666	111.904	119.98	81.224	202.056	0.11655	4.384	2.707	32.3
1763.25	53.8035	8.6075	112.5105	127.764	85.037	176.049	0.1096	3.8945	2.7085	30.782
1763.5	54.186	8.576	108.049	134.371	87.901	159.441	0.09276	3.494	2.694	29.203
1763.75	53.844	8.559	90.3435	135.9085	85.8495	171.625	0.067635	3.2755	2.677	27.5205
1764	53.177	8.55	63.742	133.323	82.316	303.966	0.04168	2.693	2.657	26.228
1764.25	53.086	8.5605	50.228	127.503	77.2285	771.272	0.027685	2.194	2.6405	25.459
1764.5	54.302	8.581	58.691	120.503	68.413	310.767	0.03137	2.359	2.633	24.971
1764.75	56.412	8.582	76.6825	112.726	63.6075	141.834	0.045765	2.887	2.631	24.977
1765	57.647	8.55	89.993	104.628	64.067	113.954	0.0633	3.151	2.63	25.518
1765.25	57.246	8.5435	91.413	98.2165	66.1925	127.1065	0.075315	3.21	2.635	26.173
1765.5	56.315	8.572	85.309	94.514	68.255	157.774	0.07234	3.294	2.648	26.619
1765.75	55.73	8.5705	79.587	93.9615	68.588	206.137	0.06399	3.3275	2.663	27.1045
1766	55.537	8.558	76.761	94.963	67.596	233.701	0.05979	3.316	2.672	27.781
1766.25	55.613	8.5735	73.4705	95.912	66.85	232.486	0.05204	3.214	2.6555	28.6105
1766.5	55.564	8.583	62.36	95.855	67.641	287.893	0.03995	3.179	2.619	29.519
1766.75	54.662	8.5725	47.73	96.241	70.257	487.625	0.031385	3.1685	2.5995	30.348
1767	53.764	-999.25	46.287	98.921	73.452	565.266	0.02988	3.188	2.609	31.185
1767.25	54.245	-999.25	63.2505	102.3655	75	388.347	0.039495	3.351	2.6335	32.653
1767.5	55.525	-999.25	87.084	105.369	74.336	250.977	0.06411	3.79	2.673	35.123
1767.75	57.1315	-999.25	108.487	109.4645	74.067	177.6605	0.0998	4.3085	2.7085	37.952
1768	58.383	-999.25	122.678	114.806	75.612	171.817	0.13464	4.679	2.722	40.246
1768.25	58.376	-999.25	126.299	119.987	76.108	217.617	0.151515	4.819	2.7285	42.0795
1768.5	58.17	-999.25	125.233	120.943	72.602	225.793	0.14931	4.728	2.725	43.881
1768.75	58.6175	-999.25	124.053	114.4015	66.379	160.3105	0.15558	4.531	2.717	45.4535
1769	59.418	-999.25	123.531	104.584	60.18	112.631	0.17135	4.454	2.704	46.458
1769.25	60.846	-999.25	123.175	98.342	56.5895	93.621	0.18007	4.392	2.6835	46.699
1769.5	62.647	-999.25	120.441	98.456	58.374	89.389	0.18007	4.243	2.661	46.261
1769.75	63.364	-999.25	120.1735	106.6185	66.5235	99.775	0.1752	4.2065	2.6525	45.343
1770	62.1	-999.25	-999.25	124.276	77.982	137.096	0.16685	4.22	2.673	44.13
1770.25	59.7325	-999.25	-999.25	150.343	89.035	233.5825	0.15481	4.265	2.6955	42.61
1770.5	57.964	-999.25	-999.25	176.259	97.272	377.166	0.14568	4.37	2.698	40.908
1770.75	57.204	-999.25	-999.25	194.78	103.062	457.564	0.14397	4.6835	2.696	39.2005
1771	56.874	-999.25	-999.25	202.482	106.712	476.504	0.14406	4.783	2.694	37.705
1771.25	56.7685	-999.25	-999.25	203.026	107.2195	503.9815	0.143325	4.8025	2.6945	36.5545
1771.5	56.925	-999.25	-999.25	203.315	106.406	519.497	0.14353	4.854	2.698	35.837
1771.75	57.3535	-999.25	-999.25	199.7615	105.5915	508.608	0.14383	4.9325	2.698	35.8085
1772	57.773	-999.25	-999.25	192.483	104.253	476.081	0.1437	5.102	2.702	36.303
1772.25	57.902	-999.25	-999.25	184.0065	98.648	444.593	0.14354	4.9135	2.716	36.9795
1772.5	57.771	-999.25	-999.25	171.417	90.551	439.029	0.14489	4.154	2.727	37.788
1772.75	57.89	-999.25	-999.25	157.753	83.4525	365.9415	0.1456	3.7265	2.7275	38.841
1773	58.659	-999.25	-999.25	149.443	78.736	237.147	0.14236	3.98	2.719	40.029
1773.25	59.5495	-999.25	-999.25	144.9965	77.694	181.481	0.135585	4.1605	2.703	41.189
1773.5	59.768	-999.25	-999.25	140.093	77.432	173.3	0.1307	4.239	2.696	42.171
1773.75	59.381	-999.25	-999.25	136.037	74.9465	170.0615	0.13563	4.339	2.702	43.048
1774	59.16	-999.25	-999.25	133.972	71.557	171.694	0.14602	4.303	2.711	43.936
1774.25	59.1185	-999.25	-999.25	133.653	70.9345	185.8275	0.158015	4.2615	2.717	44.54
1774.5	59.023	-999.25	-999.25	136.331	74.351	199.67	0.16588	4.217	2.721	44.642
1774.75	58.985	-999.25	-999.25	140.6195	80.173	217.541	0.165015	4.201	2.726	44.3135
1775	58.82	-999.25	-999.25	145.559	85.201	237.649	0.16	4.19	2.73	43.759
1775.25	58.6115	-999.25	-999.25	152.4315	86.089	236.7605	0.15511	4.2045	2.729	43.1415
1775.5	58.703	-999.25	-999.25	155.159	82.972	214.371	0.15381	4.267	2.722	42.712
1775.75	59.0335	-999.25	-999.25	149.944	79.698	204.2855	0.156425	4.404	2.7215	42.461
1776	59.16	-999.25	-999.25	143.547	77.048	209.746	0.16271	4.03	2.729	42.153
1776.25	59.1425	-999.25	-999.25	139.664	74.811	195.793	0.172515	3.793	2.7255	42.032
1776.5	59.446	-999.25	-999.25	137.69	75.693	175.24	0.17871	3.874	2.723	42.358
1776.75	59.718	-999.25	-999.25	138.0165	78.7045	192.517	0.17719	4.0065	2.729	42.911
1777	-999.25	-999.25	-999.25	139.053	80.596	233.629	0.17428	4.164	2.727	43.148
1777.25	-999.25	-999.25	-999.25	142.0995	81.7085	239.573	0.170145	4.256	2.7165	43.0435
1777.5	-999.25	-999.25	-999.25	148.643	81.375	239.8	0.16434	4.293	2.713	43.002
1777.75	-999.25	-999.25	-999.25	149.9775	79.371	238.6635	0.16102	4.3365	2.713	43.076
1778	-999.25	-999.25	-999.25	141.835	77.292	205.355	0.15964	4.349	2.71	43.162
1778.25	-999.25	-999.25	-999.25	135.5335	74.2765	173.1	0.155585	4.295	2.695	43.06
1778.5	-999.25	-999.25	-999.25	136.479	72.412	160.591	0.14964	4.283	2.676	42.938
1778.75	-999.25	-999.25	-999.25	137.8	74.728	177.3085	0.145705	4.283	2.672	42.9415
1779	-999.25	-999.25	-999.25	137.762	78.316	213.08	0.14092	4.128	2.681	42.866
1779.25	-999.25	-999.25	-999.25	140.8415	80.042	213.829	0.136815	4.1135	2.6895	42.823
1779.5	-999.25	-999.25	-999.25	144.014	80.94	203.572	0.13466	4.15	2.697	42.861
1779.75	-999.25	-999.25	-999.25	143.3705	80.9415	218.7155	0.14053	4.2015	2.711	42.7755
1780	-999.25	-999.25	-999.25	143.166	80.493	223.781	0.14414	4.11	2.723	42.826
1780.25	-999.25	-999.25	-999.25	143.915	80.905	215.4735	0.142605	3.81	2.7235	43.232
1780.5	-999.25	-999.25	-999.25	141.26	80.627	229.115	0.13879	3.689	2.721	43.796
1780.75	-999.25	-999.25	-999.25	137.1305	78.368	232.4125	0.137455	3.6745	2.7225	44.422
1781	-999.25	-999.25	-999.25	135.003	74.53	202.913	0.14013	3.672	2.725	44.858
1781.25	-999.25	-999.25	-999.25	130.3465	71.0395	193.477	0.14457	3.732	2.715	44.9705
1781.5	-999.25	-999.25	-999.25	120.32	67.685	188.022	0.14624	3.888	2.697	45.117
1781.75	-999.25	-999.25	-999.25	112.4565	64.777	159.06	0.145495	4.0795	2.6885	45.3965
1782	-999.25	-999.25	-999.25	109.812	65.079	148.518	0.14714	4.115	2.691	45.611
1782.25	-999.25	-999.25	-999.25	110.839	68.263	171.753	-999.25	4.1375	2.696	45.894
1782.5	-999.25	-999.25	-999.25	114.466	71.545	196.671	-999.25	4.13	2.701	46.05
1782.75	-999.25	-999.25	-999.25	117.301	72.8555	183.483	-999.25	4.108	2.7045	45.8205
1783	-999.25	-999.25	-999.25	116.677	70.219	155.975	-999.25	4.126	2.702	45.698
1783.25	-999.25	-999.25	-999.25	115.09	66.7275	145.48	-999.25	4.142	2.697	45.7875
1783.5	-999.25	-999.25	-999.25	115.166	66.763	156.758	-999.25	4.138	2.698	45.752
1783.75	-999.25	-999.25	-999.25	118.768	68.9215	177.1565	-999.25	4.111	2.7085	45.9685
1784	-999.25	-999.25	-999.25	124.8	69.98	193.294	-999.25	4.094	2.721	46.483
1784.25	-999.25	-999.25	-999.25	130.4475	70.7435	201.192	-999.25	4.1235	2.7245	46.68
1784.5	-999.25	-999.25	-999.25	136.067	73.425	207.199	-999.25	4.104	2.717	46.699
1784.75	-999.25	-999.25	-999.25	142.662	76.794	210.744	-999.25	4.048	2.7105	47.015
1785	-999.25	-999.25	-999.25	148.361	79.119	204.433	-999.25	3.995	2.711	47.633
1785.25	-999.25	-999.25	-999.25	151.923	81.666	212.031	-999.25	3.9245	2.7145	48.108
1785.5	-999.25	-999.25	-999.25	154.319	85.297	240.265	-999.25	3.871	2.714	48.178
1785.75	-999.25	-999.25	-999.25	154.37	89.4765	267.86	-999.25	3.864	2.714	47.948
1786	-999.25	-999.25	-999.25	153.143	93.594	295.945	-999.25	3.912	2.727	47.604
1786.25	-999.25	-999.25	-999.25	151.645	96.5125	344.0665	-999.25	4.0815	2.7485	47.4155
1786.5	-999.25	-999.25	-999.25	150.309	97.399	416.826	-999.25	3.789	2.764	47.137
1786.75	-999.25	-999.25	-999.25	150.192	97.388	536.538	-999.25	3.106	2.761	46.5945
1787	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3.019	2.737	-999.25
1787.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3.602	2.7105	-999.25
1787.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1.7	-999.25
