DEPTH	BHC	CLI	DCOR	GR	LLD	LLS	MLL	NPHI	PEF	RHOB	SP
1473.875	374.4498	8.9836	0.053442	72.5385	0.9014	0.977	1.1766	0.305471	2.9979	2.3997	-999.25
1474	375.2	9.023	0.062801	72.8594	0.9023	0.9477	0.9726	0.323947	3.001	2.3895	-999.25
1474.125	374.2123	9.0116	0.049762	70.7478	0.8779	0.9124	1.0037	0.335019	2.9889	2.3822	-999.25
1474.25	372.7754	9.0697	0.03483	68.7669	0.8608	0.9021	1.0296	0.336496	3.0132	2.3778	-999.25
1474.375	372.5749	9.0113	0.025901	72.2311	0.8389	0.8924	1.058	0.337218	3.0725	2.3896	-999.25
1474.5	372.1	8.98	0.018672	72.1848	0.8263	0.8874	1.062	0.329275	3.093	2.3975	-999.25
1474.625	371.5	8.976	0.01107	70.6748	0.8157	0.8818	1.0575	0.31901	3.0722	2.3998	-999.25
1474.75	372.6757	8.976	0.006414	72.1842	0.8048	0.8711	1.0487	0.311522	3.012	2.3948	-999.25
1474.875	375.6122	8.976	0.004949	76.2693	0.8002	0.8625	1.0456	0.309867	3.047	2.39	-999.25
1475	380	9.062	0.006972	70.6558	0.7924	0.8452	1.018	0.318006	3.089	2.3764	-999.25
1475.125	381.2503	9.0864	0.007231	71.4094	0.7863	0.8363	1.0027	0.322678	3.1578	2.3672	-999.25
1475.25	382.5	9.101	0.009559	71.8803	0.7783	0.8252	0.9883	0.329302	3.155	2.3572	-999.25
1475.375	383.4498	9.1272	0.013947	73.2675	0.7715	0.8164	0.9761	0.333676	3.1155	2.3503	-999.25
1475.5	384.2	9.171	0.017641	75.5491	0.7675	0.8115	0.9648	0.334594	3.123	2.3465	-999.25
1475.625	384.3248	9.2221	0.027805	70.7721	0.7645	0.8076	0.9515	0.337262	3.0801	2.3545	-999.25
1475.75	382.4505	9.2028	0.030731	71.7848	0.7639	0.8076	0.9509	0.340489	3.1007	2.3524	-999.25
1475.875	381.7	9.2062	0.031301	70.6331	0.7643	0.8101	0.9601	0.347162	3.1517	2.3534	-999.25
1476	380.2	9.21	0.031596	70.6324	0.7663	0.8137	0.9724	0.34979	3.1735	2.3553	-999.25
1476.125	378.8251	9.2051	0.032757	71.2992	0.7687	0.8173	0.9821	0.350789	3.1786	2.3569	-999.25
1476.25	379.4499	9.1808	0.036078	72.0365	0.772	0.8219	0.9854	0.351627	3.1668	2.3584	-999.25
1476.375	375.8016	9.1598	0.035648	70.288	0.7789	0.8303	0.9989	0.345414	3.0945	2.3524	-999.25
1476.5	375.25	9.1285	0.033928	68.4364	0.7843	0.8376	1.013	0.341107	3.0785	2.3509	-999.25
1476.625	375.174	9.097	0.032782	68.1765	0.7897	0.8453	1.0293	0.333832	3.0993	2.3568	-999.25
1476.75	373.0752	9.0988	0.035664	71.1005	0.7966	0.8553	1.0437	0.315764	3.145	2.375	-999.25
1476.875	374.0124	9.1331	0.042977	71.6015	0.8008	0.8611	1.0331	0.309186	3.1525	2.3817	-999.25
1477	375	9.554	0.046633	69.3222	0.812	0.8696	1.051	0.292355	3.101	2.3406	-999.25
1477.125	377.188	9.554	0.04231	69.3989	0.8202	0.8735	1.0454	0.297457	3.051	2.3217	-999.25
1477.25	378.6	9.308	0.03952	70.6599	0.8334	0.88	1.0455	0.305208	3.0085	2.312	-999.25
1477.375	378.8874	9.0181	0.046783	70.7952	0.8499	0.8902	1.031	0.313471	2.9979	2.3355	-999.25
1477.5	379.2	8.945	0.059224	68.9947	0.8637	0.9003	1.001	0.319427	3.001	2.3719	-999.25
1477.625	360.9236	8.8962	0.039423	69.6673	0.8888	0.9349	1.0125	0.333347	3.0686	2.3984	-999.25
1477.75	349.5528	8.8475	0.020367	69.5691	0.897	0.9611	1.095	0.320858	3.1417	2.4128	-999.25
1477.875	341.2515	8.822	0.01123	67.6303	0.9055	1.0056	1.3387	0.299575	3.2752	2.4658	-999.25
1478	337.6	8.82	0.0084	68.8522	0.9084	1.032	1.484	0.277373	3.3225	2.4953	-999.25
1478.125	337.3276	8.822	0.003891	71.2126	0.9093	1.0467	1.529	0.259578	3.3473	2.5042	-999.25
1478.25	348.7781	8.8298	-0.003533	73.5221	0.9082	1.0382	1.3847	0.258658	3.3377	2.4808	-999.25
1478.375	361.461	8.8341	-0.00574	75.5189	0.9074	1.0189	1.2491	0.264056	3.2221	2.4579	-999.25
1478.5	370.5	8.843	-0.002083	71.6628	0.8959	0.9716	1.083	0.284566	3.044	2.4142	-999.25
1478.625	371.7503	8.8918	-0.001319	76.9496	0.8819	0.9457	1.0536	0.295252	2.9171	2.3998	-999.25
1478.75	374.1	8.933	0.003616	78.4982	0.862	0.9143	1.036	0.302384	2.8735	2.3864	-999.25
1478.875	374.9503	8.945	0.009856	75.4186	0.8436	0.8902	1.033	0.3014	2.9461	2.385	-999.25
1479	373.7	8.945	0.012797	72.9869	0.832	0.8764	1.028	0.298552	3.013	2.3907	-999.25
1479.125	371.7006	8.945	0.01855	81.3906	0.8209	0.8618	1.007	0.300808	3.092	2.3796	-999.25
1479.25	376.6988	8.945	0.016198	79.251	0.8194	0.8576	1.002	0.310119	3.027	2.3759	-999.25
1479.375	377.5005	8.9304	0.014378	78.2232	0.8227	0.8561	1	0.31364	2.9718	2.3713	-999.25
1479.5	375.5	8.906	0.012911	77.9378	0.8291	0.8564	1	0.313294	2.923	2.3661	-999.25
1479.625	375.4874	8.82	0.008741	75.9363	0.8531	0.8705	0.9841	0.31713	2.8742	2.3797	-999.25
1479.75	374.4253	8.82	0.008743	75.4229	0.8732	0.8876	0.9588	0.311453	2.8705	2.3823	-999.25
1479.875	374	8.802	0.005385	72.525	0.8813	0.8945	0.9487	0.307501	2.989	2.3889	-999.25
